date,time,PRICE_ALXN_ALXN_ON_BIIB,PRICE_BIIB_ALXN_ON_BIIB,PRICE_CSCO_CSCO_ON_MNST,PRICE_MNST_CSCO_ON_MNST,PRICE_CMCSA_CMCSA_ON_REGN,PRICE_REGN_CMCSA_ON_REGN,PRICE_GOOG_GOOG_ON_GOOGL,PRICE_GOOGL_GOOG_ON_GOOGL,BETA_GOOG_ON_GOOGL,SPREAD_GOOG_ON_GOOGL,Z_GOOG_ON_GOOGL,BETA_CMCSA_ON_REGN,SPREAD_CMCSA_ON_REGN,Z_CMCSA_ON_REGN,BETA_CSCO_ON_MNST,SPREAD_CSCO_ON_MNST,Z_CSCO_ON_MNST,BETA_ALXN_ON_BIIB,SPREAD_ALXN_ON_BIIB,Z_ALXN_ON_BIIB,market_close,SIGNAL_GOOG_ON_GOOGL,SIGNAL_CMCSA_ON_REGN,SIGNAL_CSCO_ON_MNST,SIGNAL_ALXN_ON_BIIB,POS_GOOG_ON_GOOGL,POS_CMCSA_ON_REGN,POS_CSCO_ON_MNST,POS_ALXN_ON_BIIB,POS_BETA_GOOG_ON_GOOGL,POS_BETA_CMCSA_ON_REGN,POS_BETA_CSCO_ON_MNST,POS_BETA_ALXN_ON_BIIB,PAIR_BASE_GOOG_ON_GOOGL,PAIR_BASE_CMCSA_ON_REGN,PAIR_BASE_CSCO_ON_MNST,PAIR_BASE_ALXN_ON_BIIB,PAIR_RET_GOOG_ON_GOOGL,PAIR_RET_CMCSA_ON_REGN,PAIR_RET_CSCO_ON_MNST,PAIR_RET_ALXN_ON_BIIB,SL_GOOG_ON_GOOGL,SL_CMCSA_ON_REGN,SL_CSCO_ON_MNST,SL_ALXN_ON_BIIB,LOSS_GOOG_ON_GOOGL,LOSS_CMCSA_ON_REGN,LOSS_CSCO_ON_MNST,LOSS_ALXN_ON_BIIB,COOLDOWN_GOOG_ON_GOOGL,COOLDOWN_CMCSA_ON_REGN,COOLDOWN_CSCO_ON_MNST,COOLDOWN_ALXN_ON_BIIB,CAPITAL_GOOG_ON_GOOGL,CAPITAL_CMCSA_ON_REGN,CAPITAL_CSCO_ON_MNST,CAPITAL_ALXN_ON_BIIB,REMAINING_CAPITAL,CAPITAL,PORT_RET
2021-02-24,14:49:00.000000000,153.61,277.6,45.385,43.4475,52.885,465.86,102.8005,102.37,1.0262882469041568,-2.260627835578532,-0.7263200755283938,0.023463230008177155,41.954419668390585,1.4167529308026376,,,,0.09294468117920895,127.8085565046516,-1.0869124750706016,0,0.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.825603016501994,62.87192275497655,177.8918884522881,0.0,-0.00019937403829762266,0.00106810734351363,-0.000015539033541617713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007308902644120874,0.0,33.0,16.0,0.0,0.0,0.0,0.0,0.9042702886923895,0.0951616515454378,0.9994319402378272,-0.000014059493769426078
2021-02-24,14:50:00.000000000,153.72,277.62,45.35,43.49,52.95,465.09,102.8395,102.1913,1.02567079713582,-1.975132131345731,-0.6702807119089661,,,,0.3951867643450614,28.163327618633282,1.6666204742313167,0.09353197524834198,127.7536530315553,-1.0882876761710023,0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.87251976333,62.85402832415974,178.00363786788265,0.0,-0.0013017229645370565,0.0008287573673585316,0.0006085189456767105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007464179406253546,0.0,32.0,15.0,0.0,0.0,0.0,0.0,0.9048205542950715,0.0951616515454378,0.9999822058405092,0.0005505783640965758
2021-02-24,14:51:00.000000000,153.68,276.9197,45.28,43.4,52.955,463.89,102.4255,101.913,1.024879169587097,-2.0230108101298043,-0.6769835078408825,,,,,,,0.09415150174003191,127.6075943836009,-1.0952313368676483,0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.849338070074936,62.747804765889455,177.90238208083963,0.0,-0.0005194987355752074,0.0005373791088699066,0.00011941209346973049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00013835320440680476,0.0,31.0,14.0,0.0,0.0,0.0,0.0,0.9049286008116744,0.0951616515454378,1.0000902523571122,0.00010804843923417137
2021-02-24,14:52:00.000000000,153.75,277.39,45.24,43.44,52.945,464.595,102.6315,101.9865,1.023252933458001,-1.7264852981144116,-0.6181237783036989,,,,,,,0.09473470012557209,127.47154153216756,-1.1015801176843614,0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.85589481486228,62.7239041251207,178.01351958854536,0.0,0.0004159282709900003,0.0008940449700278477,0.0001622378068054002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00001895763198278555,0.0,30.0,13.0,0.0,0.0,0.0,0.0,0.9050754144431855,0.0951616515454378,1.0002370659886233,0.00014680038243049422
2021-02-24,14:53:00.000000000,153.77,277.41,45.22,43.4075,52.9705,465.67,102.4865,101.9985,1.0234998279640988,-1.9089472025961243,-0.650548075954433,0.02349106817581932,42.03141428256622,1.5537812288358301,0.3941077105986291,28.112769552190006,1.6401240114212685,0.09531052863302081,127.32990625191371,-1.1082722291398057,0,0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.90664091506994,62.69082339574531,178.03526900413993,0.0,-3.976137098650797e-6,0.00011031313693143089,0.00010252358611657226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,12.0,0.0,0.0,0.0,0.0,0.9051682060203801,0.0951616515454378,1.000329857565818,0.00009276958468135526
2021-02-24,14:54:00.000000000,153.75,277.42,45.1801,43.4325,52.88,464.89,102.3005,101.896,1.023150019380301,-1.9543943747751484,-0.6568401970165775,,,,,,,0.09589284297325713,127.147407502359,-1.1174393812361603,0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.79782281445415,62.66098549526484,178.0161437119372,0.0,0.0011294898049818104,0.0007969603334785033,-0.00011725040725942089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,0.0,0.0,0.0,0.9050620746795859,0.0951616515454378,1.0002237262250238,-0.00010609634411236887
2021-02-24,14:55:00.000000000,153.85,278.27,45.24,43.465,52.86,465.55,102.6413,102.0615,1.0222599323659347,-1.6920820871658435,-0.6036813459950925,,,,,,,0.09642561483056539,127.01764416109856,-1.1234240963759898,0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.79332274574443,62.73396622464022,178.19049387470534,0.0,0.0005564442440854914,-0.0007471837580364123,0.00014408714118279716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011725040725940605,0.0,27.0,10.0,0.0,0.0,0.0,0.0,0.9051924824865195,0.0951616515454378,1.0003541340319573,0.0001303786378130574
2021-02-24,14:56:00.000000000,153.73,278.83,45.29,43.36,52.89,466.0511,102.6595,102.108,1.0213690632398609,-1.6304523092957197,-0.5891306664487266,,,,0.39275500227131394,28.260143101515826,1.6523817078270333,0.09696136513582396,126.6942625591782,-1.1410955129931104,0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.835090951152864,62.74170540665823,178.1194775113526,0.0,-0.0002857947165448054,-0.0014706677025906497,-0.0009483313782502004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,9.0,0.0,0.0,0.0,0.0,0.9043340600520213,0.0951616515454378,0.9994957115974591,-0.0008581185455177635
2021-02-24,14:57:00.000000000,153.75,279.56,45.2247,43.3275,52.905,466.74,102.6265,102.0,1.020352081640008,-1.4494123272808253,-0.5511426417821416,0.023534460240838405,41.92052602719109,1.3512393205544395,,,,0.09745152936265528,126.50645045137608,-1.1505421218607685,0,0.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.86626959155571,62.663324677282844,178.20333118055353,0.0,0.000018463832122417273,0.0008322896275478147,-0.00024620367078106016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009483313782502334,0.0,25.0,8.0,0.0,0.0,0.0,0.0,0.9041114096868241,0.0951616515454378,0.9992730612322619,-0.00022276270184425545
2021-02-24,14:58:00.000000000,153.69,279.91,45.145,43.32,52.87,465.93,102.429,101.7554,1.018454788068225,-1.2042743417974577,-0.5002906978632097,,,,,,,0.09792157480184509,126.28077199721554,-1.1622548222874276,0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.81224694860853,62.580606047427,178.17394595345806,0.0,0.0002501689413678466,0.0012237041449532134,-0.0005084909036448948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011943015663649081,0.0,24.0,7.0,0.0,0.0,0.0,0.0,0.9036516772591168,0.0951616515454378,0.9988133288045545,-0.0004600668681495698
2021-02-24,14:59:00.000000000,153.69,279.75,45.16,43.36,52.9,466.22,102.434,102.025,1.0171268296133238,-1.3383647912993695,-0.5239097002240409,,,,0.39177572592742377,28.1726045237869,1.6191977554095456,0.09840673268189665,126.1607165322394,-1.1675776034455192,0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.84905752447851,62.61170540665822,178.1599506287017,0.0,-0.00036340083979019886,0.000017567091478901893,0.00007854866030761389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017021851785271602,0.0,23.0,6.0,0.0,0.0,0.0,0.0,0.9037226578877502,0.0951616515454378,0.998884309433188,0.00007106495937371565
2021-02-24,15:00:00.000000000,153.62,281.2,45.21,43.455,53.06,467.46,102.6095,102.0635,1.015291662487021,-1.0147205942440678,-0.4569213680950752,,,,,,,0.09874903914707073,125.85177019184371,-1.1842802079640684,0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,64.03817860750874,62.69994138483241,178.21678325930623,0.0,-0.002049817523455237,-0.00018788853856345153,-0.0011048085156620414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016237702225848638,0.0,22.0,5.0,0.0,0.0,0.0,0.0,0.902724217399519,0.0951616515454378,0.9978858689449568,-0.0009995556830777804
2021-02-24,15:01:00.000000000,153.69,280.76,45.12,43.42,52.93,467.13,102.3075,101.747,1.0140744910925374,-0.8715372451923997,-0.4254016884113271,0.023584918342170247,41.91277709482201,1.3361615550677388,,,,0.09914817655301641,125.85315795097512,-1.182263605245067,0,0.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.023484744379216917,0.4024839807808631,0.08747077972726257,0.0,63.9004286418636,62.595854445505076,178.24829611622624,0.0,0.0019090179797919616,0.0012107357518365976,0.0006087369612216609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0027267847830776404,0.0,21.0,4.0,0.0,0.0,0.0,0.0,0.9032737389964401,0.0951616515454378,0.9984353905418779,0.0005506858189124556
