,number,value,datetime_start,datetime_complete,duration,params_AAPL_XEL_beta_win,params_AAPL_XEL_stop_loss,params_AAPL_XEL_trade_freq,params_AAPL_XEL_z_entry,params_AAPL_XEL_z_exit,params_AAPL_XEL_z_stop_scaler,params_AAPL_XEL_z_win,params_ADI_AMZN_beta_win,params_ADI_AMZN_stop_loss,params_ADI_AMZN_trade_freq,params_ADI_AMZN_z_entry,params_ADI_AMZN_z_exit,params_ADI_AMZN_z_stop_scaler,params_ADI_AMZN_z_win,params_AMGN_JD_beta_win,params_AMGN_JD_stop_loss,params_AMGN_JD_trade_freq,params_AMGN_JD_z_entry,params_AMGN_JD_z_exit,params_AMGN_JD_z_stop_scaler,params_AMGN_JD_z_win,params_ANSS_GOOGL_beta_win,params_ANSS_GOOGL_stop_loss,params_ANSS_GOOGL_trade_freq,params_ANSS_GOOGL_z_entry,params_ANSS_GOOGL_z_exit,params_ANSS_GOOGL_z_stop_scaler,params_ANSS_GOOGL_z_win,params_ATVI_MCHP_beta_win,params_ATVI_MCHP_stop_loss,params_ATVI_MCHP_trade_freq,params_ATVI_MCHP_z_entry,params_ATVI_MCHP_z_exit,params_ATVI_MCHP_z_stop_scaler,params_ATVI_MCHP_z_win,params_BIIB_CMCSA_beta_win,params_BIIB_CMCSA_stop_loss,params_BIIB_CMCSA_trade_freq,params_BIIB_CMCSA_z_entry,params_BIIB_CMCSA_z_exit,params_BIIB_CMCSA_z_stop_scaler,params_BIIB_CMCSA_z_win,params_BIIB_MELI_beta_win,params_BIIB_MELI_stop_loss,params_BIIB_MELI_trade_freq,params_BIIB_MELI_z_entry,params_BIIB_MELI_z_exit,params_BIIB_MELI_z_stop_scaler,params_BIIB_MELI_z_win,params_BIIB_MTCH_beta_win,params_BIIB_MTCH_stop_loss,params_BIIB_MTCH_trade_freq,params_BIIB_MTCH_z_entry,params_BIIB_MTCH_z_exit,params_BIIB_MTCH_z_stop_scaler,params_BIIB_MTCH_z_win,params_CHTR_MTCH_beta_win,params_CHTR_MTCH_stop_loss,params_CHTR_MTCH_trade_freq,params_CHTR_MTCH_z_entry,params_CHTR_MTCH_z_exit,params_CHTR_MTCH_z_stop_scaler,params_CHTR_MTCH_z_win,params_COST_PANW_beta_win,params_COST_PANW_stop_loss,params_COST_PANW_trade_freq,params_COST_PANW_z_entry,params_COST_PANW_z_exit,params_COST_PANW_z_stop_scaler,params_COST_PANW_z_win,params_CPRT_WDAY_beta_win,params_CPRT_WDAY_stop_loss,params_CPRT_WDAY_trade_freq,params_CPRT_WDAY_z_entry,params_CPRT_WDAY_z_exit,params_CPRT_WDAY_z_stop_scaler,params_CPRT_WDAY_z_win,params_FISV_INTC_beta_win,params_FISV_INTC_stop_loss,params_FISV_INTC_trade_freq,params_FISV_INTC_z_entry,params_FISV_INTC_z_exit,params_FISV_INTC_z_stop_scaler,params_FISV_INTC_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_MCHP_NXPI_beta_win,params_MCHP_NXPI_stop_loss,params_MCHP_NXPI_trade_freq,params_MCHP_NXPI_z_entry,params_MCHP_NXPI_z_exit,params_MCHP_NXPI_z_stop_scaler,params_MCHP_NXPI_z_win,params_MSFT_ODFL_beta_win,params_MSFT_ODFL_stop_loss,params_MSFT_ODFL_trade_freq,params_MSFT_ODFL_z_entry,params_MSFT_ODFL_z_exit,params_MSFT_ODFL_z_stop_scaler,params_MSFT_ODFL_z_win,params_MTCH_OKTA_beta_win,params_MTCH_OKTA_stop_loss,params_MTCH_OKTA_trade_freq,params_MTCH_OKTA_z_entry,params_MTCH_OKTA_z_exit,params_MTCH_OKTA_z_stop_scaler,params_MTCH_OKTA_z_win,params_MTCH_SWKS_beta_win,params_MTCH_SWKS_stop_loss,params_MTCH_SWKS_trade_freq,params_MTCH_SWKS_z_entry,params_MTCH_SWKS_z_exit,params_MTCH_SWKS_z_stop_scaler,params_MTCH_SWKS_z_win,params_MTCH_ZM_beta_win,params_MTCH_ZM_stop_loss,params_MTCH_ZM_trade_freq,params_MTCH_ZM_z_entry,params_MTCH_ZM_z_exit,params_MTCH_ZM_z_stop_scaler,params_MTCH_ZM_z_win,params_PEP_XEL_beta_win,params_PEP_XEL_stop_loss,params_PEP_XEL_trade_freq,params_PEP_XEL_z_entry,params_PEP_XEL_z_exit,params_PEP_XEL_z_stop_scaler,params_PEP_XEL_z_win,params_buffer_capital,params_pairs_to_trade,state
80,80,2.1798506020262995,2025-06-21 19:12:09.226031,2025-06-21 19:12:12.289097,0 days 00:00:03.063066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5048.0,0.02,2m,1.4,0.0,1.5,416.0,,,,,,,,,,,,,,,4800.0,0.015,5m,1.8,0.0,1.5,696.0,1472.0,0.02,3m,2.6,0.8,2.0,944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3368.0,0.01,2m,2.4000000000000004,0.8,2.0,984.0,6808.0,0.02,3m,1.8,0.6000000000000001,0.5,88.0,3896.0,0.015,4m,1.6,0.8,0.5,704.0,,,,,,,,,,,,,,,5440,0.01,5m,2.6,0.8,2.0,120,,,,,,,,0.35000000000000003,7,COMPLETE
81,81,2.7892970761361373,2025-06-21 19:12:12.345420,2025-06-21 19:12:15.557496,0 days 00:00:03.212076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4992.0,0.02,2m,1.4,0.0,1.5,400.0,,,,,,,,,,,,,,,4872.0,0.015,5m,1.8,0.0,1.5,616.0,1440.0,0.02,3m,2.6,0.8,2.0,936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2896.0,0.01,2m,2.4000000000000004,0.6000000000000001,2.0,928.0,6896.0,0.02,3m,1.8,0.6000000000000001,0.5,88.0,4016.0,0.015,4m,1.4,0.8,0.5,712.0,,,,,,,,,,,,,,,5440,0.01,5m,2.6,0.6000000000000001,2.0,120,,,,,,,,0.35000000000000003,7,COMPLETE
82,82,1.6408457756155823,2025-06-21 19:12:15.610279,2025-06-21 19:12:18.869850,0 days 00:00:03.259571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4936.0,0.02,2m,1.4,0.0,1.5,408.0,,,,,,,,,,,,,,,4824.0,0.015,5m,2.2,0.0,1.5,744.0,2104.0,0.02,3m,2.6,0.8,2.0,944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3152.0,0.01,2m,2.4000000000000004,0.4,2.0,1000.0,7024.0,0.02,3m,2.2,0.6000000000000001,0.5,64.0,3952.0,0.015,4m,1.6,0.8,0.5,728.0,,,,,,,,,,,,,,,5800,0.01,5m,2.6,0.6000000000000001,2.0,112,,,,,,,,0.35000000000000003,7,COMPLETE
83,83,1.277847326525076,2025-06-21 19:12:18.943604,2025-06-21 19:12:22.816507,0 days 00:00:03.872903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1496.0,0.02,2m,1.4,0.0,1.5,376.0,,,,,,,,,,,,,,,6256.0,0.015,5m,1.8,0.0,1.5,696.0,1264.0,0.02,3m,2.6,0.8,2.0,848.0,,,,,,,,5512.0,0.01,4m,1.6,0.6000000000000001,1.0,952.0,,,,,,,,,,,,,,,3832.0,0.01,2m,2.4000000000000004,0.6000000000000001,2.0,984.0,7224.0,0.02,3m,1.8,0.6000000000000001,0.5,128.0,4304.0,0.015,4m,1.6,0.8,0.5,800.0,,,,,,,,5296.0,0.015,5m,2.4000000000000004,0.0,1.0,608.0,5464,0.01,5m,2.8,0.4,2.0,104,,,,,,,,0.35000000000000003,9,COMPLETE
84,84,0.6410202183377792,2025-06-21 19:12:22.883179,2025-06-21 19:12:25.576745,0 days 00:00:02.693566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5176.0,0.02,2m,1.6,0.0,1.5,304.0,,,,,,,,,,,,,,,4528.0,0.015,5m,2.0,0.0,1.5,656.0,1360.0,0.02,3m,2.8,0.6000000000000001,2.0,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4064.0,0.01,2m,2.4000000000000004,0.6000000000000001,2.0,928.0,,,,,,,,3688.0,0.015,4m,1.2,0.8,0.5,696.0,,,,,,,,,,,,,,,4960,0.01,5m,2.6,1.0,2.0,136,,,,,,,,0.4,6,COMPLETE
85,85,0.40307674128601184,2025-06-21 19:12:25.643163,2025-06-21 19:12:28.502878,0 days 00:00:02.859715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4688.0,0.02,1m,1.4,0.0,1.5,344.0,,,,,,,,,,,,,,,3712.0,0.015,5m,2.0,0.6000000000000001,1.5,616.0,1624.0,0.02,3m,2.8,0.8,2.0,968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2504.0,0.01,2m,2.6,0.6000000000000001,2.0,896.0,6816.0,0.02,3m,1.8,0.6000000000000001,0.5,160.0,3336.0,0.02,4m,1.4,0.6000000000000001,0.5,768.0,,,,,,,,,,,,,,,4472,0.01,5m,2.8,0.8,2.0,160,,,,,,,,0.3,7,COMPLETE
86,86,2.2914545555020944,2025-06-21 19:12:28.576335,2025-06-21 19:12:32.200804,0 days 00:00:03.624469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5232.0,0.02,2m,1.2,0.2,1.5,480.0,,,,,,,,,,,,,,,4992.0,0.015,5m,1.8,0.0,1.5,624.0,1648.0,0.02,3m,2.6,0.8,2.0,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3160.0,0.01,2m,2.2,0.8,2.0,936.0,7728.0,0.02,3m,2.0,0.8,0.5,208.0,4768.0,0.015,4m,1.8,0.8,0.5,664.0,,,,,,,,6192.0,0.02,2m,2.2,0.8,1.0,928.0,3664,0.01,5m,2.6,1.0,2.0,184,,,,,,,,0.35000000000000003,8,COMPLETE
87,87,-0.49271018319525595,2025-06-21 19:12:32.280036,2025-06-21 19:12:36.083432,0 days 00:00:03.803396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4472.0,0.02,2m,1.2,0.2,2.0,432.0,,,,,,,,,,,,,,,4960.0,0.015,5m,1.8,0.0,1.5,672.0,1560.0,0.02,3m,2.6,0.8,2.0,656.0,,,,,,,,4592.0,0.02,1m,1.4,0.4,2.0,664.0,,,,,,,,,,,,,,,2976.0,0.01,2m,2.2,0.8,2.0,944.0,7640.0,0.02,2m,2.2,0.8,0.5,224.0,5216.0,0.015,4m,1.8,0.8,0.5,696.0,,,,,,,,6528.0,0.02,2m,2.2,0.8,1.0,880.0,3608,0.01,5m,2.8,0.2,2.0,192,,,,,,,,0.35000000000000003,9,COMPLETE
88,88,1.3702090501452173,2025-06-21 19:12:36.171781,2025-06-21 19:12:39.685612,0 days 00:00:03.513831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5160.0,0.01,3m,1.2,0.2,1.5,480.0,,,,,,,,,,,,,,,4688.0,0.015,5m,2.0,0.0,1.0,736.0,1464.0,0.02,3m,2.4000000000000004,0.8,2.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3136.0,0.01,2m,2.2,0.8,2.0,1000.0,7896.0,0.02,5m,2.0,1.0,1.0,96.0,4744.0,0.015,4m,1.6,0.8,0.5,664.0,,,,,,,,6064.0,0.02,2m,2.8,0.8,2.0,728.0,2848,0.01,5m,2.6,0.6000000000000001,2.0,96,,,,,,,,0.3,8,COMPLETE
89,89,1.2460567038184966,2025-06-21 19:12:39.745346,2025-06-21 19:12:43.101339,0 days 00:00:03.355993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5672.0,0.02,2m,1.2,0.4,1.5,400.0,,,,,,,,,,,,,,,4328.0,0.015,5m,1.8,0.0,1.5,776.0,1168.0,0.02,4m,2.6,0.6000000000000001,1.5,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3296.0,0.01,2m,2.8,0.6000000000000001,2.0,872.0,8016.0,0.02,3m,2.0,0.8,0.5,256.0,5472.0,0.015,4m,1.8,0.6000000000000001,0.5,568.0,,,,,,,,6888.0,0.02,2m,2.4000000000000004,0.8,1.0,680.0,3208,0.01,5m,2.6,1.0,2.0,176,,,,,,,,0.35000000000000003,8,COMPLETE
90,90,1.921369168931787,2025-06-21 19:12:43.194428,2025-06-21 19:12:47.432241,0 days 00:00:04.237813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5960.0,0.02,2m,1.0,0.2,1.5,536.0,,,,,,,,,,,,,,,4064.0,0.015,5m,2.4000000000000004,0.0,1.5,840.0,1792.0,0.02,3m,2.4000000000000004,0.8,2.0,640.0,,,,,,,,6232.0,0.02,4m,1.8,0.8,1.0,712.0,,,,,,,,,,,,,,,2256.0,0.01,2m,2.4000000000000004,0.8,0.5,1024.0,7648.0,0.02,3m,2.4000000000000004,0.8,0.5,88.0,5032.0,0.015,4m,1.6,0.8,0.5,632.0,,,,,,,,7344.0,0.02,2m,2.2,0.0,1.5,928.0,6152,0.015,5m,3.0,1.0,2.0,88,5408.0,0.02,4m,1.2,0.4,1.5,256.0,0.25,10,COMPLETE
91,91,1.486674637623745,2025-06-21 19:12:47.507695,2025-06-21 19:12:50.172554,0 days 00:00:02.664859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5432.0,0.02,2m,1.4,0.0,1.5,456.0,,,,,,,,,,,,,,,5424.0,0.015,5m,1.6,0.0,1.5,616.0,2392.0,0.02,3m,2.8,0.8,2.0,928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3472.0,0.01,2m,2.4000000000000004,0.8,2.0,968.0,,,,,,,,4536.0,0.015,4m,1.4,0.8,0.5,744.0,,,,,,,,,,,,,,,5688,0.01,5m,2.6,1.0,2.0,272,,,,,,,,0.4,6,COMPLETE
92,92,1.0081799413727297,2025-06-21 19:12:50.255230,2025-06-21 19:12:53.199368,0 days 00:00:02.944138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4920.0,0.02,2m,1.6,0.6000000000000001,1.5,496.0,,,,,,,,,,,,,,,5040.0,0.015,5m,2.0,0.0,1.5,632.0,2688.0,0.02,3m,2.8,0.8,2.0,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2584.0,0.01,2m,2.6,0.8,2.0,904.0,7360.0,0.02,3m,1.6,0.6000000000000001,0.5,200.0,3968.0,0.015,4m,1.6,0.8,0.5,712.0,,,,,,,,,,,,,,,3704,0.01,5m,2.4000000000000004,1.0,0.5,136,,,,,,,,0.4,7,COMPLETE
93,93,0.40809383801864946,2025-06-21 19:12:53.270284,2025-06-21 19:12:55.486365,0 days 00:00:02.216081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5904.0,0.015,5m,1.6,0.0,1.5,664.0,3288.0,0.02,3m,2.6,0.8,2.0,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4728.0,0.01,3m,2.4000000000000004,1.0,2.0,864.0,,,,,,,,4296.0,0.015,5m,1.8,0.8,0.5,824.0,,,,,,,,,,,,,,,3952,0.01,4m,2.6,1.0,2.0,248,,,,,,,,0.35000000000000003,5,COMPLETE
94,94,-0.4602990197696304,2025-06-21 19:12:55.583268,2025-06-21 19:12:58.890937,0 days 00:00:03.307669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4328.0,0.02,2m,1.4,0.0,1.5,384.0,,,,,,,,,,,,,,,5632.0,0.015,2m,1.8,0.0,1.5,704.0,2184.0,0.01,3m,3.0,0.8,2.0,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880.0,0.01,2m,2.2,0.2,2.0,928.0,6712.0,0.02,3m,1.8,0.6000000000000001,0.5,160.0,3832.0,0.02,4m,2.0,0.8,1.5,680.0,,,,,,,,6304.0,0.02,2m,2.6,1.0,0.5,752.0,5072,0.01,5m,2.4000000000000004,1.0,2.0,208,,,,,,,,0.45,8,COMPLETE
95,95,0.8526642836587961,2025-06-21 19:12:58.967897,2025-06-21 19:13:01.638338,0 days 00:00:02.670441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6176.0,0.02,2m,1.2,0.8,1.5,432.0,,,,,,,,,,,,,,,6736.0,0.015,3m,2.8,0.2,1.5,592.0,2840.0,0.02,1m,2.6,0.4,2.0,912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.0,0.01,2m,2.6,0.4,2.0,840.0,,,,,,,,4632.0,0.01,4m,1.4,0.8,0.5,592.0,,,,,,,,,,,,,,,4224,0.01,5m,2.8,1.0,2.0,288,,,,,,,,0.4,6,COMPLETE
96,96,-0.05681974742502168,2025-06-21 19:13:01.703393,2025-06-21 19:13:03.303971,0 days 00:00:01.600578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5272.0,0.015,4m,2.2,1.0,1.5,536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3952.0,0.01,4m,2.2,0.8,0.5,952.0,,,,,,,,3560.0,0.02,3m,1.8,0.4,1.5,784.0,,,,,,,,,,,,,,,4440,0.01,2m,2.2,0.8,2.0,176,,,,,,,,0.3,4,COMPLETE
97,97,1.7762634232464347,2025-06-21 19:13:03.367250,2025-06-21 19:13:10.138241,0 days 00:00:06.770991,2784.0,0.02,5m,1.0,0.4,0.5,592.0,6904.0,0.02,3m,2.6,0.8,1.0,512.0,3928.0,0.015,2m,2.2,0.6000000000000001,1.5,496.0,,,,,,,,5296.0,0.02,2m,1.6,0.0,1.5,456.0,3520.0,0.015,3m,2.2,0.0,2.0,120.0,3056.0,0.01,4m,1.6,0.0,2.0,184.0,4808.0,0.015,5m,1.2,0.0,1.5,984.0,2424.0,0.02,3m,2.4000000000000004,1.0,2.0,768.0,,,,,,,,5888.0,0.02,5m,1.2,0.6000000000000001,1.0,816.0,,,,,,,,6064.0,0.01,2m,2.2,0.4,1.0,888.0,1456.0,0.01,1m,2.4000000000000004,0.6000000000000001,2.0,976.0,6408.0,0.02,3m,2.0,0.6000000000000001,0.5,120.0,4432.0,0.015,1m,1.2,1.0,0.5,752.0,7544.0,0.01,4m,1.4,0.6000000000000001,2.0,208.0,7112.0,0.015,1m,2.0,0.6000000000000001,1.0,504.0,4616,0.01,3m,2.6,1.0,2.0,336,1608.0,0.015,3m,1.8,0.2,1.5,712.0,0.35000000000000003,17,COMPLETE
98,98,-0.9840093722256242,2025-06-21 19:13:10.212107,2025-06-21 19:13:13.701942,0 days 00:00:03.489835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4776.0,0.02,2m,1.4,0.0,2.0,344.0,,,,,,,,,,,,,,,6936.0,0.015,4m,1.6,0.0,1.5,488.0,1960.0,0.015,5m,2.6,0.8,2.0,1008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3680.0,0.01,1m,2.4000000000000004,1.0,2.0,792.0,7232.0,0.02,3m,1.8,0.6000000000000001,0.5,616.0,4064.0,0.015,1m,1.6,0.8,1.5,640.0,,,,,,,,5664.0,0.02,4m,1.8,0.0,0.5,72.0,5304,0.01,5m,2.2,0.8,2.0,256,,,,,,,,0.35000000000000003,8,COMPLETE
99,99,1.468847770164589,2025-06-21 19:13:13.766847,2025-06-21 19:13:17.600529,0 days 00:00:03.833682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5072.0,0.02,5m,2.4000000000000004,0.0,1.5,416.0,,,,,,,,,,,,,,,6096.0,0.015,5m,1.0,0.0,0.5,568.0,3064.0,0.02,4m,2.8,1.0,2.0,936.0,,,,,,,,6824.0,0.02,4m,1.6,0.4,2.0,336.0,,,,,,,,,,,,,,,3432.0,0.01,5m,1.6,1.0,0.5,936.0,6936.0,0.02,3m,1.6,0.8,0.5,192.0,4840.0,0.02,2m,2.2,0.6000000000000001,2.0,976.0,,,,,,,,6704.0,0.015,2m,2.4000000000000004,0.2,0.5,952.0,3312,0.015,2m,2.4000000000000004,1.0,2.0,144,,,,,,,,0.4,9,COMPLETE
100,100,0.8063405749852073,2025-06-21 19:13:17.681808,2025-06-21 19:13:20.216724,0 days 00:00:02.534916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5888.0,0.02,2m,1.4,0.0,1.5,392.0,,,,,,,,,,,,,,,5112.0,0.015,1m,1.4,0.0,1.5,608.0,7088.0,0.02,3m,3.0,0.6000000000000001,2.0,968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5432.0,0.01,1m,2.6,0.8,2.0,832.0,,,,,,,,4240.0,0.015,1m,2.6,1.0,0.5,720.0,,,,,,,,,,,,,,,4744,0.01,4m,2.4000000000000004,0.4,2.0,664,,,,,,,,0.35000000000000003,6,COMPLETE
101,101,0.3029227216743586,2025-06-21 19:13:20.289778,2025-06-21 19:13:23.351912,0 days 00:00:03.062134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4112.0,0.02,2m,1.4,0.0,1.5,800.0,,,,,,,,,,,,,,,5200.0,0.015,1m,1.4,0.0,2.0,520.0,3312.0,0.02,2m,2.0,1.0,2.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2816.0,0.01,1m,2.0,1.0,2.0,704.0,7048.0,0.02,3m,1.4,0.2,0.5,88.0,3192.0,0.015,1m,3.0,1.0,1.5,592.0,,,,,,,,,,,,,,,5264,0.01,1m,1.6,0.6000000000000001,2.0,840,,,,,,,,0.2,7,COMPLETE
102,102,1.002979230200653,2025-06-21 19:13:23.435851,2025-06-21 19:13:30.020524,0 days 00:00:06.584673,5088.0,0.015,1m,1.4,1.0,2.0,736.0,,,,,,,,6024.0,0.01,3m,2.8,0.2,1.0,352.0,,,,,,,,5552.0,0.02,2m,1.2,0.0,0.5,568.0,7304.0,0.02,4m,1.2,0.4,1.5,384.0,6296.0,0.01,2m,1.2,0.8,1.5,952.0,5384.0,0.015,1m,1.6,0.0,2.0,576.0,4776.0,0.02,2m,1.8,1.0,2.0,992.0,,,,,,,,7488.0,0.015,2m,1.2,0.0,1.5,448.0,,,,,,,,3672.0,0.015,3m,2.8,0.2,0.5,600.0,3208.0,0.01,1m,2.0,1.0,1.5,888.0,6464.0,0.02,3m,1.4,0.4,0.5,128.0,3736.0,0.015,1m,2.8,1.0,1.5,656.0,6776.0,0.015,4m,2.0,1.0,1.5,776.0,7664.0,0.01,4m,2.0,0.0,0.5,112.0,6032,0.01,1m,1.6,0.8,2.0,888,3528.0,0.01,5m,2.4000000000000004,0.0,2.0,968.0,0.4,16,COMPLETE
103,103,0.8403637653480833,2025-06-21 19:13:30.116677,2025-06-21 19:13:37.456274,0 days 00:00:07.339597,5440.0,0.015,4m,1.2,0.6000000000000001,1.5,808.0,4656.0,0.015,1m,3.0,1.0,1.5,256.0,7592.0,0.01,5m,2.4000000000000004,0.4,0.5,704.0,3592.0,0.02,5m,1.4,0.8,1.5,280.0,4672.0,0.02,2m,1.6,0.0,0.5,504.0,7880.0,0.02,5m,1.6,0.6000000000000001,2.0,872.0,7096.0,0.015,3m,1.4,0.8,1.5,592.0,4512.0,0.015,1m,1.2,0.0,1.5,632.0,4424.0,0.02,2m,2.2,1.0,2.0,728.0,,,,,,,,7992.0,0.015,2m,1.4,0.4,1.5,1008.0,,,,,,,,7840.0,0.015,4m,2.2,0.0,1.0,488.0,2784.0,0.01,1m,1.8,1.0,2.0,768.0,6712.0,0.02,3m,1.6,0.2,0.5,104.0,4528.0,0.015,1m,2.4000000000000004,1.0,0.5,552.0,6288.0,0.02,4m,2.2,0.8,1.0,416.0,7928.0,0.015,4m,2.2,0.0,0.5,288.0,5168,0.01,1m,1.6,0.6000000000000001,2.0,752,1240.0,0.01,1m,2.6,0.2,2.0,1024.0,0.1,18,COMPLETE
104,104,-0.8703232003388859,2025-06-21 19:13:37.531641,2025-06-21 19:13:44.392342,0 days 00:00:06.860701,4160.0,0.01,1m,1.0,0.8,0.5,704.0,6016.0,0.01,5m,2.0,0.2,0.5,760.0,6680.0,0.015,5m,2.6,0.0,1.0,968.0,,,,,,,,5736.0,0.02,2m,1.4,0.0,1.5,168.0,6792.0,0.015,2m,1.0,0.6000000000000001,1.5,680.0,7432.0,0.015,1m,1.2,0.8,0.5,648.0,5560.0,0.015,1m,1.4,0.0,2.0,688.0,3464.0,0.02,2m,2.0,1.0,2.0,1024.0,,,,,,,,4232.0,0.015,2m,2.6,0.0,1.5,160.0,,,,,,,,7728.0,0.01,4m,3.0,0.0,0.5,288.0,2432.0,0.01,1m,2.2,1.0,0.5,736.0,7408.0,0.015,3m,1.2,1.0,0.5,80.0,4064.0,0.015,1m,3.0,1.0,1.0,608.0,8152.0,0.02,5m,2.8,0.4,1.5,616.0,7456.0,0.01,4m,2.0,0.2,0.5,168.0,5600,0.01,1m,1.4,1.0,2.0,576,3664.0,0.01,4m,3.0,0.8,2.0,848.0,0.35000000000000003,17,COMPLETE
105,105,-1.7329669861610897,2025-06-21 19:13:44.480341,2025-06-21 19:13:50.929140,0 days 00:00:06.448799,3592.0,0.02,3m,2.8,1.0,0.5,936.0,,,,,,,,,,,,,,,,,,,,,,5000.0,0.02,2m,1.4,0.0,0.5,472.0,7504.0,0.02,3m,1.8,0.4,1.5,480.0,6680.0,0.01,5m,1.0,0.6000000000000001,2.0,1024.0,7296.0,0.015,1m,1.4,0.0,1.5,440.0,2816.0,0.02,5m,2.4000000000000004,1.0,2.0,952.0,,,,,,,,6928.0,0.015,1m,1.0,0.2,1.0,248.0,,,,,,,,7080.0,0.02,1m,2.4000000000000004,0.6000000000000001,2.0,368.0,2968.0,0.01,3m,2.0,1.0,2.0,1000.0,4688.0,0.02,2m,1.4,0.0,0.5,160.0,3448.0,0.015,1m,2.8,0.8,1.5,680.0,3664.0,0.015,2m,1.8,1.0,2.0,520.0,8008.0,0.015,4m,2.2,0.6000000000000001,0.5,224.0,4032,0.01,1m,1.8,1.0,2.0,208,2696.0,0.01,1m,2.0,0.4,2.0,776.0,0.25,15,COMPLETE
106,106,-1.6746293281664795,2025-06-21 19:13:51.002665,2025-06-21 19:14:00.029954,0 days 00:00:09.027289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560.0,0.02,1m,1.4,0.4,0.5,528.0,,,,,,,,,,,,,,,7936.0,0.015,1m,1.8,0.0,1.0,552.0,1480.0,0.02,2m,2.6,1.0,2.0,880.0,,,,,,,,6648.0,0.015,2m,1.2,0.4,0.5,88.0,,,,,,,,,,,,,,,1952.0,0.01,1m,1.6,1.0,1.5,912.0,2392.0,0.02,3m,1.8,0.2,0.5,128.0,2936.0,0.015,4m,3.0,1.0,1.5,512.0,,,,,,,,7136.0,0.02,3m,1.8,0.2,0.5,368.0,5464,0.01,1m,2.6,0.8,2.0,376,4064.0,0.01,1m,2.8,0.2,2.0,648.0,0.15000000000000002,10,COMPLETE
