,number,value,datetime_start,datetime_complete,duration,params_ADP_PCAR_beta_win,params_ADP_PCAR_stop_loss,params_ADP_PCAR_trade_freq,params_ADP_PCAR_z_entry,params_ADP_PCAR_z_exit,params_ADP_PCAR_z_stop_scaler,params_ADP_PCAR_z_win,params_AMD_PCAR_beta_win,params_AMD_PCAR_stop_loss,params_AMD_PCAR_trade_freq,params_AMD_PCAR_z_entry,params_AMD_PCAR_z_exit,params_AMD_PCAR_z_stop_scaler,params_AMD_PCAR_z_win,params_CERN_TMUS_beta_win,params_CERN_TMUS_stop_loss,params_CERN_TMUS_trade_freq,params_CERN_TMUS_z_entry,params_CERN_TMUS_z_exit,params_CERN_TMUS_z_stop_scaler,params_CERN_TMUS_z_win,params_CMCSA_MAR_beta_win,params_CMCSA_MAR_stop_loss,params_CMCSA_MAR_trade_freq,params_CMCSA_MAR_z_entry,params_CMCSA_MAR_z_exit,params_CMCSA_MAR_z_stop_scaler,params_CMCSA_MAR_z_win,params_CMCSA_MU_beta_win,params_CMCSA_MU_stop_loss,params_CMCSA_MU_trade_freq,params_CMCSA_MU_z_entry,params_CMCSA_MU_z_exit,params_CMCSA_MU_z_stop_scaler,params_CMCSA_MU_z_win,params_CMCSA_PDD_beta_win,params_CMCSA_PDD_stop_loss,params_CMCSA_PDD_trade_freq,params_CMCSA_PDD_z_entry,params_CMCSA_PDD_z_exit,params_CMCSA_PDD_z_stop_scaler,params_CMCSA_PDD_z_win,params_CMCSA_PEP_beta_win,params_CMCSA_PEP_stop_loss,params_CMCSA_PEP_trade_freq,params_CMCSA_PEP_z_entry,params_CMCSA_PEP_z_exit,params_CMCSA_PEP_z_stop_scaler,params_CMCSA_PEP_z_win,params_COST_MAR_beta_win,params_COST_MAR_stop_loss,params_COST_MAR_trade_freq,params_COST_MAR_z_entry,params_COST_MAR_z_exit,params_COST_MAR_z_stop_scaler,params_COST_MAR_z_win,params_DXCM_XLNX_beta_win,params_DXCM_XLNX_stop_loss,params_DXCM_XLNX_trade_freq,params_DXCM_XLNX_z_entry,params_DXCM_XLNX_z_exit,params_DXCM_XLNX_z_stop_scaler,params_DXCM_XLNX_z_win,params_GILD_MAR_beta_win,params_GILD_MAR_stop_loss,params_GILD_MAR_trade_freq,params_GILD_MAR_z_entry,params_GILD_MAR_z_exit,params_GILD_MAR_z_stop_scaler,params_GILD_MAR_z_win,params_GILD_MU_beta_win,params_GILD_MU_stop_loss,params_GILD_MU_trade_freq,params_GILD_MU_z_entry,params_GILD_MU_z_exit,params_GILD_MU_z_stop_scaler,params_GILD_MU_z_win,params_LULU_PCAR_beta_win,params_LULU_PCAR_stop_loss,params_LULU_PCAR_trade_freq,params_LULU_PCAR_z_entry,params_LULU_PCAR_z_exit,params_LULU_PCAR_z_stop_scaler,params_LULU_PCAR_z_win,params_LULU_PDD_beta_win,params_LULU_PDD_stop_loss,params_LULU_PDD_trade_freq,params_LULU_PDD_z_entry,params_LULU_PDD_z_exit,params_LULU_PDD_z_stop_scaler,params_LULU_PDD_z_win,params_MAR_MU_beta_win,params_MAR_MU_stop_loss,params_MAR_MU_trade_freq,params_MAR_MU_z_entry,params_MAR_MU_z_exit,params_MAR_MU_z_stop_scaler,params_MAR_MU_z_win,params_MRNA_PDD_beta_win,params_MRNA_PDD_stop_loss,params_MRNA_PDD_trade_freq,params_MRNA_PDD_z_entry,params_MRNA_PDD_z_exit,params_MRNA_PDD_z_stop_scaler,params_MRNA_PDD_z_win,params_PAYX_PCAR_beta_win,params_PAYX_PCAR_stop_loss,params_PAYX_PCAR_trade_freq,params_PAYX_PCAR_z_entry,params_PAYX_PCAR_z_exit,params_PAYX_PCAR_z_stop_scaler,params_PAYX_PCAR_z_win,params_PDD_ADP_beta_win,params_PDD_ADP_stop_loss,params_PDD_ADP_trade_freq,params_PDD_ADP_z_entry,params_PDD_ADP_z_exit,params_PDD_ADP_z_stop_scaler,params_PDD_ADP_z_win,params_PDD_CHKP_beta_win,params_PDD_CHKP_stop_loss,params_PDD_CHKP_trade_freq,params_PDD_CHKP_z_entry,params_PDD_CHKP_z_exit,params_PDD_CHKP_z_stop_scaler,params_PDD_CHKP_z_win,params_TEAM_ASML_beta_win,params_TEAM_ASML_stop_loss,params_TEAM_ASML_trade_freq,params_TEAM_ASML_z_entry,params_TEAM_ASML_z_exit,params_TEAM_ASML_z_stop_scaler,params_TEAM_ASML_z_win,params_TSLA_ANSS_beta_win,params_TSLA_ANSS_stop_loss,params_TSLA_ANSS_trade_freq,params_TSLA_ANSS_z_entry,params_TSLA_ANSS_z_exit,params_TSLA_ANSS_z_stop_scaler,params_TSLA_ANSS_z_win,params_buffer_capital,params_pairs_to_trade,state
116,116,0.6067541018675782,2025-06-21 19:11:43.178978,2025-06-21 19:11:47.642634,0 days 00:00:04.463656,,,,,,,,7912.0,0.015,5m,2.6,0.8,1.5,768.0,,,,,,,,3944.0,0.02,2m,3.0,1.0,1.0,376.0,7304.0,0.02,4m,1.2,0.4,1.5,80.0,5600.0,0.02,4m,1.0,1.0,0.5,96.0,,,,,,,,,,,,,,,,,,,,,,2104,0.01,4m,1.8,0.6000000000000001,0.5,680,3504.0,0.015,2m,2.8,0.0,1.0,864.0,5120.0,0.01,5m,2.6,0.0,1.5,624.0,,,,,,,,,,,,,,,4880.0,0.02,1m,2.4000000000000004,0.8,0.5,144.0,,,,,,,,5568.0,0.015,3m,1.6,0.4,1.0,848.0,,,,,,,,,,,,,,,2608.0,0.01,4m,2.0,0.6000000000000001,0.5,184.0,0.25,10,COMPLETE
117,117,1.991360885793495,2025-06-21 19:11:47.706324,2025-06-21 19:11:51.357365,0 days 00:00:03.651041,,,,,,,,7680.0,0.015,5m,2.8,0.6000000000000001,1.5,672.0,,,,,,,,4672.0,0.02,2m,3.0,1.0,1.0,456.0,8168.0,0.02,5m,1.0,0.4,1.5,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880,0.01,4m,1.6,0.4,0.5,616,4888.0,0.015,2m,1.4,0.0,1.5,976.0,6064.0,0.01,5m,2.8,0.0,1.5,736.0,,,,,,,,,,,,,,,4704.0,0.02,1m,2.2,0.8,0.5,104.0,,,,,,,,4984.0,0.015,3m,2.2,0.2,1.0,872.0,,,,,,,,,,,,,,,1712.0,0.01,2m,1.8,0.6000000000000001,0.5,136.0,0.35000000000000003,9,COMPLETE
118,118,3.691098790605817,2025-06-21 19:11:51.435711,2025-06-21 19:11:55.484449,0 days 00:00:04.048738,,,,,,,,7576.0,0.015,5m,2.8,0.6000000000000001,1.5,712.0,,,,,,,,4456.0,0.02,2m,3.0,0.2,1.0,472.0,8040.0,0.02,5m,1.4,0.4,1.5,144.0,3488.0,0.015,5m,2.4000000000000004,0.8,1.0,536.0,,,,,,,,,,,,,,,5000.0,0.02,1m,2.8,0.4,1.5,688.0,1888,0.01,4m,1.4,0.4,0.5,632,4920.0,0.015,3m,1.4,0.0,1.5,976.0,6128.0,0.01,5m,2.8,0.0,1.5,848.0,,,,,,,,,,,,,,,4024.0,0.02,1m,2.2,0.8,0.5,112.0,,,,,,,,4896.0,0.015,4m,2.2,0.2,1.0,888.0,,,,,,,,,,,,,,,1200.0,0.015,2m,1.8,0.6000000000000001,0.5,88.0,0.2,11,COMPLETE
119,119,1.1141222444530812,2025-06-21 19:11:55.532416,2025-06-21 19:11:59.689849,0 days 00:00:04.157433,,,,,,,,7568.0,0.015,5m,2.8,0.6000000000000001,1.5,720.0,,,,,,,,4280.0,0.02,2m,3.0,0.2,1.0,512.0,8184.0,0.02,5m,1.4,0.4,1.5,152.0,3552.0,0.015,5m,2.4000000000000004,0.8,1.0,560.0,,,,,,,,,,,,,,,4904.0,0.02,1m,2.8,0.4,1.5,712.0,1968,0.01,4m,1.4,0.4,0.5,624,5496.0,0.015,3m,1.4,0.0,1.5,968.0,6200.0,0.01,5m,2.8,0.0,1.5,840.0,,,,,,,,,,,,,,,4152.0,0.02,1m,2.2,0.8,0.5,64.0,,,,,,,,4944.0,0.015,1m,2.2,0.4,1.0,880.0,,,,,,,,,,,,,,,1136.0,0.015,2m,1.8,0.4,0.5,72.0,0.2,11,COMPLETE
120,120,2.114897970543413,2025-06-21 19:11:59.740538,2025-06-21 19:12:04.504362,0 days 00:00:04.763824,,,,,,,,7976.0,0.015,5m,2.6,0.6000000000000001,1.5,776.0,,,,,,,,4744.0,0.02,2m,3.0,0.0,1.0,480.0,8048.0,0.02,5m,1.4,0.4,1.5,144.0,1720.0,0.015,5m,2.2,0.6000000000000001,1.0,480.0,,,,,,,,,,,,,,,3392.0,0.02,1m,2.8,0.6000000000000001,1.0,648.0,2256,0.01,2m,1.0,0.4,0.5,592,2168.0,0.015,3m,3.0,0.0,1.5,976.0,6080.0,0.01,5m,3.0,0.0,1.5,920.0,,,,,,,,,,,,,,,3984.0,0.02,1m,2.2,0.8,0.5,104.0,2160.0,0.015,3m,2.0,0.2,0.5,464.0,5272.0,0.015,3m,2.4000000000000004,0.2,1.0,872.0,,,,,,,,,,,,,,,1536.0,0.015,2m,1.6,0.6000000000000001,0.5,168.0,0.2,12,COMPLETE
121,121,2.3805359202226195,2025-06-21 19:12:04.583410,2025-06-21 19:12:09.605289,0 days 00:00:05.021879,,,,,,,,7120.0,0.015,5m,2.6,0.6000000000000001,1.5,664.0,3024.0,0.02,5m,2.6,0.4,1.0,240.0,4712.0,0.02,2m,3.0,0.4,1.0,480.0,8096.0,0.02,5m,1.6,0.4,1.5,120.0,1632.0,0.015,5m,2.2,0.6000000000000001,1.0,480.0,,,,,,,,,,,,,,,3376.0,0.02,1m,2.8,0.6000000000000001,1.0,664.0,2344,0.01,2m,1.0,0.4,0.5,592,4888.0,0.015,3m,3.0,0.0,1.5,992.0,6096.0,0.01,5m,3.0,0.0,1.5,912.0,,,,,,,,,,,,,,,4000.0,0.02,1m,2.2,0.8,0.5,104.0,2176.0,0.015,3m,2.0,0.2,0.5,448.0,5392.0,0.015,3m,2.4000000000000004,0.2,1.0,872.0,,,,,,,,,,,,,,,1480.0,0.015,2m,1.6,0.6000000000000001,0.5,88.0,0.2,13,COMPLETE
122,122,0.7917429591719998,2025-06-21 19:12:09.651033,2025-06-21 19:12:15.072422,0 days 00:00:05.421389,,,,,,,,7600.0,0.015,5m,2.6,0.6000000000000001,1.5,656.0,2984.0,0.02,5m,2.6,0.4,1.0,248.0,4488.0,0.02,2m,3.0,0.0,1.0,480.0,8048.0,0.02,5m,1.6,0.4,1.5,120.0,1544.0,0.015,5m,2.2,0.6000000000000001,1.0,456.0,,,,,,,,,,,,,,,3304.0,0.02,1m,2.8,0.6000000000000001,1.0,656.0,2712,0.01,2m,1.0,0.4,0.5,584,2176.0,0.015,3m,3.0,0.0,1.5,1024.0,5792.0,0.01,5m,3.0,0.0,1.5,920.0,,,,,,,,,,,,,,,3560.0,0.02,1m,2.2,0.8,0.5,104.0,2208.0,0.015,3m,2.0,0.2,0.5,456.0,5544.0,0.015,3m,2.4000000000000004,0.2,1.0,936.0,,,,,,,,,,,,,,,1384.0,0.015,2m,1.6,0.6000000000000001,0.5,96.0,0.2,13,COMPLETE
123,123,0.024838651253236133,2025-06-21 19:12:15.147085,2025-06-21 19:12:20.440247,0 days 00:00:05.293162,,,,,,,,7888.0,0.015,5m,2.8,0.6000000000000001,1.5,776.0,4360.0,0.02,5m,2.6,0.4,1.0,248.0,4688.0,0.02,2m,3.0,0.2,1.0,472.0,7808.0,0.02,5m,1.6,0.4,1.5,64.0,2320.0,0.015,5m,2.0,0.6000000000000001,1.0,504.0,,,,,,,,,,,,,,,3840.0,0.02,1m,2.6,0.6000000000000001,1.0,520.0,2976,0.01,2m,1.2,0.4,0.5,616,1824.0,0.015,3m,3.0,0.0,1.5,1008.0,6312.0,0.01,5m,3.0,0.0,1.5,968.0,,,,,,,,,,,,,,,3656.0,0.02,1m,2.0,0.8,0.5,80.0,3448.0,0.015,3m,2.0,0.0,0.5,472.0,5376.0,0.015,3m,2.4000000000000004,0.2,1.0,880.0,,,,,,,,,,,,,,,1528.0,0.015,2m,1.6,0.6000000000000001,0.5,168.0,0.2,13,COMPLETE
124,124,2.400072718245705,2025-06-21 19:12:20.496291,2025-06-21 19:12:25.458396,0 days 00:00:04.962105,,,,,,,,7984.0,0.015,5m,2.6,0.6000000000000001,1.5,608.0,,,,,,,,5040.0,0.02,2m,3.0,0.0,1.0,544.0,8008.0,0.02,5m,1.4,0.4,1.5,144.0,1024.0,0.015,5m,2.4000000000000004,0.8,1.0,504.0,,,,,,,,,,,,,,,5024.0,0.02,1m,3.0,0.4,1.0,624.0,2248,0.01,2m,1.2,0.4,0.5,688,3360.0,0.015,3m,1.6,0.0,1.5,968.0,6160.0,0.01,5m,2.8,0.0,1.5,880.0,,,,,,,,,,,,,,,3280.0,0.02,1m,2.2,0.8,0.5,128.0,1960.0,0.015,3m,1.6,0.2,0.5,296.0,4760.0,0.015,3m,2.4000000000000004,0.2,1.0,872.0,,,,,,,,,,,,,,,1872.0,0.015,2m,1.4,0.6000000000000001,0.5,88.0,0.15000000000000002,12,COMPLETE
125,125,1.9212346879624436,2025-06-21 19:12:25.537897,2025-06-21 19:12:30.300986,0 days 00:00:04.763089,,,,,,,,7976.0,0.015,5m,2.6,0.6000000000000001,1.5,616.0,,,,,,,,5000.0,0.02,2m,3.0,0.0,1.0,576.0,7992.0,0.02,5m,1.4,0.4,1.5,144.0,1032.0,0.015,5m,2.4000000000000004,0.8,1.0,504.0,,,,,,,,,,,,,,,5192.0,0.02,1m,3.0,0.4,1.0,616.0,2416,0.01,2m,1.0,0.4,0.5,696,4880.0,0.015,3m,1.6,0.0,1.5,928.0,6288.0,0.01,5m,2.8,0.0,1.5,888.0,,,,,,,,,,,,,,,3264.0,0.02,1m,2.2,0.8,0.5,120.0,1800.0,0.015,3m,1.6,0.2,0.5,304.0,4816.0,0.015,3m,2.4000000000000004,0.2,1.0,904.0,,,,,,,,,,,,,,,1704.0,0.015,2m,1.4,0.6000000000000001,0.5,96.0,0.15000000000000002,12,COMPLETE
