,number,value,datetime_start,datetime_complete,duration,params_ADP_ZS_beta_win,params_ADP_ZS_stop_loss,params_ADP_ZS_trade_freq,params_ADP_ZS_z_entry,params_ADP_ZS_z_exit,params_ADP_ZS_z_stop_scaler,params_ADP_ZS_z_win,params_AMGN_PDD_beta_win,params_AMGN_PDD_stop_loss,params_AMGN_PDD_trade_freq,params_AMGN_PDD_z_entry,params_AMGN_PDD_z_exit,params_AMGN_PDD_z_stop_scaler,params_AMGN_PDD_z_win,params_AMZN_LULU_beta_win,params_AMZN_LULU_stop_loss,params_AMZN_LULU_trade_freq,params_AMZN_LULU_z_entry,params_AMZN_LULU_z_exit,params_AMZN_LULU_z_stop_scaler,params_AMZN_LULU_z_win,params_ANSS_GFS_beta_win,params_ANSS_GFS_stop_loss,params_ANSS_GFS_trade_freq,params_ANSS_GFS_z_entry,params_ANSS_GFS_z_exit,params_ANSS_GFS_z_stop_scaler,params_ANSS_GFS_z_win,params_CSCO_KLAC_beta_win,params_CSCO_KLAC_stop_loss,params_CSCO_KLAC_trade_freq,params_CSCO_KLAC_z_entry,params_CSCO_KLAC_z_exit,params_CSCO_KLAC_z_stop_scaler,params_CSCO_KLAC_z_win,params_CSX_MDB_beta_win,params_CSX_MDB_stop_loss,params_CSX_MDB_trade_freq,params_CSX_MDB_z_entry,params_CSX_MDB_z_exit,params_CSX_MDB_z_stop_scaler,params_CSX_MDB_z_win,params_CSX_SNPS_beta_win,params_CSX_SNPS_stop_loss,params_CSX_SNPS_trade_freq,params_CSX_SNPS_z_entry,params_CSX_SNPS_z_exit,params_CSX_SNPS_z_stop_scaler,params_CSX_SNPS_z_win,params_CTSH_IDXX_beta_win,params_CTSH_IDXX_stop_loss,params_CTSH_IDXX_trade_freq,params_CTSH_IDXX_z_entry,params_CTSH_IDXX_z_exit,params_CTSH_IDXX_z_stop_scaler,params_CTSH_IDXX_z_win,params_CTSH_LRCX_beta_win,params_CTSH_LRCX_stop_loss,params_CTSH_LRCX_trade_freq,params_CTSH_LRCX_z_entry,params_CTSH_LRCX_z_exit,params_CTSH_LRCX_z_stop_scaler,params_CTSH_LRCX_z_win,params_DXCM_ISRG_beta_win,params_DXCM_ISRG_stop_loss,params_DXCM_ISRG_trade_freq,params_DXCM_ISRG_z_entry,params_DXCM_ISRG_z_exit,params_DXCM_ISRG_z_stop_scaler,params_DXCM_ISRG_z_win,params_GEHC_IDXX_beta_win,params_GEHC_IDXX_stop_loss,params_GEHC_IDXX_trade_freq,params_GEHC_IDXX_z_entry,params_GEHC_IDXX_z_exit,params_GEHC_IDXX_z_stop_scaler,params_GEHC_IDXX_z_win,params_GEHC_LRCX_beta_win,params_GEHC_LRCX_stop_loss,params_GEHC_LRCX_trade_freq,params_GEHC_LRCX_z_entry,params_GEHC_LRCX_z_exit,params_GEHC_LRCX_z_stop_scaler,params_GEHC_LRCX_z_win,params_GEHC_QCOM_beta_win,params_GEHC_QCOM_stop_loss,params_GEHC_QCOM_trade_freq,params_GEHC_QCOM_z_entry,params_GEHC_QCOM_z_exit,params_GEHC_QCOM_z_stop_scaler,params_GEHC_QCOM_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_LIN_MELI_beta_win,params_LIN_MELI_stop_loss,params_LIN_MELI_trade_freq,params_LIN_MELI_z_entry,params_LIN_MELI_z_exit,params_LIN_MELI_z_stop_scaler,params_LIN_MELI_z_win,params_LIN_PDD_beta_win,params_LIN_PDD_stop_loss,params_LIN_PDD_trade_freq,params_LIN_PDD_z_entry,params_LIN_PDD_z_exit,params_LIN_PDD_z_stop_scaler,params_LIN_PDD_z_win,params_MAR_WDAY_beta_win,params_MAR_WDAY_stop_loss,params_MAR_WDAY_trade_freq,params_MAR_WDAY_z_entry,params_MAR_WDAY_z_exit,params_MAR_WDAY_z_stop_scaler,params_MAR_WDAY_z_win,params_MELI_PDD_beta_win,params_MELI_PDD_stop_loss,params_MELI_PDD_trade_freq,params_MELI_PDD_z_entry,params_MELI_PDD_z_exit,params_MELI_PDD_z_stop_scaler,params_MELI_PDD_z_win,params_MSFT_PYPL_beta_win,params_MSFT_PYPL_stop_loss,params_MSFT_PYPL_trade_freq,params_MSFT_PYPL_z_entry,params_MSFT_PYPL_z_exit,params_MSFT_PYPL_z_stop_scaler,params_MSFT_PYPL_z_win,params_VRSK_ZS_beta_win,params_VRSK_ZS_stop_loss,params_VRSK_ZS_trade_freq,params_VRSK_ZS_z_entry,params_VRSK_ZS_z_exit,params_VRSK_ZS_z_stop_scaler,params_VRSK_ZS_z_win,params_buffer_capital,params_pairs_to_trade,state
99,99,2.305040886069201,2025-06-21 19:55:23.579228,2025-06-21 19:55:28.679058,0 days 00:00:05.099830,7600.0,0.02,3m,3.0,0.0,0.5,384.0,5488.0,0.015,3m,2.0,0.8,0.5,512.0,8064.0,0.015,5m,2.6,1.0,1.0,200.0,,,,,,,,6312.0,0.02,5m,1.0,0.2,0.5,416.0,,,,,,,,4648,0.015,4m,2.4000000000000004,0.8,1.5,512,,,,,,,,2272.0,0.01,2m,1.2,0.8,2.0,960.0,6552.0,0.015,1m,2.6,1.0,1.0,976.0,2000.0,0.02,5m,2.8,0.4,1.5,656.0,7440.0,0.01,1m,1.4,0.2,0.5,280.0,8048.0,0.01,5m,1.8,0.8,1.5,440.0,7576.0,0.02,2m,1.6,0.4,0.5,392.0,4304.0,0.01,5m,3.0,0.8,1.5,1000.0,,,,,,,,2568.0,0.015,4m,1.4,0.2,2.0,880.0,2096.0,0.015,1m,1.6,0.2,1.5,160.0,1296.0,0.01,1m,3.0,0.6000000000000001,0.5,88.0,8024.0,0.015,4m,2.8,0.0,0.5,232.0,0.45,16,COMPLETE
100,100,1.320181131939602,2025-06-21 19:55:28.757956,2025-06-21 19:55:34.153239,0 days 00:00:05.395283,7184.0,0.02,4m,3.0,1.0,2.0,392.0,6664.0,0.02,3m,2.0,1.0,1.5,640.0,8032.0,0.01,5m,2.4000000000000004,0.8,1.0,272.0,,,,,,,,6296.0,0.02,5m,1.0,0.2,0.5,344.0,1192.0,0.015,2m,2.0,0.2,0.5,360.0,4272,0.015,4m,2.2,0.8,1.5,440,,,,,,,,3016.0,0.01,2m,1.4,0.2,2.0,992.0,6544.0,0.015,1m,2.8,1.0,2.0,992.0,3976.0,0.02,4m,3.0,0.4,1.5,656.0,8080.0,0.01,1m,1.4,0.2,0.5,272.0,8064.0,0.015,5m,1.8,0.2,1.5,520.0,7736.0,0.02,2m,1.4,0.4,0.5,368.0,4248.0,0.01,5m,3.0,0.8,1.5,1000.0,,,,,,,,2168.0,0.015,4m,1.4,0.2,2.0,920.0,2136.0,0.015,2m,1.6,0.4,1.5,632.0,2928.0,0.01,1m,2.8,0.6000000000000001,1.5,112.0,7416.0,0.015,4m,2.6,0.0,0.5,248.0,0.35000000000000003,17,COMPLETE
101,101,-0.9043161132792642,2025-06-21 19:55:34.224298,2025-06-21 19:55:39.437110,0 days 00:00:05.212812,7552.0,0.02,3m,3.0,0.0,0.5,352.0,5432.0,0.015,3m,2.0,0.8,0.5,1024.0,8088.0,0.015,5m,2.6,1.0,1.0,72.0,,,,,,,,6552.0,0.02,5m,1.0,0.4,0.5,424.0,,,,,,,,4696,0.015,4m,2.4000000000000004,0.8,1.5,584,,,,,,,,2272.0,0.01,2m,1.2,0.8,2.0,968.0,6832.0,0.015,1m,2.6,1.0,1.0,944.0,1960.0,0.02,5m,2.8,0.4,1.5,680.0,7808.0,0.01,1m,1.6,0.0,0.5,240.0,7824.0,0.01,5m,1.6,0.8,1.0,400.0,7264.0,0.02,2m,1.6,0.4,0.5,152.0,4816.0,0.01,5m,2.6,1.0,1.0,880.0,,,,,,,,3064.0,0.015,4m,1.2,0.0,2.0,744.0,3136.0,0.015,1m,1.4,0.2,1.5,144.0,1232.0,0.01,1m,3.0,0.8,0.5,80.0,7960.0,0.02,4m,3.0,0.0,0.5,320.0,0.5,16,COMPLETE
102,102,0.9462783947980167,2025-06-21 19:55:39.486977,2025-06-21 19:55:44.070937,0 days 00:00:04.583960,7696.0,0.02,3m,3.0,0.0,0.5,296.0,5096.0,0.015,3m,2.2,0.8,0.5,512.0,8192.0,0.015,5m,2.6,1.0,1.0,192.0,,,,,,,,7016.0,0.02,5m,1.2,0.2,0.5,456.0,,,,,,,,4488,0.015,4m,2.4000000000000004,0.8,1.0,512,,,,,,,,1872.0,0.01,2m,1.2,0.8,2.0,928.0,5904.0,0.015,1m,2.4000000000000004,0.8,1.0,976.0,2248.0,0.02,5m,3.0,0.4,1.5,720.0,7248.0,0.01,1m,1.2,0.2,0.5,976.0,5576.0,0.01,5m,1.8,0.8,0.5,448.0,,,,,,,,4000.0,0.01,5m,2.8,0.8,1.5,840.0,,,,,,,,,,,,,,,1808.0,0.015,1m,1.8,0.0,1.0,184.0,2224.0,0.01,1m,2.8,0.4,0.5,88.0,7760.0,0.015,4m,2.8,0.0,0.5,88.0,0.45,14,COMPLETE
103,103,-1.8629234315396364,2025-06-21 19:55:44.118150,2025-06-21 19:55:48.952922,0 days 00:00:04.834772,8064.0,0.02,3m,2.8,0.0,0.5,384.0,4744.0,0.015,3m,1.8,0.8,0.5,440.0,3840.0,0.015,5m,2.8,1.0,1.0,136.0,,,,,,,,6088.0,0.02,5m,1.4,0.2,0.5,600.0,,,,,,,,5072,0.015,4m,2.4000000000000004,0.8,1.5,208,,,,,,,,1328.0,0.01,2m,3.0,0.8,2.0,864.0,6440.0,0.015,1m,2.4000000000000004,0.8,1.0,1008.0,2448.0,0.02,5m,2.6,0.4,1.5,584.0,7336.0,0.01,1m,1.4,0.2,1.0,888.0,7632.0,0.01,5m,2.0,0.8,2.0,560.0,7784.0,0.02,2m,1.2,0.6000000000000001,0.5,560.0,4536.0,0.01,5m,2.2,1.0,2.0,952.0,,,,,,,,,,,,,,,7448.0,0.015,1m,1.0,0.0,2.0,256.0,1584.0,0.01,1m,1.4,0.8,0.5,160.0,8072.0,0.01,4m,3.0,0.0,0.5,272.0,0.45,15,COMPLETE
104,104,-0.9733399134452625,2025-06-21 19:55:49.018851,2025-06-21 19:55:52.988161,0 days 00:00:03.969310,7392.0,0.02,3m,2.2,0.0,0.5,432.0,5552.0,0.015,2m,2.4000000000000004,0.8,0.5,472.0,7848.0,0.015,3m,2.2,1.0,1.0,104.0,,,,,,,,7256.0,0.02,3m,1.0,0.2,0.5,128.0,,,,,,,,3960,0.015,3m,2.6,1.0,2.0,352,,,,,,,,2112.0,0.01,4m,1.0,0.8,2.0,888.0,3840.0,0.015,4m,2.6,0.6000000000000001,1.0,904.0,1744.0,0.02,5m,2.8,1.0,1.5,752.0,,,,,,,,7336.0,0.01,4m,1.8,1.0,1.5,496.0,,,,,,,,5440.0,0.01,5m,2.0,0.4,2.0,112.0,,,,,,,,,,,,,,,1248.0,0.01,5m,1.6,1.0,2.0,104.0,1344.0,0.01,4m,3.0,0.6000000000000001,0.5,112.0,8184.0,0.01,2m,2.8,1.0,0.5,216.0,0.15000000000000002,13,COMPLETE
105,105,1.2428124537699676,2025-06-21 19:55:53.051426,2025-06-21 19:55:58.460058,0 days 00:00:05.408632,1480.0,0.015,2m,3.0,0.0,0.5,496.0,4088.0,0.015,1m,1.6,0.4,0.5,400.0,7424.0,0.015,5m,2.4000000000000004,0.0,1.0,368.0,,,,,,,,6424.0,0.02,5m,1.2,0.4,0.5,568.0,,,,,,,,5744,0.02,1m,2.2,0.0,1.5,824,,,,,,,,2688.0,0.02,3m,1.0,0.6000000000000001,2.0,960.0,4928.0,0.015,1m,2.2,0.0,1.0,928.0,3168.0,0.02,2m,2.6,0.2,1.0,528.0,6672.0,0.015,2m,1.6,0.4,1.0,64.0,8024.0,0.02,2m,2.0,0.8,2.0,104.0,6776.0,0.02,2m,2.0,0.2,1.0,488.0,3224.0,0.01,5m,1.2,0.6000000000000001,2.0,1008.0,,,,,,,,1776.0,0.01,4m,1.6,0.4,1.5,920.0,7904.0,0.01,1m,1.4,0.2,2.0,152.0,1696.0,0.01,2m,2.2,0.8,0.5,136.0,7744.0,0.01,4m,3.0,0.0,0.5,120.0,0.5,16,COMPLETE
106,106,-1.7445341163420285,2025-06-21 19:55:58.507352,2025-06-21 19:56:03.655677,0 days 00:00:05.148325,2128.0,0.02,1m,2.8,1.0,0.5,736.0,6224.0,0.015,2m,2.0,0.8,2.0,496.0,4960.0,0.015,4m,3.0,0.4,0.5,600.0,,,,,,,,6776.0,0.02,3m,1.4,0.4,0.5,240.0,,,,,,,,5512,0.02,4m,2.4000000000000004,0.6000000000000001,1.0,320,,,,,,,,1040.0,0.01,3m,1.2,0.8,2.0,392.0,3240.0,0.015,5m,2.0,0.2,1.0,464.0,2080.0,0.02,2m,2.4000000000000004,0.6000000000000001,1.5,648.0,7528.0,0.01,3m,1.8,0.0,2.0,544.0,1088.0,0.01,5m,2.2,1.0,2.0,600.0,6248.0,0.02,4m,1.8,0.4,1.5,408.0,1880.0,0.01,5m,1.0,0.8,2.0,912.0,,,,,,,,,,,,,,,5776.0,0.015,1m,2.0,0.8,1.5,120.0,1440.0,0.01,5m,2.6,0.0,0.5,176.0,7168.0,0.01,2m,1.8,0.0,0.5,168.0,0.5,15,COMPLETE
107,107,0.3881933482281053,2025-06-21 19:56:03.708677,2025-06-21 19:56:09.721715,0 days 00:00:06.013038,7832.0,0.015,3m,1.0,0.0,0.5,632.0,5320.0,0.015,3m,3.0,0.0,0.5,560.0,7160.0,0.015,5m,2.6,1.0,1.0,400.0,,,,,,,,5968.0,0.01,5m,1.0,0.4,2.0,368.0,3584.0,0.015,1m,1.4,0.8,1.5,896.0,4872,0.015,3m,2.0,1.0,2.0,408,,,,,,,,1800.0,0.02,4m,1.0,1.0,2.0,736.0,5600.0,0.015,2m,3.0,0.4,1.0,960.0,2744.0,0.02,5m,2.2,1.0,1.5,616.0,5016.0,0.015,4m,1.4,0.8,0.5,288.0,3280.0,0.01,4m,2.0,0.6000000000000001,1.0,616.0,7720.0,0.015,2m,1.6,0.6000000000000001,1.0,616.0,4336.0,0.01,5m,2.8,0.6000000000000001,2.0,160.0,3328.0,0.01,4m,1.2,0.4,1.5,624.0,4792.0,0.015,4m,1.8,0.2,2.0,576.0,7160.0,0.01,2m,1.2,0.0,2.0,312.0,2776.0,0.01,4m,1.6,0.6000000000000001,1.0,64.0,4552.0,0.01,4m,1.4,0.0,0.5,872.0,0.4,18,COMPLETE
108,108,-0.18346707823862346,2025-06-21 19:56:09.785120,2025-06-21 19:56:13.627974,0 days 00:00:03.842854,1752.0,0.015,4m,2.6,0.8,1.5,248.0,7072.0,0.015,2m,2.8,0.8,0.5,608.0,7672.0,0.015,4m,2.8,1.0,1.0,336.0,,,,,,,,6248.0,0.02,2m,1.2,0.4,0.5,176.0,,,,,,,,4616,0.02,1m,1.0,0.0,2.0,672,,,,,,,,1456.0,0.02,3m,1.4,0.8,2.0,272.0,8192.0,0.015,2m,2.6,0.0,2.0,1024.0,1928.0,0.01,4m,2.8,1.0,1.0,704.0,,,,,,,,7816.0,0.01,2m,1.8,0.8,2.0,160.0,,,,,,,,7608.0,0.01,5m,1.6,0.6000000000000001,2.0,792.0,,,,,,,,,,,,,,,,,,,,,,2072.0,0.01,1m,2.4000000000000004,1.0,0.5,88.0,6752.0,0.01,1m,2.8,0.0,1.5,144.0,0.35000000000000003,12,COMPLETE
109,109,-3.001400498701209,2025-06-21 19:56:13.690994,2025-06-21 19:56:17.156083,0 days 00:00:03.465089,1152.0,0.015,5m,2.4000000000000004,0.0,2.0,560.0,4952.0,0.015,2m,3.0,0.8,0.5,360.0,7896.0,0.015,4m,2.4000000000000004,0.4,1.5,200.0,,,,,,,,1744.0,0.02,4m,1.6,0.0,0.5,624.0,,,,,,,,7080,0.015,1m,1.2,0.2,1.5,640,,,,,,,,,,,,,,,7600.0,0.015,1m,2.4000000000000004,0.0,1.0,312.0,2608.0,0.02,2m,1.6,0.4,1.5,552.0,,,,,,,,4496.0,0.02,2m,1.6,1.0,2.0,800.0,,,,,,,,3680.0,0.015,5m,1.4,0.6000000000000001,1.5,136.0,,,,,,,,,,,,,,,,,,,,,,1872.0,0.01,4m,2.0,0.0,0.5,152.0,,,,,,,,0.45,10,COMPLETE
110,110,0.09624591220029015,2025-06-21 19:56:17.206082,2025-06-21 19:56:22.412196,0 days 00:00:05.206114,2328.0,0.015,3m,3.0,0.2,0.5,448.0,4600.0,0.015,4m,2.2,0.6000000000000001,1.0,536.0,8048.0,0.015,5m,3.0,0.2,1.0,496.0,,,,,,,,4864.0,0.02,3m,1.4,0.6000000000000001,2.0,96.0,,,,,,,,7448,0.02,3m,2.4000000000000004,0.8,1.0,888,,,,,,,,2392.0,0.01,2m,1.2,0.8,2.0,920.0,2696.0,0.015,3m,2.2,0.2,1.5,536.0,1368.0,0.02,2m,2.6,0.8,1.0,328.0,2200.0,0.015,5m,2.0,0.2,1.0,384.0,4200.0,0.01,1m,2.2,1.0,2.0,640.0,5256.0,0.015,5m,2.6,0.0,0.5,296.0,5056.0,0.01,3m,1.2,0.4,2.0,552.0,,,,,,,,,,,,,,,1576.0,0.01,1m,1.2,0.6000000000000001,2.0,224.0,2400.0,0.01,3m,2.2,0.8,1.0,208.0,5488.0,0.01,2m,3.0,0.2,1.0,192.0,0.5,15,COMPLETE
111,111,1.6033929013914767,2025-06-21 19:56:22.473271,2025-06-21 19:56:26.706418,0 days 00:00:04.233147,8024.0,0.015,3m,2.4000000000000004,0.0,0.5,600.0,4768.0,0.015,2m,2.8,0.8,0.5,512.0,7776.0,0.015,4m,3.0,1.0,1.0,448.0,,,,,,,,6640.0,0.02,3m,1.4,0.4,0.5,648.0,,,,,,,,5176,0.02,1m,2.6,1.0,2.0,776,,,,,,,,1176.0,0.02,3m,2.4000000000000004,0.8,2.0,832.0,7960.0,0.015,2m,2.4000000000000004,0.0,1.0,992.0,2064.0,0.02,2m,2.6,1.0,1.5,432.0,,,,,,,,8168.0,0.01,2m,2.2,0.8,2.0,80.0,,,,,,,,4736.0,0.01,5m,1.6,0.6000000000000001,2.0,88.0,,,,,,,,,,,,,,,1088.0,0.01,1m,1.0,0.0,2.0,176.0,1168.0,0.01,4m,2.4000000000000004,0.0,0.5,64.0,8008.0,0.01,2m,3.0,0.0,0.5,64.0,0.5,13,COMPLETE
112,112,1.0608371892386272,2025-06-21 19:56:26.780511,2025-06-21 19:56:31.210350,0 days 00:00:04.429839,8064.0,0.015,3m,2.4000000000000004,0.0,0.5,608.0,4840.0,0.015,2m,2.8,0.8,0.5,504.0,7776.0,0.015,4m,3.0,1.0,1.0,448.0,,,,,,,,6880.0,0.02,3m,1.4,0.4,0.5,672.0,,,,,,,,5272,0.02,1m,2.6,1.0,2.0,776,,,,,,,,1208.0,0.02,3m,2.4000000000000004,0.8,2.0,1008.0,7880.0,0.015,2m,2.4000000000000004,0.0,1.0,984.0,6968.0,0.02,2m,2.6,1.0,1.5,432.0,,,,,,,,8056.0,0.01,2m,2.2,0.8,2.0,216.0,,,,,,,,4712.0,0.01,5m,1.8,0.6000000000000001,2.0,88.0,,,,,,,,,,,,,,,1160.0,0.01,1m,1.0,0.0,2.0,176.0,1224.0,0.01,4m,2.4000000000000004,0.0,0.5,104.0,7960.0,0.01,2m,3.0,0.0,0.5,88.0,0.5,13,COMPLETE
113,113,1.7652806113229689,2025-06-21 19:56:31.268436,2025-06-21 19:56:36.282143,0 days 00:00:05.013707,7880.0,0.015,3m,2.4000000000000004,0.0,0.5,552.0,4400.0,0.015,2m,2.6,0.8,0.5,456.0,7544.0,0.015,4m,3.0,1.0,1.0,432.0,,,,,,,,6616.0,0.02,3m,1.6,0.4,0.5,768.0,,,,,,,,4088,0.02,1m,2.6,1.0,2.0,720,,,,,,,,1640.0,0.02,3m,2.4000000000000004,0.8,2.0,888.0,7360.0,0.015,2m,2.4000000000000004,0.0,1.0,944.0,2208.0,0.02,2m,2.4000000000000004,1.0,1.5,520.0,8184.0,0.015,3m,1.6,0.4,1.5,440.0,8152.0,0.01,2m,2.2,0.8,2.0,848.0,,,,,,,,4152.0,0.01,5m,1.6,0.6000000000000001,2.0,104.0,,,,,,,,,,,,,,,1888.0,0.01,1m,1.0,0.0,2.0,472.0,1584.0,0.01,4m,2.6,0.0,0.5,80.0,7560.0,0.01,2m,3.0,0.0,0.5,120.0,0.5,14,COMPLETE
114,114,0.7353417174339825,2025-06-21 19:56:36.345484,2025-06-21 19:56:39.885594,0 days 00:00:03.540110,7688.0,0.015,3m,2.2,0.0,0.5,528.0,4464.0,0.015,2m,2.6,0.8,0.5,456.0,5304.0,0.015,4m,2.8,1.0,1.0,432.0,,,,,,,,6552.0,0.02,3m,1.2,0.4,0.5,728.0,,,,,,,,3768,0.02,1m,2.8,0.4,2.0,696,,,,,,,,1984.0,0.02,3m,2.4000000000000004,0.0,2.0,656.0,7120.0,0.015,2m,2.6,0.0,1.0,880.0,2320.0,0.02,2m,2.4000000000000004,1.0,1.5,520.0,,,,,,,,8192.0,0.01,2m,2.4000000000000004,0.8,2.0,840.0,,,,,,,,3872.0,0.01,5m,1.6,0.6000000000000001,2.0,104.0,,,,,,,,,,,,,,,,,,,,,,1504.0,0.01,4m,2.6,0.0,0.5,88.0,7520.0,0.01,3m,2.8,0.0,0.5,112.0,0.5,12,COMPLETE
115,115,0.1932225442227955,2025-06-21 19:56:39.927107,2025-06-21 19:56:42.789895,0 days 00:00:02.862788,8176.0,0.015,3m,2.6,1.0,0.5,488.0,5176.0,0.015,2m,2.6,0.8,0.5,584.0,7576.0,0.02,4m,3.0,1.0,1.0,464.0,,,,,,,,3696.0,0.02,5m,1.6,0.4,0.5,816.0,,,,,,,,4056,0.02,1m,2.6,1.0,2.0,720,,,,,,,,1696.0,0.02,3m,2.8,0.8,2.0,824.0,6680.0,0.015,2m,2.8,0.0,1.0,944.0,1904.0,0.02,2m,2.4000000000000004,1.0,1.5,392.0,,,,,,,,7944.0,0.01,2m,2.0,0.8,2.0,896.0,,,,,,,,4128.0,0.01,5m,1.4,0.2,2.0,200.0,,,,,,,,,,,,,,,,,,,,,,1800.0,0.01,4m,3.0,0.0,0.5,128.0,,,,,,,,0.5,11,COMPLETE
116,116,-0.16166619320720446,2025-06-21 19:56:42.831973,2025-06-21 19:56:46.432678,0 days 00:00:03.600705,7264.0,0.015,4m,2.4000000000000004,0.0,0.5,576.0,4264.0,0.015,1m,3.0,0.0,0.5,520.0,6880.0,0.01,4m,3.0,1.0,1.0,352.0,,,,,,,,7088.0,0.02,3m,1.0,0.2,0.5,760.0,,,,,,,,4456,0.02,1m,2.8,1.0,2.0,472,,,,,,,,1328.0,0.02,4m,2.6,1.0,2.0,944.0,6936.0,0.015,2m,2.4000000000000004,0.0,1.0,1008.0,1624.0,0.02,3m,2.0,1.0,1.5,464.0,,,,,,,,7632.0,0.01,4m,2.4000000000000004,0.4,1.5,728.0,,,,,,,,4328.0,0.01,5m,2.4000000000000004,0.6000000000000001,2.0,232.0,,,,,,,,,,,,,,,2520.0,0.015,1m,1.0,1.0,2.0,472.0,1640.0,0.015,2m,2.8,0.0,0.5,624.0,7696.0,0.01,2m,3.0,0.0,0.5,264.0,0.45,13,COMPLETE
117,117,-0.03491968758637682,2025-06-21 19:56:46.488794,2025-06-21 19:56:50.570384,0 days 00:00:04.081590,7520.0,0.015,2m,2.8,0.0,1.0,552.0,6000.0,0.015,2m,1.8,0.2,0.5,432.0,7368.0,0.015,2m,2.6,1.0,1.0,496.0,,,,,,,,6456.0,0.02,3m,1.6,0.4,0.5,152.0,,,,,,,,4224,0.02,3m,2.6,1.0,2.0,752,,,,,,,,1168.0,0.02,3m,2.4000000000000004,0.6000000000000001,2.0,848.0,7280.0,0.015,1m,2.2,0.0,1.0,904.0,2456.0,0.02,2m,2.2,1.0,1.5,544.0,8176.0,0.015,3m,1.2,0.4,1.5,704.0,5896.0,0.02,3m,2.2,1.0,2.0,920.0,,,,,,,,5712.0,0.01,2m,1.6,0.6000000000000001,2.0,928.0,,,,,,,,,,,,,,,1888.0,0.01,2m,1.2,0.0,2.0,768.0,1320.0,0.01,4m,2.6,0.0,0.5,104.0,7384.0,0.015,5m,2.0,0.0,2.0,224.0,0.2,14,COMPLETE
118,118,0.02035612432769474,2025-06-21 19:56:50.605242,2025-06-21 19:56:54.275320,0 days 00:00:03.670078,5600.0,0.015,3m,2.2,1.0,0.5,840.0,5048.0,0.015,2m,2.6,1.0,0.5,472.0,7080.0,0.015,5m,2.8,0.8,0.5,376.0,,,,,,,,5544.0,0.02,5m,1.8,0.4,0.5,288.0,,,,,,,,3520,0.02,5m,2.8,0.8,2.0,376,,,,,,,,1432.0,0.02,3m,2.2,0.8,1.0,568.0,7776.0,0.015,2m,2.6,0.0,1.0,816.0,1080.0,0.015,4m,2.4000000000000004,1.0,1.5,592.0,7840.0,0.01,3m,1.6,0.2,1.5,192.0,7096.0,0.01,2m,2.6,0.6000000000000001,2.0,968.0,,,,,,,,2536.0,0.01,1m,1.6,0.6000000000000001,2.0,168.0,,,,,,,,,,,,,,,1600.0,0.01,1m,1.4,0.2,2.0,88.0,2576.0,0.01,4m,1.4,0.0,0.5,264.0,3024.0,0.01,2m,2.8,0.0,0.5,152.0,0.45,14,COMPLETE
119,119,1.3550628356839691,2025-06-21 19:56:54.310825,2025-06-21 19:56:58.326824,0 days 00:00:04.015999,2472.0,0.015,3m,2.0,0.0,2.0,648.0,4040.0,0.02,5m,2.4000000000000004,0.8,0.5,416.0,7928.0,0.015,4m,1.8,0.2,1.0,296.0,,,,,,,,5728.0,0.02,3m,2.0,0.4,0.5,800.0,,,,,,,,2032,0.015,2m,2.6,1.0,1.0,672,,,,,,,,3624.0,0.02,4m,2.4000000000000004,0.8,2.0,904.0,3424.0,0.015,2m,2.8,0.2,2.0,992.0,2240.0,0.02,1m,2.4000000000000004,0.2,2.0,416.0,,,,,,,,5136.0,0.01,2m,1.6,1.0,2.0,856.0,,,,,,,,2280.0,0.01,5m,1.2,0.6000000000000001,2.0,984.0,,,,,,,,,,,,,,,4976.0,0.015,3m,1.0,0.0,1.5,272.0,1984.0,0.01,1m,2.2,0.2,1.0,64.0,6488.0,0.01,4m,3.0,0.0,0.5,112.0,0.5,13,COMPLETE
120,120,-0.36095150021039285,2025-06-21 19:56:58.396026,2025-06-21 19:57:02.922570,0 days 00:00:04.526544,1432.0,0.015,4m,2.4000000000000004,0.0,0.5,296.0,4640.0,0.015,1m,3.0,0.8,0.5,384.0,7536.0,0.015,4m,2.8,0.6000000000000001,1.0,704.0,,,,,,,,7456.0,0.02,5m,1.2,1.0,1.0,864.0,,,,,,,,3088,0.02,1m,3.0,0.8,1.0,736,,,,,,,,6928.0,0.02,1m,2.0,0.8,1.5,792.0,7416.0,0.015,1m,3.0,0.0,1.0,936.0,2856.0,0.02,2m,2.2,1.0,1.0,816.0,1712.0,0.015,3m,1.6,0.4,1.5,920.0,8064.0,0.01,4m,2.2,0.8,2.0,184.0,8176.0,0.02,1m,1.2,1.0,1.5,120.0,1552.0,0.01,4m,1.4,0.6000000000000001,1.0,120.0,,,,,,,,,,,,,,,2272.0,0.01,1m,1.2,0.8,2.0,536.0,1520.0,0.01,2m,2.4000000000000004,0.8,0.5,176.0,7848.0,0.02,2m,3.0,0.8,0.5,88.0,0.45,15,COMPLETE
