,number,value,datetime_start,datetime_complete,duration,params_AAPL_DDOG_beta_win,params_AAPL_DDOG_stop_loss,params_AAPL_DDOG_trade_freq,params_AAPL_DDOG_z_entry,params_AAPL_DDOG_z_exit,params_AAPL_DDOG_z_stop_scaler,params_AAPL_DDOG_z_win,params_AAPL_MCHP_beta_win,params_AAPL_MCHP_stop_loss,params_AAPL_MCHP_trade_freq,params_AAPL_MCHP_z_entry,params_AAPL_MCHP_z_exit,params_AAPL_MCHP_z_stop_scaler,params_AAPL_MCHP_z_win,params_AAPL_PYPL_beta_win,params_AAPL_PYPL_stop_loss,params_AAPL_PYPL_trade_freq,params_AAPL_PYPL_z_entry,params_AAPL_PYPL_z_exit,params_AAPL_PYPL_z_stop_scaler,params_AAPL_PYPL_z_win,params_ABNB_ON_beta_win,params_ABNB_ON_stop_loss,params_ABNB_ON_trade_freq,params_ABNB_ON_z_entry,params_ABNB_ON_z_exit,params_ABNB_ON_z_stop_scaler,params_ABNB_ON_z_win,params_ADI_DDOG_beta_win,params_ADI_DDOG_stop_loss,params_ADI_DDOG_trade_freq,params_ADI_DDOG_z_entry,params_ADI_DDOG_z_exit,params_ADI_DDOG_z_stop_scaler,params_ADI_DDOG_z_win,params_ADI_PYPL_beta_win,params_ADI_PYPL_stop_loss,params_ADI_PYPL_trade_freq,params_ADI_PYPL_z_entry,params_ADI_PYPL_z_exit,params_ADI_PYPL_z_stop_scaler,params_ADI_PYPL_z_win,params_ADP_CMCSA_beta_win,params_ADP_CMCSA_stop_loss,params_ADP_CMCSA_trade_freq,params_ADP_CMCSA_z_entry,params_ADP_CMCSA_z_exit,params_ADP_CMCSA_z_stop_scaler,params_ADP_CMCSA_z_win,params_ADP_MAR_beta_win,params_ADP_MAR_stop_loss,params_ADP_MAR_trade_freq,params_ADP_MAR_z_entry,params_ADP_MAR_z_exit,params_ADP_MAR_z_stop_scaler,params_ADP_MAR_z_win,params_ANSS_PYPL_beta_win,params_ANSS_PYPL_stop_loss,params_ANSS_PYPL_trade_freq,params_ANSS_PYPL_z_entry,params_ANSS_PYPL_z_exit,params_ANSS_PYPL_z_stop_scaler,params_ANSS_PYPL_z_win,params_CDNS_ZS_beta_win,params_CDNS_ZS_stop_loss,params_CDNS_ZS_trade_freq,params_CDNS_ZS_z_entry,params_CDNS_ZS_z_exit,params_CDNS_ZS_z_stop_scaler,params_CDNS_ZS_z_win,params_CMCSA_MAR_beta_win,params_CMCSA_MAR_stop_loss,params_CMCSA_MAR_trade_freq,params_CMCSA_MAR_z_entry,params_CMCSA_MAR_z_exit,params_CMCSA_MAR_z_stop_scaler,params_CMCSA_MAR_z_win,params_CSGP_PYPL_beta_win,params_CSGP_PYPL_stop_loss,params_CSGP_PYPL_trade_freq,params_CSGP_PYPL_z_entry,params_CSGP_PYPL_z_exit,params_CSGP_PYPL_z_stop_scaler,params_CSGP_PYPL_z_win,params_DDOG_PYPL_beta_win,params_DDOG_PYPL_stop_loss,params_DDOG_PYPL_trade_freq,params_DDOG_PYPL_z_entry,params_DDOG_PYPL_z_exit,params_DDOG_PYPL_z_stop_scaler,params_DDOG_PYPL_z_win,params_EXC_ORLY_beta_win,params_EXC_ORLY_stop_loss,params_EXC_ORLY_trade_freq,params_EXC_ORLY_z_entry,params_EXC_ORLY_z_exit,params_EXC_ORLY_z_stop_scaler,params_EXC_ORLY_z_win,params_IDXX_PYPL_beta_win,params_IDXX_PYPL_stop_loss,params_IDXX_PYPL_trade_freq,params_IDXX_PYPL_z_entry,params_IDXX_PYPL_z_exit,params_IDXX_PYPL_z_stop_scaler,params_IDXX_PYPL_z_win,params_INTU_VRSK_beta_win,params_INTU_VRSK_stop_loss,params_INTU_VRSK_trade_freq,params_INTU_VRSK_z_entry,params_INTU_VRSK_z_exit,params_INTU_VRSK_z_stop_scaler,params_INTU_VRSK_z_win,params_ISRG_PYPL_beta_win,params_ISRG_PYPL_stop_loss,params_ISRG_PYPL_trade_freq,params_ISRG_PYPL_z_entry,params_ISRG_PYPL_z_exit,params_ISRG_PYPL_z_stop_scaler,params_ISRG_PYPL_z_win,params_MCHP_PYPL_beta_win,params_MCHP_PYPL_stop_loss,params_MCHP_PYPL_trade_freq,params_MCHP_PYPL_z_entry,params_MCHP_PYPL_z_exit,params_MCHP_PYPL_z_stop_scaler,params_MCHP_PYPL_z_win,params_PYPL_TXN_beta_win,params_PYPL_TXN_stop_loss,params_PYPL_TXN_trade_freq,params_PYPL_TXN_z_entry,params_PYPL_TXN_z_exit,params_PYPL_TXN_z_stop_scaler,params_PYPL_TXN_z_win,params_PYPL_ZM_beta_win,params_PYPL_ZM_stop_loss,params_PYPL_ZM_trade_freq,params_PYPL_ZM_z_entry,params_PYPL_ZM_z_exit,params_PYPL_ZM_z_stop_scaler,params_PYPL_ZM_z_win,params_buffer_capital,params_pairs_to_trade,state
125,125,1.531191727954751,2025-06-21 19:43:07.750088,2025-06-21 19:43:14.084308,0 days 00:00:06.334220,1216.0,0.02,5m,3.0,0.0,2.0,832.0,4704.0,0.015,3m,3.0,0.8,1.0,336.0,7304.0,0.015,2m,1.0,0.0,1.5,960.0,,,,,,,,,,,,,,,1392.0,0.02,2m,1.2,0.2,0.5,136.0,1040.0,0.02,5m,3.0,1.0,0.5,144.0,,,,,,,,5760.0,0.01,5m,3.0,1.0,2.0,864.0,7800.0,0.015,5m,2.2,0.2,1.5,880.0,1256.0,0.015,2m,1.2,0.0,1.5,696.0,7648.0,0.01,4m,3.0,1.0,2.0,840.0,6688,0.01,2m,1.0,0.4,1.5,88,5968.0,0.015,3m,1.6,1.0,1.5,976.0,,,,,,,,7544.0,0.01,4m,1.0,0.2,1.0,920.0,7880.0,0.015,4m,1.6,0.4,0.5,648.0,1848.0,0.02,5m,1.2,0.4,1.0,760.0,4256.0,0.015,5m,2.4000000000000004,0.8,2.0,472.0,,,,,,,,0.05,15,COMPLETE
126,126,-3.4312446356193487,2025-06-21 19:43:14.191218,2025-06-21 19:43:19.462878,0 days 00:00:05.271660,,,,,,,,5752.0,0.015,3m,2.8,0.6000000000000001,1.0,248.0,7984.0,0.015,2m,1.0,0.0,1.5,768.0,,,,,,,,,,,,,,,1024.0,0.01,2m,1.2,0.4,0.5,296.0,2208.0,0.02,5m,2.8,1.0,1.5,200.0,,,,,,,,5456.0,0.01,5m,2.6,1.0,2.0,832.0,,,,,,,,1616.0,0.015,2m,1.4,0.0,1.5,752.0,8184.0,0.01,4m,2.8,1.0,2.0,888.0,5912,0.01,1m,1.2,0.4,1.5,144,,,,,,,,,,,,,,,4352.0,0.01,3m,1.2,0.0,1.0,976.0,6976.0,0.015,4m,2.0,0.4,0.5,792.0,1024.0,0.02,2m,1.4,0.4,1.0,872.0,5736.0,0.015,5m,2.4000000000000004,1.0,2.0,512.0,,,,,,,,0.1,12,COMPLETE
127,127,2.6662598601114915,2025-06-21 19:43:19.547677,2025-06-21 19:43:26.403138,0 days 00:00:06.855461,1896.0,0.02,2m,3.0,0.4,1.5,592.0,5040.0,0.015,3m,3.0,0.6000000000000001,1.0,112.0,6920.0,0.015,2m,1.0,0.0,1.5,880.0,,,,,,,,,,,,,,,1680.0,0.02,3m,1.4,0.2,0.5,384.0,1792.0,0.02,1m,2.6,1.0,0.5,168.0,,,,,,,,4896.0,0.01,5m,3.0,1.0,2.0,1008.0,7736.0,0.015,5m,2.0,0.4,2.0,848.0,1288.0,0.015,2m,1.2,0.0,1.5,632.0,7296.0,0.01,4m,3.0,0.8,2.0,784.0,6288,0.01,4m,1.2,0.4,1.5,64,7304.0,0.02,3m,2.4000000000000004,0.8,1.5,552.0,,,,,,,,6624.0,0.01,5m,1.4,0.0,1.0,800.0,7736.0,0.015,4m,1.8,0.4,0.5,712.0,1368.0,0.02,1m,2.6,0.2,1.0,840.0,1192.0,0.015,5m,2.0,1.0,2.0,568.0,,,,,,,,0.05,15,COMPLETE
128,128,0.7761675741101949,2025-06-21 19:43:26.481656,2025-06-21 19:43:33.105742,0 days 00:00:06.624086,1752.0,0.02,2m,3.0,0.4,1.5,448.0,6216.0,0.015,5m,3.0,0.8,0.5,200.0,6944.0,0.015,2m,1.0,0.0,1.5,880.0,,,,,,,,,,,,,,,1528.0,0.02,3m,1.4,0.2,0.5,376.0,3112.0,0.02,1m,2.6,1.0,0.5,176.0,,,,,,,,4992.0,0.01,5m,2.8,1.0,2.0,1024.0,7952.0,0.015,5m,2.0,0.2,2.0,848.0,2112.0,0.015,3m,1.2,0.0,1.5,608.0,7200.0,0.01,4m,3.0,0.8,2.0,784.0,6240,0.01,4m,1.2,0.2,1.5,112,7496.0,0.02,3m,2.4000000000000004,0.8,1.5,560.0,,,,,,,,6648.0,0.01,5m,1.4,0.0,1.0,792.0,8024.0,0.015,4m,1.8,0.4,0.5,720.0,1240.0,0.02,1m,2.4000000000000004,0.2,1.0,968.0,1224.0,0.015,5m,1.8,1.0,2.0,624.0,,,,,,,,0.5,15,COMPLETE
129,129,1.0704202116726225,2025-06-21 19:43:33.195258,2025-06-21 19:43:39.170323,0 days 00:00:05.975065,,,,,,,,5048.0,0.015,1m,2.4000000000000004,0.6000000000000001,1.0,88.0,7488.0,0.015,2m,1.0,0.0,1.5,904.0,,,,,,,,,,,,,,,1688.0,0.02,2m,1.0,0.2,0.5,328.0,1992.0,0.02,1m,2.6,1.0,0.5,104.0,,,,,,,,5168.0,0.01,5m,3.0,1.0,2.0,920.0,5640.0,0.015,5m,2.0,0.6000000000000001,2.0,736.0,1224.0,0.015,2m,1.2,0.2,1.5,904.0,6896.0,0.01,4m,2.8,0.8,2.0,728.0,5984,0.01,4m,1.2,0.4,1.5,192,,,,,,,,,,,,,,,7832.0,0.01,5m,1.0,0.0,1.5,632.0,7760.0,0.015,4m,2.0,0.2,0.5,664.0,2024.0,0.02,1m,2.2,0.2,1.0,840.0,1520.0,0.015,5m,2.0,1.0,2.0,560.0,,,,,,,,0.05,13,COMPLETE
130,130,1.3565972812016478,2025-06-21 19:43:39.278344,2025-06-21 19:43:46.283477,0 days 00:00:07.005133,1848.0,0.02,2m,3.0,0.4,1.5,592.0,5416.0,0.015,3m,3.0,0.4,1.0,144.0,7928.0,0.015,2m,1.0,0.0,1.5,936.0,,,,,,,,,,,,,,,2056.0,0.02,3m,1.4,0.2,0.5,176.0,1504.0,0.02,1m,2.8,0.8,0.5,64.0,,,,,,,,4904.0,0.01,5m,3.0,1.0,2.0,976.0,7712.0,0.015,4m,2.2,0.4,0.5,824.0,1736.0,0.015,2m,1.2,0.0,1.5,496.0,7264.0,0.01,4m,3.0,1.0,2.0,760.0,5624,0.01,4m,1.0,0.6000000000000001,1.5,232,6976.0,0.02,3m,2.6,0.8,1.5,472.0,1128.0,0.01,5m,1.4,0.6000000000000001,1.5,328.0,7360.0,0.01,5m,1.6,0.2,1.0,984.0,7368.0,0.015,4m,1.8,0.4,0.5,696.0,1728.0,0.02,1m,2.4000000000000004,0.0,1.0,912.0,1128.0,0.015,5m,2.0,0.8,2.0,408.0,,,,,,,,0.1,16,COMPLETE
131,131,1.2791998324770617,2025-06-21 19:43:46.378484,2025-06-21 19:43:53.058033,0 days 00:00:06.679549,2184.0,0.02,2m,2.8,0.4,1.5,656.0,4696.0,0.015,3m,2.8,0.6000000000000001,1.0,120.0,7320.0,0.015,2m,1.2,0.0,1.5,800.0,,,,,,,,,,,,,,,1288.0,0.02,2m,1.2,0.4,0.5,312.0,1832.0,0.02,5m,2.8,1.0,0.5,104.0,,,,,,,,5488.0,0.01,5m,3.0,1.0,2.0,1000.0,7432.0,0.015,1m,1.8,0.4,2.0,928.0,1360.0,0.015,2m,1.4,0.0,1.5,640.0,7816.0,0.01,4m,3.0,1.0,2.0,848.0,6888,0.01,2m,1.0,0.4,1.5,80,5552.0,0.02,3m,3.0,0.6000000000000001,1.5,616.0,,,,,,,,6224.0,0.01,3m,1.2,0.0,1.0,872.0,6760.0,0.015,4m,1.6,0.4,0.5,736.0,1440.0,0.02,5m,3.0,0.6000000000000001,1.0,784.0,1840.0,0.015,5m,2.2,1.0,2.0,520.0,,,,,,,,0.05,15,COMPLETE
132,132,2.955332479952815,2025-06-21 19:43:53.150546,2025-06-21 19:43:59.119140,0 days 00:00:05.968594,,,,,,,,5144.0,0.015,3m,2.6,0.6000000000000001,1.0,96.0,7744.0,0.015,2m,1.2,0.0,1.5,832.0,,,,,,,,,,,,,,,2272.0,0.02,3m,1.2,0.4,0.5,272.0,2240.0,0.02,5m,2.6,1.0,0.5,80.0,,,,,,,,5688.0,0.01,5m,3.0,1.0,2.0,1000.0,7072.0,0.015,5m,1.4,0.4,2.0,880.0,1536.0,0.015,2m,1.4,0.0,1.5,672.0,7584.0,0.01,4m,3.0,1.0,2.0,800.0,6464,0.01,2m,1.0,0.0,1.5,64,,,,,,,,,,,,,,,7168.0,0.01,1m,1.2,0.0,1.0,800.0,7560.0,0.015,4m,1.8,0.4,0.5,768.0,1400.0,0.02,5m,2.8,0.4,1.0,840.0,2160.0,0.015,5m,2.6,1.0,2.0,568.0,,,,,,,,0.05,13,COMPLETE
133,133,1.241087929764759,2025-06-21 19:43:59.214668,2025-06-21 19:44:05.038783,0 days 00:00:05.824115,,,,,,,,5176.0,0.015,3m,2.4000000000000004,0.6000000000000001,1.0,64.0,7808.0,0.015,2m,1.0,0.2,1.5,840.0,,,,,,,,,,,,,,,2344.0,0.02,3m,1.2,0.2,0.5,224.0,2296.0,0.02,1m,2.4000000000000004,1.0,0.5,128.0,,,,,,,,4776.0,0.01,5m,2.8,1.0,2.0,936.0,7000.0,0.015,5m,1.2,0.4,2.0,864.0,1608.0,0.015,1m,1.0,0.0,1.5,824.0,7528.0,0.01,4m,2.6,1.0,2.0,792.0,6408,0.01,2m,1.2,0.0,1.5,104,,,,,,,,,,,,,,,7136.0,0.01,1m,1.0,0.0,1.0,776.0,7584.0,0.015,4m,1.8,0.4,0.5,808.0,1200.0,0.02,1m,2.8,0.4,1.0,880.0,2880.0,0.015,5m,2.6,1.0,2.0,632.0,,,,,,,,0.05,13,COMPLETE
134,134,2.354101864701941,2025-06-21 19:44:05.143307,2025-06-21 19:44:11.385098,0 days 00:00:06.241791,1576.0,0.02,4m,3.0,0.6000000000000001,1.5,576.0,5664.0,0.015,2m,2.6,0.6000000000000001,1.0,176.0,8064.0,0.015,2m,1.0,0.0,1.5,880.0,,,,,,,,,,,,,,,1152.0,0.02,3m,1.4,0.2,0.5,120.0,2096.0,0.02,5m,2.6,1.0,0.5,80.0,,,,,,,,6232.0,0.01,5m,3.0,1.0,2.0,984.0,6400.0,0.015,5m,1.4,0.4,2.0,808.0,2760.0,0.015,2m,1.6,0.0,1.5,792.0,8016.0,0.01,4m,3.0,0.6000000000000001,2.0,904.0,5816,0.01,2m,1.0,0.0,1.5,136,,,,,,,,,,,,,,,6800.0,0.01,1m,1.2,0.0,1.0,808.0,7800.0,0.015,1m,2.2,0.4,0.5,840.0,1584.0,0.02,5m,2.8,0.2,1.0,704.0,2200.0,0.015,2m,2.6,1.0,2.0,576.0,,,,,,,,0.05,14,COMPLETE
135,135,0.5135661954984444,2025-06-21 19:44:11.469605,2025-06-21 19:44:16.593026,0 days 00:00:05.123421,,,,,,,,4984.0,0.015,3m,2.6,0.6000000000000001,1.0,96.0,7792.0,0.015,2m,1.2,0.0,1.5,904.0,,,,,,,,,,,,,,,1440.0,0.02,3m,1.0,0.4,0.5,392.0,2496.0,0.02,5m,2.6,1.0,0.5,352.0,,,,,,,,5824.0,0.01,5m,3.0,1.0,2.0,1024.0,,,,,,,,1064.0,0.015,2m,1.4,0.2,1.5,736.0,7704.0,0.01,4m,2.8,1.0,2.0,872.0,6040,0.01,4m,1.0,0.4,1.5,160,,,,,,,,,,,,,,,7736.0,0.01,1m,1.0,0.0,1.0,992.0,7200.0,0.015,4m,1.8,0.4,0.5,712.0,1360.0,0.02,5m,2.6,0.4,1.0,848.0,2528.0,0.015,5m,2.8,1.0,2.0,360.0,,,,,,,,0.1,12,COMPLETE
136,136,1.426114479979319,2025-06-21 19:44:16.677886,2025-06-21 19:44:21.881791,0 days 00:00:05.203905,,,,,,,,7448.0,0.015,4m,3.0,0.6000000000000001,1.0,160.0,7608.0,0.015,3m,1.0,0.0,1.5,848.0,,,,,,,,,,,,,,,1616.0,0.02,3m,1.2,0.2,0.5,200.0,2672.0,0.02,5m,2.8,1.0,0.5,160.0,,,,,,,,5352.0,0.01,4m,2.8,1.0,2.0,1008.0,7008.0,0.015,5m,1.2,0.4,1.5,888.0,1872.0,0.015,5m,1.2,0.0,1.5,856.0,7336.0,0.01,2m,3.0,1.0,2.0,832.0,7120,0.01,2m,1.2,0.0,1.5,88,,,,,,,,,,,,,,,7192.0,0.01,5m,1.4,0.2,1.0,928.0,7376.0,0.015,4m,2.0,0.4,0.5,768.0,8168.0,0.02,5m,2.8,0.4,1.0,904.0,1456.0,0.015,3m,2.6,1.0,2.0,560.0,,,,,,,,0.05,13,COMPLETE
137,137,-0.4074417988485055,2025-06-21 19:44:21.963623,2025-06-21 19:44:28.299888,0 days 00:00:06.336265,2792.0,0.02,5m,3.0,0.0,2.0,800.0,5936.0,0.015,3m,2.8,0.4,1.5,256.0,7472.0,0.015,2m,1.4,0.0,1.5,824.0,,,,,,,,,,,,,,,1352.0,0.02,3m,1.4,0.2,0.5,144.0,1320.0,0.02,2m,2.6,1.0,0.5,144.0,,,,,,,,5944.0,0.01,5m,3.0,1.0,2.0,912.0,4200.0,0.015,2m,1.6,0.4,1.0,776.0,1600.0,0.015,2m,1.4,0.0,1.5,664.0,8064.0,0.01,4m,3.0,1.0,2.0,776.0,6344,0.01,2m,1.6,0.2,1.5,184,6464.0,0.02,3m,2.2,1.0,1.0,744.0,,,,,,,,6728.0,0.015,2m,1.2,0.0,1.0,728.0,7040.0,0.015,4m,2.2,0.2,0.5,872.0,1104.0,0.02,5m,1.4,0.4,1.0,808.0,1800.0,0.015,5m,1.8,1.0,2.0,304.0,,,,,,,,0.05,15,COMPLETE
138,138,1.7888455724328505,2025-06-21 19:44:28.379371,2025-06-21 19:44:35.647964,0 days 00:00:07.268593,1864.0,0.01,2m,2.4000000000000004,0.4,1.5,920.0,5384.0,0.015,3m,2.6,0.6000000000000001,1.0,392.0,6600.0,0.015,1m,1.0,0.0,1.5,872.0,7976.0,0.015,1m,2.0,0.0,1.5,88.0,,,,,,,,1184.0,0.02,2m,1.2,0.4,0.5,280.0,2144.0,0.02,5m,2.8,1.0,0.5,112.0,,,,,,,,5664.0,0.01,5m,2.8,1.0,2.0,952.0,6376.0,0.015,5m,2.0,0.4,2.0,456.0,2288.0,0.015,4m,1.8,0.0,1.5,760.0,6848.0,0.01,4m,3.0,1.0,2.0,800.0,6208,0.01,2m,1.0,0.4,1.5,128,7312.0,0.015,4m,1.2,0.8,2.0,624.0,8040.0,0.02,5m,2.4000000000000004,0.2,1.0,816.0,7168.0,0.01,3m,1.2,0.0,0.5,992.0,7520.0,0.015,4m,2.0,0.6000000000000001,0.5,776.0,1800.0,0.02,5m,2.6,0.6000000000000001,1.0,744.0,3656.0,0.015,5m,2.8,0.4,2.0,528.0,,,,,,,,0.05,17,COMPLETE
139,139,-0.02149398485643653,2025-06-21 19:44:35.727382,2025-06-21 19:44:41.343638,0 days 00:00:05.616256,3904.0,0.02,4m,1.4,0.0,1.5,632.0,5648.0,0.015,3m,2.8,0.8,1.0,584.0,8000.0,0.015,5m,1.2,0.0,1.5,912.0,,,,,,,,,,,,,,,1960.0,0.02,1m,1.6,0.4,0.5,352.0,1904.0,0.02,5m,2.4000000000000004,1.0,0.5,232.0,,,,,,,,5160.0,0.01,3m,3.0,1.0,2.0,872.0,6792.0,0.015,3m,1.6,0.4,2.0,664.0,1168.0,0.015,2m,1.4,0.2,1.5,576.0,7136.0,0.01,4m,2.8,1.0,2.0,928.0,5888,0.01,2m,1.4,0.4,1.5,104,,,,,,,,,,,,,,,7400.0,0.01,3m,1.0,0.6000000000000001,1.0,656.0,6408.0,0.015,4m,2.0,0.4,0.5,800.0,2384.0,0.02,5m,1.0,0.4,1.0,848.0,2120.0,0.015,5m,2.6,1.0,2.0,256.0,,,,,,,,0.05,14,COMPLETE
140,140,2.2209193684988335,2025-06-21 19:44:41.449081,2025-06-21 19:44:46.869787,0 days 00:00:05.420706,,,,,,,,5368.0,0.015,3m,2.8,0.6000000000000001,1.0,440.0,7736.0,0.015,2m,1.2,0.0,1.5,792.0,,,,,,,,,,,,,,,1512.0,0.02,2m,1.0,0.6000000000000001,0.5,240.0,1624.0,0.02,5m,2.8,1.0,0.5,88.0,,,,,,,,3792.0,0.01,5m,3.0,1.0,2.0,984.0,7376.0,0.015,3m,1.4,0.2,1.5,808.0,4096.0,0.015,2m,1.0,0.0,1.5,880.0,7568.0,0.01,3m,3.0,1.0,2.0,864.0,5400,0.01,2m,1.0,0.4,1.5,64,,,,,,,,,,,,,,,7016.0,0.01,3m,1.4,0.4,1.0,936.0,8192.0,0.015,4m,2.2,0.4,0.5,656.0,1616.0,0.02,5m,2.6,0.4,1.0,776.0,1056.0,0.015,5m,2.0,0.8,2.0,440.0,,,,,,,,0.1,13,COMPLETE
141,141,2.302261751443717,2025-06-21 19:44:46.958078,2025-06-21 19:44:52.879717,0 days 00:00:05.921639,2496.0,0.02,3m,2.8,0.2,1.5,720.0,4816.0,0.015,3m,2.8,0.6000000000000001,1.0,104.0,7208.0,0.015,2m,1.2,0.0,1.5,832.0,,,,,,,,,,,,,,,1848.0,0.02,2m,1.2,0.4,0.5,272.0,2384.0,0.02,5m,3.0,1.0,0.5,80.0,,,,,,,,4312.0,0.01,5m,3.0,1.0,2.0,1000.0,7592.0,0.015,3m,1.8,0.4,2.0,952.0,1360.0,0.015,2m,1.4,0.0,1.5,696.0,7856.0,0.01,4m,3.0,1.0,2.0,832.0,6552,0.01,2m,1.0,0.4,1.5,64,,,,,,,,,,,,,,,6016.0,0.01,3m,1.2,0.0,1.0,888.0,6824.0,0.015,4m,1.6,0.4,0.5,752.0,1480.0,0.02,5m,1.2,0.4,1.0,824.0,2400.0,0.015,5m,2.4000000000000004,1.0,2.0,480.0,,,,,,,,0.05,14,COMPLETE
142,142,1.0706470302450581,2025-06-21 19:44:52.959294,2025-06-21 19:44:59.321137,0 days 00:00:06.361843,2312.0,0.02,3m,2.8,0.2,1.5,472.0,4056.0,0.015,3m,2.8,0.6000000000000001,1.0,208.0,7408.0,0.015,2m,1.0,0.0,1.5,752.0,,,,,,,,,,,,,,,1704.0,0.02,2m,1.2,0.4,0.5,256.0,1760.0,0.02,5m,2.6,1.0,0.5,64.0,,,,,,,,5256.0,0.01,5m,3.0,1.0,2.0,1008.0,7880.0,0.015,3m,1.6,0.4,2.0,904.0,1480.0,0.015,2m,1.6,0.0,1.5,808.0,7968.0,0.01,4m,3.0,1.0,2.0,808.0,6720,0.01,2m,1.0,0.4,1.5,88,7496.0,0.02,5m,2.8,0.4,1.5,888.0,,,,,,,,6312.0,0.01,3m,1.2,0.0,1.0,1000.0,7192.0,0.015,4m,1.6,0.4,0.5,696.0,1304.0,0.02,5m,1.2,0.4,1.0,800.0,1928.0,0.015,5m,2.4000000000000004,1.0,2.0,488.0,,,,,,,,0.05,15,COMPLETE
143,143,1.4954081468200824,2025-06-21 19:44:59.415619,2025-06-21 19:45:05.527779,0 days 00:00:06.112160,2784.0,0.015,3m,2.8,0.8,1.5,720.0,5152.0,0.015,3m,2.8,0.6000000000000001,1.0,304.0,8192.0,0.015,2m,1.2,0.0,1.5,776.0,,,,,,,,,,,,,,,1328.0,0.02,2m,1.2,0.4,0.5,168.0,2272.0,0.02,5m,3.0,1.0,0.5,120.0,,,,,,,,5512.0,0.01,5m,3.0,1.0,2.0,944.0,7136.0,0.015,3m,2.0,0.4,2.0,856.0,2040.0,0.015,2m,1.4,0.0,1.5,720.0,7776.0,0.01,4m,3.0,1.0,2.0,752.0,6496,0.01,2m,1.2,0.4,1.5,120,,,,,,,,,,,,,,,6656.0,0.01,3m,1.2,0.0,1.0,864.0,7664.0,0.015,4m,1.6,0.4,0.5,736.0,1400.0,0.02,5m,1.2,0.4,1.0,872.0,1616.0,0.015,5m,2.2,1.0,2.0,504.0,,,,,,,,0.05,14,COMPLETE
144,144,1.3365923876320018,2025-06-21 19:45:05.624368,2025-06-21 19:45:10.880170,0 days 00:00:05.255802,,,,,,,,4608.0,0.015,3m,2.6,0.6000000000000001,1.0,136.0,7912.0,0.015,2m,1.0,0.0,1.5,800.0,,,,,,,,,,,,,,,1040.0,0.02,2m,1.2,0.4,0.5,216.0,2040.0,0.02,5m,2.8,1.0,0.5,88.0,,,,,,,,5704.0,0.01,5m,3.0,1.0,2.0,968.0,,,,,,,,1792.0,0.015,2m,1.2,0.0,1.5,768.0,7568.0,0.01,5m,3.0,1.0,2.0,832.0,6864,0.01,2m,1.0,0.4,1.5,64,,,,,,,,,,,,,,,7808.0,0.01,3m,1.2,0.0,1.0,936.0,7416.0,0.015,4m,1.8,0.4,0.5,760.0,1152.0,0.02,5m,1.2,0.4,1.0,832.0,2136.0,0.015,5m,2.6,1.0,2.0,392.0,,,,,,,,0.05,12,COMPLETE
145,145,3.678585828984628,2025-06-21 19:45:10.964998,2025-06-21 19:45:17.683774,0 days 00:00:06.718776,1232.0,0.02,1m,2.4000000000000004,0.4,1.5,800.0,4552.0,0.015,1m,3.0,0.6000000000000001,1.0,168.0,7640.0,0.015,2m,1.4,0.0,1.5,856.0,,,,,,,,,,,,,,,2200.0,0.02,2m,1.2,0.2,0.5,104.0,3976.0,0.02,1m,2.8,1.0,0.5,168.0,,,,,,,,4488.0,0.01,5m,2.8,1.0,2.0,984.0,7336.0,0.015,4m,1.8,0.4,2.0,768.0,1384.0,0.015,2m,1.4,0.0,1.5,912.0,8064.0,0.01,4m,2.8,0.6000000000000001,2.0,896.0,6104,0.01,2m,1.0,0.6000000000000001,1.5,144,6464.0,0.02,1m,2.0,0.6000000000000001,1.5,328.0,3168.0,0.015,2m,1.4,0.8,2.0,512.0,4816.0,0.01,1m,3.0,0.0,1.0,1000.0,5720.0,0.015,4m,1.4,0.6000000000000001,0.5,720.0,1312.0,0.02,4m,1.4,0.4,1.0,816.0,3584.0,0.015,5m,2.2,1.0,2.0,536.0,,,,,,,,0.05,16,COMPLETE
146,146,-0.40559016443564916,2025-06-21 19:45:17.782221,2025-06-21 19:45:30.836830,0 days 00:00:13.054609,1184.0,0.02,1m,2.6,0.4,1.5,792.0,4488.0,0.015,1m,3.0,0.6000000000000001,1.0,176.0,7000.0,0.015,2m,1.4,0.0,1.5,856.0,,,,,,,,,,,,,,,2272.0,0.015,2m,1.2,0.2,0.5,104.0,3792.0,0.02,1m,2.8,1.0,0.5,168.0,,,,,,,,4464.0,0.01,5m,2.8,1.0,2.0,768.0,6512.0,0.015,4m,1.8,0.4,2.0,760.0,1200.0,0.015,3m,1.2,0.0,1.5,928.0,8088.0,0.01,4m,2.6,0.6000000000000001,2.0,904.0,5656,0.01,1m,1.0,0.6000000000000001,1.5,144,6496.0,0.02,1m,2.2,0.6000000000000001,1.5,256.0,3392.0,0.015,2m,1.4,0.8,2.0,504.0,4752.0,0.01,1m,3.0,0.2,1.0,1024.0,5720.0,0.015,4m,1.4,0.6000000000000001,0.5,712.0,1024.0,0.02,4m,1.4,0.4,1.0,768.0,3584.0,0.015,5m,2.2,1.0,2.0,544.0,,,,,,,,0.05,16,COMPLETE
