,number,value,datetime_start,datetime_complete,duration,params_AAPL_CDW_beta_win,params_AAPL_CDW_stop_loss,params_AAPL_CDW_trade_freq,params_AAPL_CDW_z_entry,params_AAPL_CDW_z_exit,params_AAPL_CDW_z_stop_scaler,params_AAPL_CDW_z_win,params_AAPL_ROP_beta_win,params_AAPL_ROP_stop_loss,params_AAPL_ROP_trade_freq,params_AAPL_ROP_z_entry,params_AAPL_ROP_z_exit,params_AAPL_ROP_z_stop_scaler,params_AAPL_ROP_z_win,params_ADI_BKNG_beta_win,params_ADI_BKNG_stop_loss,params_ADI_BKNG_trade_freq,params_ADI_BKNG_z_entry,params_ADI_BKNG_z_exit,params_ADI_BKNG_z_stop_scaler,params_ADI_BKNG_z_win,params_ADI_CTSH_beta_win,params_ADI_CTSH_stop_loss,params_ADI_CTSH_trade_freq,params_ADI_CTSH_z_entry,params_ADI_CTSH_z_exit,params_ADI_CTSH_z_stop_scaler,params_ADI_CTSH_z_win,params_ADI_MCHP_beta_win,params_ADI_MCHP_stop_loss,params_ADI_MCHP_trade_freq,params_ADI_MCHP_z_entry,params_ADI_MCHP_z_exit,params_ADI_MCHP_z_stop_scaler,params_ADI_MCHP_z_win,params_AMAT_CDW_beta_win,params_AMAT_CDW_stop_loss,params_AMAT_CDW_trade_freq,params_AMAT_CDW_z_entry,params_AMAT_CDW_z_exit,params_AMAT_CDW_z_stop_scaler,params_AMAT_CDW_z_win,params_AMGN_VRTX_beta_win,params_AMGN_VRTX_stop_loss,params_AMGN_VRTX_trade_freq,params_AMGN_VRTX_z_entry,params_AMGN_VRTX_z_exit,params_AMGN_VRTX_z_stop_scaler,params_AMGN_VRTX_z_win,params_AMZN_MCHP_beta_win,params_AMZN_MCHP_stop_loss,params_AMZN_MCHP_trade_freq,params_AMZN_MCHP_z_entry,params_AMZN_MCHP_z_exit,params_AMZN_MCHP_z_stop_scaler,params_AMZN_MCHP_z_win,params_BKNG_CSX_beta_win,params_BKNG_CSX_stop_loss,params_BKNG_CSX_trade_freq,params_BKNG_CSX_z_entry,params_BKNG_CSX_z_exit,params_BKNG_CSX_z_stop_scaler,params_BKNG_CSX_z_win,params_BKNG_DLTR_beta_win,params_BKNG_DLTR_stop_loss,params_BKNG_DLTR_trade_freq,params_BKNG_DLTR_z_entry,params_BKNG_DLTR_z_exit,params_BKNG_DLTR_z_stop_scaler,params_BKNG_DLTR_z_win,params_BKNG_IDXX_beta_win,params_BKNG_IDXX_stop_loss,params_BKNG_IDXX_trade_freq,params_BKNG_IDXX_z_entry,params_BKNG_IDXX_z_exit,params_BKNG_IDXX_z_stop_scaler,params_BKNG_IDXX_z_win,params_BKNG_KHC_beta_win,params_BKNG_KHC_stop_loss,params_BKNG_KHC_trade_freq,params_BKNG_KHC_z_entry,params_BKNG_KHC_z_exit,params_BKNG_KHC_z_stop_scaler,params_BKNG_KHC_z_win,params_BKNG_MCHP_beta_win,params_BKNG_MCHP_stop_loss,params_BKNG_MCHP_trade_freq,params_BKNG_MCHP_z_entry,params_BKNG_MCHP_z_exit,params_BKNG_MCHP_z_stop_scaler,params_BKNG_MCHP_z_win,params_BKNG_NXPI_beta_win,params_BKNG_NXPI_stop_loss,params_BKNG_NXPI_trade_freq,params_BKNG_NXPI_z_entry,params_BKNG_NXPI_z_exit,params_BKNG_NXPI_z_stop_scaler,params_BKNG_NXPI_z_win,params_CDW_MCHP_beta_win,params_CDW_MCHP_stop_loss,params_CDW_MCHP_trade_freq,params_CDW_MCHP_z_entry,params_CDW_MCHP_z_exit,params_CDW_MCHP_z_stop_scaler,params_CDW_MCHP_z_win,params_COST_CSX_beta_win,params_COST_CSX_stop_loss,params_COST_CSX_trade_freq,params_COST_CSX_z_entry,params_COST_CSX_z_exit,params_COST_CSX_z_stop_scaler,params_COST_CSX_z_win,params_CTSH_MCHP_beta_win,params_CTSH_MCHP_stop_loss,params_CTSH_MCHP_trade_freq,params_CTSH_MCHP_z_entry,params_CTSH_MCHP_z_exit,params_CTSH_MCHP_z_stop_scaler,params_CTSH_MCHP_z_win,params_DASH_DDOG_beta_win,params_DASH_DDOG_stop_loss,params_DASH_DDOG_trade_freq,params_DASH_DDOG_z_entry,params_DASH_DDOG_z_exit,params_DASH_DDOG_z_stop_scaler,params_DASH_DDOG_z_win,params_DASH_MDB_beta_win,params_DASH_MDB_stop_loss,params_DASH_MDB_trade_freq,params_DASH_MDB_z_entry,params_DASH_MDB_z_exit,params_DASH_MDB_z_stop_scaler,params_DASH_MDB_z_win,params_INTU_MCHP_beta_win,params_INTU_MCHP_stop_loss,params_INTU_MCHP_trade_freq,params_INTU_MCHP_z_entry,params_INTU_MCHP_z_exit,params_INTU_MCHP_z_stop_scaler,params_INTU_MCHP_z_win,params_MAR_MCHP_beta_win,params_MAR_MCHP_stop_loss,params_MAR_MCHP_trade_freq,params_MAR_MCHP_z_entry,params_MAR_MCHP_z_exit,params_MAR_MCHP_z_stop_scaler,params_MAR_MCHP_z_win,params_ROP_TTWO_beta_win,params_ROP_TTWO_stop_loss,params_ROP_TTWO_trade_freq,params_ROP_TTWO_z_entry,params_ROP_TTWO_z_exit,params_ROP_TTWO_z_stop_scaler,params_ROP_TTWO_z_win,params_SPLK_WBD_beta_win,params_SPLK_WBD_stop_loss,params_SPLK_WBD_trade_freq,params_SPLK_WBD_z_entry,params_SPLK_WBD_z_exit,params_SPLK_WBD_z_stop_scaler,params_SPLK_WBD_z_win,params_buffer_capital,params_pairs_to_trade,state
121,121,0.48015573108595094,2025-06-21 19:42:26.491559,2025-06-21 19:42:30.585043,0 days 00:00:04.093484,,,,,,,,,,,,,,,6464,0.015,2m,2.6,0.4,1.5,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5104.0,0.02,5m,1.2,1.0,2.0,840.0,8152.0,0.02,3m,1.2,0.8,1.0,352.0,6912.0,0.01,5m,1.2,0.0,1.0,1000.0,2608.0,0.015,1m,2.6,0.8,2.0,712.0,,,,,,,,1568,0.02,3m,1.8,0.6000000000000001,2.0,760,7856.0,0.01,4m,1.6,1.0,0.5,544.0,3808.0,0.02,4m,1.0,0.2,2.0,296.0,,,,,,,,,,,,,,,2312.0,0.01,5m,1.2,0.0,1.0,216.0,0.05,6,COMPLETE
122,122,0.02874561843759962,2025-06-21 19:42:30.679555,2025-06-21 19:42:35.335163,0 days 00:00:04.655608,,,,,,,,,,,,,,,6592,0.015,2m,2.6,0.4,1.5,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5432.0,0.02,3m,3.0,1.0,2.0,144.0,,,,,,,,,,,,,,,,,,,,,,4600.0,0.02,5m,1.2,0.6000000000000001,2.0,784.0,8112.0,0.02,3m,1.2,0.8,1.0,320.0,6568.0,0.01,5m,1.0,0.0,1.0,944.0,2656.0,0.015,1m,2.4000000000000004,0.6000000000000001,2.0,568.0,,,,,,,,1912,0.02,3m,1.8,0.6000000000000001,2.0,752,8040.0,0.01,4m,1.6,1.0,0.5,576.0,3120.0,0.02,4m,1.0,0.2,2.0,304.0,,,,,,,,,,,,,,,2096.0,0.01,5m,1.0,0.0,1.0,256.0,0.05,7,COMPLETE
123,123,-0.9356937662483455,2025-06-21 19:42:35.423346,2025-06-21 19:42:39.429089,0 days 00:00:04.005743,,,,,,,,,,,,,,,6464,0.015,2m,2.6,0.4,1.5,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4424.0,0.015,5m,1.2,0.8,2.0,704.0,7376.0,0.02,3m,1.0,0.8,0.5,528.0,5976.0,0.01,5m,1.2,0.0,1.0,800.0,2888.0,0.015,1m,3.0,1.0,2.0,768.0,,,,,,,,2160,0.02,3m,1.8,0.6000000000000001,2.0,912,8192.0,0.01,4m,1.8,1.0,0.5,520.0,4368.0,0.02,4m,1.2,0.0,1.5,504.0,,,,,,,,,,,,,,,1936.0,0.01,5m,1.2,0.0,0.5,184.0,0.05,6,COMPLETE
124,124,-1.8441108336812493,2025-06-21 19:42:39.492657,2025-06-21 19:42:42.539151,0 days 00:00:03.046494,,,,,,,,,,,,,,,6792,0.015,2m,2.4000000000000004,0.6000000000000001,1.5,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5544.0,0.015,5m,1.0,1.0,2.0,904.0,,,,,,,,5768.0,0.01,5m,1.0,0.0,1.0,968.0,2600.0,0.015,1m,2.6,0.8,2.0,952.0,,,,,,,,1176,0.02,3m,1.6,0.6000000000000001,2.0,88,7664.0,0.01,4m,1.2,1.0,0.5,560.0,,,,,,,,,,,,,,,,,,,,,,2672.0,0.01,5m,1.6,0.0,0.5,304.0,0.1,4,COMPLETE
125,125,-1.9780377542920846,2025-06-21 19:42:42.615841,2025-06-21 19:42:46.536940,0 days 00:00:03.921099,,,,,,,,,,,,,,,6080,0.015,1m,2.6,0.2,1.5,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4976.0,0.015,2m,1.2,0.8,2.0,952.0,5376.0,0.02,3m,1.4,0.6000000000000001,1.0,424.0,6416.0,0.01,2m,1.2,0.0,1.0,1008.0,3880.0,0.015,1m,2.8,0.8,2.0,704.0,,,,,,,,1672,0.02,4m,1.0,0.4,2.0,168,7496.0,0.01,4m,1.4,1.0,0.5,648.0,3656.0,0.02,4m,1.0,0.2,2.0,264.0,,,,,,,,,,,,,,,2432.0,0.01,5m,1.4,0.0,0.5,344.0,0.05,6,COMPLETE
126,126,-1.5726624746990219,2025-06-21 19:42:46.614946,2025-06-21 19:42:50.597471,0 days 00:00:03.982525,,,,,,,,,,,,,,,5512,0.015,1m,2.4000000000000004,0.4,1.5,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5352.0,0.015,5m,1.2,0.0,2.0,992.0,,,,,,,,7256.0,0.01,5m,1.0,0.0,1.0,760.0,1672.0,0.015,4m,2.2,0.6000000000000001,2.0,848.0,,,,,,,,1424,0.02,4m,2.0,0.4,2.0,112,7928.0,0.01,3m,1.6,1.0,0.5,592.0,2152.0,0.02,4m,1.2,0.4,1.5,152.0,,,,,,,,,,,,,,,1736.0,0.01,5m,1.6,0.0,2.0,120.0,0.1,5,COMPLETE
127,127,0.5187744586877985,2025-06-21 19:42:50.683566,2025-06-21 19:42:53.201835,0 days 00:00:02.518269,,,,,,,,,,,,,,,5824,0.015,2m,2.6,0.2,1.5,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4712.0,0.015,2m,1.4,0.0,2.0,680.0,,,,,,,,6808.0,0.01,5m,1.2,0.0,1.5,976.0,,,,,,,,,,,,,,,2336,0.02,4m,1.8,0.8,2.0,128,7336.0,0.01,4m,1.4,1.0,0.5,624.0,,,,,,,,,,,,,,,,,,,,,,1480.0,0.01,5m,1.8,0.0,1.5,368.0,0.05,3,COMPLETE
128,128,0.3143438191833046,2025-06-21 19:42:53.299090,2025-06-21 19:42:56.336369,0 days 00:00:03.037279,,,,,,,,,,,,,,,5784,0.015,1m,2.6,1.0,1.5,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4712.0,0.015,2m,1.4,0.0,2.0,736.0,,,,,,,,6768.0,0.015,5m,1.0,0.0,1.5,912.0,,,,,,,,,,,,,,,2392,0.02,4m,2.0,0.8,2.0,128,6848.0,0.01,4m,1.4,0.2,0.5,624.0,,,,,,,,,,,,,,,,,,,,,,1456.0,0.01,5m,1.8,0.0,1.5,376.0,0.1,3,COMPLETE
129,129,-1.7574591851342907,2025-06-21 19:42:56.406677,2025-06-21 19:42:59.023975,0 days 00:00:02.617298,,,,,,,,,,,,,,,4240,0.015,1m,2.4000000000000004,0.2,1.5,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4304.0,0.015,2m,1.4,0.0,2.0,680.0,,,,,,,,6128.0,0.01,3m,1.2,0.0,1.5,976.0,,,,,,,,,,,,,,,2320,0.01,4m,1.8,0.8,2.0,184,7384.0,0.01,4m,1.4,1.0,0.5,656.0,,,,,,,,,,,,,,,,,,,,,,1608.0,0.01,5m,1.6,0.8,1.5,520.0,0.05,3,COMPLETE
130,130,-1.7396563235975666,2025-06-21 19:42:59.099109,2025-06-21 19:43:02.016708,0 days 00:00:02.917599,,,,,,,,,,,,,,,6216,0.015,1m,2.6,0.2,1.5,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3640.0,0.015,2m,1.4,0.0,2.0,688.0,,,,,,,,6504.0,0.01,5m,1.0,0.0,2.0,896.0,,,,,,,,,,,,,,,2592,0.02,4m,1.6,0.8,2.0,80,7680.0,0.01,4m,1.2,1.0,0.5,440.0,,,,,,,,,,,,,,,,,,,,,,1888.0,0.01,5m,1.8,0.0,1.5,608.0,0.1,3,COMPLETE
131,131,0.3921369451012,2025-06-21 19:43:02.088791,2025-06-21 19:43:05.215576,0 days 00:00:03.126785,,,,,,,,,,,,,,,6008,0.015,2m,2.6,0.2,1.5,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4552.0,0.015,2m,1.2,0.0,2.0,888.0,,,,,,,,6976.0,0.01,5m,1.2,0.0,1.0,944.0,4192.0,0.015,3m,2.0,0.8,2.0,984.0,,,,,,,,2104,0.02,4m,1.8,0.8,2.0,96,7824.0,0.01,4m,1.6,1.0,0.5,544.0,,,,,,,,,,,,,,,,,,,,,,1184.0,0.01,5m,1.4,0.0,1.5,224.0,0.05,4,COMPLETE
132,132,-0.01697360953300329,2025-06-21 19:43:05.283642,2025-06-21 19:43:07.207851,0 days 00:00:01.924209,,,,,,,,,,,,,,,6384,0.015,2m,2.8,0.2,1.5,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4784.0,0.015,2m,1.2,0.0,2.0,848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,0.02,3m,1.8,0.2,2.0,784,7568.0,0.01,4m,1.4,1.0,0.5,512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
133,133,-0.48083156749854533,2025-06-21 19:43:07.283612,2025-06-21 19:43:10.498793,0 days 00:00:03.215181,,,,,,,,,,,,,,,5864,0.015,2m,2.6,0.2,1.5,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3928.0,0.02,2m,1.0,0.0,2.0,536.0,,,,,,,,7120.0,0.01,5m,1.2,0.0,1.5,984.0,3632.0,0.015,1m,2.8,1.0,2.0,800.0,,,,,,,,1672,0.02,4m,1.8,0.8,2.0,160,2656.0,0.01,4m,1.6,1.0,0.5,600.0,,,,,,,,,,,,,,,,,,,,,,2192.0,0.01,5m,1.4,1.0,0.5,280.0,0.05,4,COMPLETE
134,134,0.12295524237750151,2025-06-21 19:43:10.581154,2025-06-21 19:43:13.253912,0 days 00:00:02.672758,,,,,,,,,,,,,,,6576,0.015,2m,2.6,0.4,1.5,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4384.0,0.015,5m,1.2,0.0,2.0,592.0,,,,,,,,6736.0,0.01,5m,1.0,0.0,1.0,1024.0,,,,,,,,,,,,,,,2696,0.02,4m,1.8,0.6000000000000001,2.0,136,7952.0,0.01,4m,1.6,1.0,0.5,576.0,,,,,,,,,,,,,,,,,,,,,,2040.0,0.01,5m,1.2,0.0,0.5,336.0,0.05,3,COMPLETE
135,135,-0.37395932201289805,2025-06-21 19:43:13.330271,2025-06-21 19:43:15.206885,0 days 00:00:01.876614,,,,,,,,,,,,,,,7016,0.015,2m,2.6,0.2,1.5,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104.0,0.015,2m,1.2,0.0,2.0,728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2936,0.02,4m,2.0,0.4,2.0,104,7272.0,0.01,2m,1.8,1.0,0.5,552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
136,136,0.9422173654755425,2025-06-21 19:43:15.277858,2025-06-21 19:43:19.435068,0 days 00:00:04.157210,,,,,,,,,,,,,,,6224,0.015,1m,2.2,0.0,1.5,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4976.0,0.015,3m,1.4,0.0,2.0,800.0,7944.0,0.02,3m,1.2,1.0,0.5,304.0,7368.0,0.01,5m,1.2,0.0,1.0,248.0,2184.0,0.015,3m,2.6,1.0,2.0,512.0,,,,,,,,1496,0.02,2m,1.8,0.2,2.0,80,7728.0,0.01,4m,1.4,1.0,0.5,464.0,5360.0,0.02,4m,2.4000000000000004,0.0,2.0,344.0,,,,,,,,,,,,,,,2800.0,0.01,5m,1.6,0.0,1.5,408.0,0.05,6,COMPLETE
137,137,-1.6368898085590506,2025-06-21 19:43:19.512263,2025-06-21 19:43:22.623827,0 days 00:00:03.111564,,,,,,,,,,,,,,,5664,0.015,1m,2.2,0.0,1.5,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4952.0,0.015,3m,1.4,0.0,2.0,792.0,,,,,,,,7712.0,0.01,5m,1.0,0.0,1.0,176.0,3056.0,0.02,3m,3.0,1.0,2.0,520.0,,,,,,,,1928,0.02,4m,1.8,0.2,2.0,120,7408.0,0.01,4m,1.4,1.0,0.5,680.0,,,,,,,,,,,,,,,,,,,,,,2768.0,0.01,5m,1.6,0.6000000000000001,1.5,400.0,0.15000000000000002,4,COMPLETE
138,138,-1.3297884073927253,2025-06-21 19:43:22.719148,2025-06-21 19:43:25.979280,0 days 00:00:03.260132,,,,,,,,,,,,,,,6720,0.015,1m,2.2,0.0,1.5,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4664.0,0.015,3m,1.6,0.0,2.0,760.0,,,,,,,,7304.0,0.01,5m,1.2,0.0,1.0,824.0,,,,,,,,,,,,,,,2192,0.02,2m,2.0,0.2,2.0,64,7728.0,0.01,1m,1.4,0.8,0.5,400.0,,,,,,,,,,,,,,,,,,,,,,3008.0,0.01,5m,1.6,0.0,1.5,416.0,0.1,3,COMPLETE
139,139,-2.037055944997053,2025-06-21 19:43:26.038281,2025-06-21 19:43:29.738595,0 days 00:00:03.700314,,,,,,,,,,,,,,,3728,0.015,1m,2.0,0.0,1.5,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3816.0,0.015,3m,1.4,0.0,2.0,672.0,,,,,,,,7408.0,0.01,5m,1.0,0.0,1.0,960.0,2152.0,0.015,3m,2.4000000000000004,1.0,2.0,432.0,,,,,,,,1392,0.02,2m,1.8,0.2,2.0,80,7128.0,0.01,4m,1.0,1.0,0.5,448.0,5360.0,0.02,2m,2.4000000000000004,0.0,1.5,408.0,,,,,,,,,,,,,,,2608.0,0.01,5m,1.8,0.0,1.5,376.0,0.05,5,COMPLETE
140,140,-0.15591498206334273,2025-06-21 19:43:29.818106,2025-06-21 19:43:31.848707,0 days 00:00:02.030601,,,,,,,,,,,,,,,7288,0.015,1m,2.4000000000000004,0.0,1.5,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4480.0,0.015,3m,1.6,0.0,2.0,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2432,0.02,2m,2.4000000000000004,0.2,0.5,152,8088.0,0.01,3m,2.0,1.0,0.5,496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
141,141,1.2548051155086422,2025-06-21 19:43:31.936223,2025-06-21 19:43:35.895543,0 days 00:00:03.959320,,,,,,,,,,,,,,,6248,0.015,1m,2.4000000000000004,0.2,1.5,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5112.0,0.015,2m,1.2,0.0,2.0,816.0,8008.0,0.02,3m,1.2,1.0,0.5,344.0,6856.0,0.01,5m,1.2,0.0,1.0,128.0,1304.0,0.015,3m,2.6,1.0,2.0,584.0,,,,,,,,1768,0.02,2m,1.8,0.2,2.0,680,7800.0,0.01,4m,1.6,1.0,0.5,472.0,4400.0,0.02,4m,2.6,0.0,2.0,352.0,,,,,,,,,,,,,,,2352.0,0.01,5m,1.4,0.0,1.5,352.0,0.05,6,COMPLETE
142,142,-1.0576183150491927,2025-06-21 19:43:35.995074,2025-06-21 19:43:40.638091,0 days 00:00:04.643017,,,,,,,,,,,,,,,6248,0.015,1m,2.4000000000000004,0.2,1.5,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7712.0,0.01,4m,1.0,0.6000000000000001,0.5,928.0,,,,,,,,,,,,,,,,,,,,,,5264.0,0.015,2m,1.2,0.0,2.0,784.0,7664.0,0.02,3m,1.6,1.0,0.5,280.0,7104.0,0.01,5m,1.2,0.0,1.0,144.0,1256.0,0.015,3m,2.4000000000000004,1.0,2.0,480.0,,,,,,,,1752,0.02,2m,1.8,0.2,2.0,104,7592.0,0.01,4m,1.4,1.0,0.5,480.0,5800.0,0.02,4m,2.6,0.0,2.0,344.0,,,,,,,,,,,,,,,2424.0,0.01,5m,1.4,0.0,1.5,352.0,0.05,7,COMPLETE
143,143,-0.012518436483166957,2025-06-21 19:43:40.711613,2025-06-21 19:43:44.446452,0 days 00:00:03.734839,,,,,,,,,,,,,,,6120,0.015,1m,2.4000000000000004,0.2,1.5,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4856.0,0.015,2m,1.2,0.0,2.0,816.0,,,,,,,,6552.0,0.01,5m,1.4,0.0,1.0,240.0,2024.0,0.015,3m,2.8,1.0,2.0,592.0,,,,,,,,1224,0.02,2m,1.6,0.2,2.0,80,7728.0,0.01,4m,1.6,1.0,0.5,512.0,5560.0,0.02,4m,2.4000000000000004,0.0,2.0,480.0,,,,,,,,,,,,,,,2208.0,0.01,5m,1.6,0.0,1.5,336.0,0.05,5,COMPLETE
144,144,0.06596003085611425,2025-06-21 19:43:44.532968,2025-06-21 19:43:47.376468,0 days 00:00:02.843500,,,,,,,,,,,,,,,5920,0.015,1m,2.2,0.2,1.5,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5720.0,0.015,2m,1.4,0.0,2.0,72.0,,,,,,,,4752.0,0.01,5m,1.2,0.0,1.0,320.0,,,,,,,,,,,,,,,1496,0.02,2m,1.8,0.2,2.0,688,7488.0,0.01,4m,1.4,1.0,0.5,472.0,,,,,,,,,,,,,,,,,,,,,,2080.0,0.01,5m,1.4,0.0,1.5,440.0,0.05,3,COMPLETE
145,145,-0.8727695374544286,2025-06-21 19:43:47.445977,2025-06-21 19:43:50.982661,0 days 00:00:03.536684,,,,,,,,,,,,,,,6296,0.015,1m,2.4000000000000004,0.2,1.5,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5040.0,0.015,2m,1.2,0.0,2.0,128.0,,,,,,,,6856.0,0.01,5m,1.0,0.0,1.0,64.0,1344.0,0.015,3m,2.6,1.0,2.0,544.0,,,,,,,,2032,0.02,2m,1.8,0.2,2.0,136,8184.0,0.01,4m,1.2,1.0,0.5,528.0,,,,,,,,,,,,,,,,,,,,,,1856.0,0.01,5m,1.4,0.0,1.5,304.0,0.1,4,COMPLETE
146,146,0.22992050727537366,2025-06-21 19:43:51.067663,2025-06-21 19:43:54.727034,0 days 00:00:03.659371,,,,,,,,,,,,,,,6664,0.015,1m,1.8,0.0,1.5,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4312.0,0.015,2m,1.4,0.0,2.0,80.0,,,,,,,,6704.0,0.01,5m,1.4,1.0,1.0,136.0,1720.0,0.015,3m,2.6,1.0,2.0,496.0,,,,,,,,1832,0.02,4m,1.8,0.2,2.0,608,7992.0,0.01,4m,1.6,1.0,0.5,632.0,,,,,,,,,,,,,,,,,,,,,,1664.0,0.01,5m,1.6,0.0,0.5,368.0,0.05,4,COMPLETE
147,147,-4.024389651628929,2025-06-21 19:43:54.804548,2025-06-21 19:43:59.587609,0 days 00:00:04.783061,,,,,,,,,,,,,,,5520,0.015,1m,2.4000000000000004,0.2,1.5,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6568.0,0.02,2m,1.4,0.0,0.5,432.0,,,,,,,,,,,,,,,,,,,,,,4136.0,0.015,2m,1.0,0.0,2.0,168.0,6104.0,0.015,3m,1.0,1.0,0.5,72.0,6320.0,0.01,1m,1.0,0.0,1.0,96.0,1104.0,0.015,3m,2.2,1.0,2.0,416.0,,,,,,,,2216,0.02,2m,1.6,0.4,2.0,64,7752.0,0.01,4m,1.8,1.0,0.5,592.0,4928.0,0.02,4m,2.6,0.0,2.0,272.0,,,,,,,,,,,,,,,2560.0,0.01,5m,1.4,0.0,1.5,320.0,0.05,7,COMPLETE
148,148,-0.01985173313171256,2025-06-21 19:43:59.665599,2025-06-21 19:44:03.993245,0 days 00:00:04.327646,,,,,,,,,,,,,,,5744,0.015,4m,2.6,0.2,1.5,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4528.0,0.015,3m,1.2,0.0,2.0,776.0,7136.0,0.02,3m,1.4,1.0,0.5,224.0,7112.0,0.01,5m,1.0,0.0,1.0,864.0,4368.0,0.015,3m,3.0,0.4,2.0,328.0,,,,,,,,1032,0.02,4m,1.8,0.4,2.0,104,7328.0,0.01,4m,1.6,1.0,0.5,608.0,4456.0,0.02,4m,2.8,0.0,2.0,416.0,,,,,,,,,,,,,,,2816.0,0.01,2m,1.6,0.0,0.5,408.0,0.1,6,COMPLETE
149,149,-0.19781520397160174,2025-06-21 19:44:04.079252,2025-06-21 19:44:06.846081,0 days 00:00:02.766829,,,,,,,,,,,,,,,6896,0.015,1m,2.2,0.0,1.5,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5432.0,0.015,4m,1.0,0.0,2.0,568.0,,,,,,,,6768.0,0.01,5m,1.2,0.0,1.5,936.0,,,,,,,,,,,,,,,2544,0.02,4m,2.0,0.2,2.0,120,7560.0,0.01,4m,1.4,1.0,0.5,424.0,,,,,,,,,,,,,,,,,,,,,,2304.0,0.01,5m,1.8,0.0,0.5,584.0,0.1,3,COMPLETE
