,number,value,datetime_start,datetime_complete,duration,params_AAPL_DASH_beta_win,params_AAPL_DASH_stop_loss,params_AAPL_DASH_trade_freq,params_AAPL_DASH_z_entry,params_AAPL_DASH_z_exit,params_AAPL_DASH_z_stop_scaler,params_AAPL_DASH_z_win,params_ADBE_FANG_beta_win,params_ADBE_FANG_stop_loss,params_ADBE_FANG_trade_freq,params_ADBE_FANG_z_entry,params_ADBE_FANG_z_exit,params_ADBE_FANG_z_stop_scaler,params_ADBE_FANG_z_win,params_AVGO_MAR_beta_win,params_AVGO_MAR_stop_loss,params_AVGO_MAR_trade_freq,params_AVGO_MAR_z_entry,params_AVGO_MAR_z_exit,params_AVGO_MAR_z_stop_scaler,params_AVGO_MAR_z_win,params_CDW_KLAC_beta_win,params_CDW_KLAC_stop_loss,params_CDW_KLAC_trade_freq,params_CDW_KLAC_z_entry,params_CDW_KLAC_z_exit,params_CDW_KLAC_z_stop_scaler,params_CDW_KLAC_z_win,params_CDW_LRCX_beta_win,params_CDW_LRCX_stop_loss,params_CDW_LRCX_trade_freq,params_CDW_LRCX_z_entry,params_CDW_LRCX_z_exit,params_CDW_LRCX_z_stop_scaler,params_CDW_LRCX_z_win,params_CRWD_ISRG_beta_win,params_CRWD_ISRG_stop_loss,params_CRWD_ISRG_trade_freq,params_CRWD_ISRG_z_entry,params_CRWD_ISRG_z_exit,params_CRWD_ISRG_z_stop_scaler,params_CRWD_ISRG_z_win,params_CRWD_MAR_beta_win,params_CRWD_MAR_stop_loss,params_CRWD_MAR_trade_freq,params_CRWD_MAR_z_entry,params_CRWD_MAR_z_exit,params_CRWD_MAR_z_stop_scaler,params_CRWD_MAR_z_win,params_CSX_ROST_beta_win,params_CSX_ROST_stop_loss,params_CSX_ROST_trade_freq,params_CSX_ROST_z_entry,params_CSX_ROST_z_exit,params_CSX_ROST_z_stop_scaler,params_CSX_ROST_z_win,params_DASH_PCAR_beta_win,params_DASH_PCAR_stop_loss,params_DASH_PCAR_trade_freq,params_DASH_PCAR_z_entry,params_DASH_PCAR_z_exit,params_DASH_PCAR_z_stop_scaler,params_DASH_PCAR_z_win,params_DXCM_PYPL_beta_win,params_DXCM_PYPL_stop_loss,params_DXCM_PYPL_trade_freq,params_DXCM_PYPL_z_entry,params_DXCM_PYPL_z_exit,params_DXCM_PYPL_z_stop_scaler,params_DXCM_PYPL_z_win,params_EA_ON_beta_win,params_EA_ON_stop_loss,params_EA_ON_trade_freq,params_EA_ON_z_entry,params_EA_ON_z_exit,params_EA_ON_z_stop_scaler,params_EA_ON_z_win,params_GEHC_ODFL_beta_win,params_GEHC_ODFL_stop_loss,params_GEHC_ODFL_trade_freq,params_GEHC_ODFL_z_entry,params_GEHC_ODFL_z_exit,params_GEHC_ODFL_z_stop_scaler,params_GEHC_ODFL_z_win,params_HON_ON_beta_win,params_HON_ON_stop_loss,params_HON_ON_trade_freq,params_HON_ON_z_entry,params_HON_ON_z_exit,params_HON_ON_z_stop_scaler,params_HON_ON_z_win,params_IDXX_ON_beta_win,params_IDXX_ON_stop_loss,params_IDXX_ON_trade_freq,params_IDXX_ON_z_entry,params_IDXX_ON_z_exit,params_IDXX_ON_z_stop_scaler,params_IDXX_ON_z_win,params_INTC_ON_beta_win,params_INTC_ON_stop_loss,params_INTC_ON_trade_freq,params_INTC_ON_z_entry,params_INTC_ON_z_exit,params_INTC_ON_z_stop_scaler,params_INTC_ON_z_win,params_ISRG_MAR_beta_win,params_ISRG_MAR_stop_loss,params_ISRG_MAR_trade_freq,params_ISRG_MAR_z_entry,params_ISRG_MAR_z_exit,params_ISRG_MAR_z_stop_scaler,params_ISRG_MAR_z_win,params_NVDA_WBD_beta_win,params_NVDA_WBD_stop_loss,params_NVDA_WBD_trade_freq,params_NVDA_WBD_z_entry,params_NVDA_WBD_z_exit,params_NVDA_WBD_z_stop_scaler,params_NVDA_WBD_z_win,params_ON_WDAY_beta_win,params_ON_WDAY_stop_loss,params_ON_WDAY_trade_freq,params_ON_WDAY_z_entry,params_ON_WDAY_z_exit,params_ON_WDAY_z_stop_scaler,params_ON_WDAY_z_win,params_ORLY_WBD_beta_win,params_ORLY_WBD_stop_loss,params_ORLY_WBD_trade_freq,params_ORLY_WBD_z_entry,params_ORLY_WBD_z_exit,params_ORLY_WBD_z_stop_scaler,params_ORLY_WBD_z_win,params_SBUX_TMUS_beta_win,params_SBUX_TMUS_stop_loss,params_SBUX_TMUS_trade_freq,params_SBUX_TMUS_z_entry,params_SBUX_TMUS_z_exit,params_SBUX_TMUS_z_stop_scaler,params_SBUX_TMUS_z_win,params_buffer_capital,params_pairs_to_trade,state
135,135,-0.3486665771169453,2025-06-21 19:46:27.559541,2025-06-21 19:46:32.344611,0 days 00:00:04.785070,,,,,,,,,,,,,,,,,,,,,,6784.0,0.015,2m,2.8,0.8,0.5,96.0,,,,,,,,,,,,,,,,,,,,,,7736.0,0.01,5m,2.0,0.6000000000000001,2.0,488.0,7936.0,0.01,5m,1.6,0.8,1.5,104.0,1984.0,0.015,5m,3.0,0.6000000000000001,2.0,968.0,2512.0,0.02,2m,2.2,0.0,0.5,464.0,,,,,,,,2432.0,0.015,1m,1.2,0.0,0.5,320.0,7744,0.01,5m,1.8,0.2,2.0,896,1656.0,0.02,3m,2.6,0.0,1.5,296.0,5456.0,0.02,4m,2.0,0.8,2.0,320.0,,,,,,,,,,,,,,,2464.0,0.015,1m,2.8,1.0,0.5,312.0,,,,,,,,0.25,10,COMPLETE
136,136,0.11935637686989341,2025-06-21 19:46:32.428127,2025-06-21 19:46:36.826847,0 days 00:00:04.398720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7144.0,0.01,1m,1.8,0.6000000000000001,2.0,712.0,7000.0,0.01,3m,1.2,0.2,1.5,128.0,2496.0,0.01,5m,2.6,0.6000000000000001,2.0,928.0,1048.0,0.02,1m,2.8,0.2,2.0,160.0,,,,,,,,1480.0,0.015,5m,1.2,0.6000000000000001,2.0,728.0,7048,0.01,4m,1.2,0.2,2.0,1024,1904.0,0.02,5m,2.8,0.0,1.5,648.0,4288.0,0.02,5m,1.6,0.8,0.5,136.0,,,,,,,,,,,,,,,4184.0,0.015,4m,3.0,0.8,0.5,592.0,,,,,,,,0.2,9,COMPLETE
137,137,0.8079012210421884,2025-06-21 19:46:36.920370,2025-06-21 19:46:43.017625,0 days 00:00:06.097255,,,,,,,,,,,,,,,,,,,,,,6376.0,0.015,2m,3.0,0.4,1.0,312.0,4056.0,0.01,4m,2.0,0.2,1.5,352.0,,,,,,,,,,,,,,,4864.0,0.01,3m,2.2,0.4,1.5,744.0,6376.0,0.01,3m,1.4,0.2,1.5,184.0,2784.0,0.01,3m,2.8,0.6000000000000001,2.0,424.0,2096.0,0.02,2m,3.0,0.2,2.0,312.0,,,,,,,,3200.0,0.02,5m,2.0,0.0,2.0,104.0,7264,0.01,2m,1.4,0.0,2.0,944,6136.0,0.02,3m,3.0,0.0,1.5,776.0,5200.0,0.02,5m,1.6,0.6000000000000001,0.5,112.0,,,,,,,,,,,,,,,2784.0,0.015,1m,2.6,1.0,0.5,472.0,1408.0,0.02,2m,2.4000000000000004,0.2,1.0,592.0,0.25,12,COMPLETE
138,138,-0.1973039221213772,2025-06-21 19:46:43.106695,2025-06-21 19:46:48.285892,0 days 00:00:05.179197,,,,,,,,,,,,,,,,,,,,,,5664.0,0.015,2m,2.4000000000000004,1.0,1.0,184.0,,,,,,,,,,,,,,,,,,,,,,7336.0,0.01,3m,2.0,0.6000000000000001,1.5,256.0,7784.0,0.01,4m,1.2,0.2,1.5,392.0,2176.0,0.01,5m,3.0,0.2,2.0,1008.0,1624.0,0.02,3m,3.0,0.2,2.0,96.0,,,,,,,,2176.0,0.015,4m,1.6,0.4,2.0,240.0,8064,0.01,5m,1.6,0.2,2.0,992,2584.0,0.02,4m,3.0,0.2,1.5,600.0,4528.0,0.01,5m,1.4,0.8,0.5,80.0,,,,,,,,,,,,,,,1664.0,0.02,3m,1.6,0.8,1.0,200.0,8136.0,0.01,1m,2.2,0.0,1.0,104.0,0.15000000000000002,11,COMPLETE
139,139,-0.9326942930862944,2025-06-21 19:46:48.384044,2025-06-21 19:46:51.527673,0 days 00:00:03.143629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6984.0,0.01,2m,1.8,0.4,2.0,640.0,7240.0,0.01,2m,1.6,0.2,1.5,160.0,2928.0,0.01,5m,2.8,0.0,2.0,336.0,2768.0,0.02,2m,2.8,0.4,2.0,224.0,,,,,,,,2560.0,0.015,5m,1.0,0.0,2.0,168.0,7808,0.01,1m,1.2,0.2,2.0,856,1240.0,0.02,3m,2.6,0.0,2.0,752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,7,COMPLETE
140,140,0.6016796184152648,2025-06-21 19:46:51.605643,2025-06-21 19:46:54.654765,0 days 00:00:03.049122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6232.0,0.01,4m,1.4,0.6000000000000001,1.5,776.0,7584.0,0.01,3m,1.8,0.2,1.5,224.0,2384.0,0.01,5m,3.0,0.8,2.0,984.0,3584.0,0.02,2m,2.8,0.0,2.0,136.0,,,,,,,,2944.0,0.015,5m,1.8,0.4,2.0,608.0,7592,0.01,5m,1.0,0.0,2.0,576,1456.0,0.02,3m,2.8,0.2,1.5,728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,7,COMPLETE
141,141,-0.5153368777537837,2025-06-21 19:46:54.728064,2025-06-21 19:46:59.803752,0 days 00:00:05.075688,,,,,,,,,,,,,,,,,,,,,,2112.0,0.015,1m,3.0,0.4,2.0,216.0,5544.0,0.01,1m,1.6,0.4,1.5,656.0,,,,,,,,,,,,,,,8120.0,0.01,3m,1.8,0.4,1.5,296.0,7664.0,0.01,3m,1.8,0.2,1.5,504.0,7008.0,0.01,5m,2.8,0.0,1.0,960.0,3024.0,0.02,2m,2.8,0.2,2.0,272.0,,,,,,,,2344.0,0.015,5m,1.6,0.4,2.0,936.0,7888,0.01,5m,1.2,0.2,2.0,912,1672.0,0.02,3m,3.0,0.0,1.5,936.0,4736.0,0.02,5m,1.2,0.8,1.0,504.0,,,,,,,,,,,,,,,1432.0,0.02,3m,2.2,0.4,1.5,760.0,2576.0,0.02,1m,2.8,0.8,0.5,320.0,0.2,12,COMPLETE
142,142,-0.6605195320908703,2025-06-21 19:46:59.879029,2025-06-21 19:47:05.359714,0 days 00:00:05.480685,,,,,,,,,,,,,,,,,,,,,,1736.0,0.015,1m,2.8,0.2,2.0,272.0,5904.0,0.01,1m,1.2,0.4,2.0,808.0,,,,,,,,,,,,,,,7880.0,0.01,3m,1.8,0.4,1.5,328.0,8096.0,0.01,3m,1.8,0.2,1.5,432.0,5520.0,0.01,5m,2.8,0.0,1.0,976.0,2496.0,0.02,2m,2.8,0.2,2.0,248.0,,,,,,,,1984.0,0.015,5m,1.4,0.4,2.0,64.0,7936,0.01,5m,1.2,0.2,2.0,896,1512.0,0.02,3m,3.0,0.0,1.5,880.0,5168.0,0.02,5m,1.2,0.8,1.0,608.0,,,,,,,,,,,,,,,1864.0,0.02,3m,2.2,0.4,1.5,768.0,2944.0,0.02,1m,2.8,1.0,0.5,504.0,0.2,12,COMPLETE
143,143,-0.038510971370335975,2025-06-21 19:47:05.463855,2025-06-21 19:47:12.309857,0 days 00:00:06.846002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8144.0,0.01,3m,2.0,0.4,1.5,560.0,7832.0,0.01,3m,1.8,0.2,1.5,456.0,6600.0,0.01,5m,2.8,0.0,1.0,904.0,1904.0,0.02,2m,3.0,0.2,2.0,280.0,,,,,,,,2696.0,0.015,5m,1.2,0.4,2.0,1008.0,7400,0.01,5m,1.4,0.2,2.0,872,1344.0,0.02,3m,3.0,0.0,1.5,968.0,4944.0,0.02,5m,1.2,0.8,1.0,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,8,COMPLETE
144,144,0.11233255262662097,2025-06-21 19:47:12.455512,2025-06-21 19:47:25.534799,0 days 00:00:13.079287,,,,,,,,,,,,,,,,,,,,,,3008.0,0.015,1m,3.0,0.4,2.0,200.0,,,,,,,,,,,,,,,,,,,,,,7808.0,0.01,3m,1.6,0.2,1.5,808.0,7384.0,0.01,3m,2.0,0.2,1.5,448.0,2584.0,0.01,5m,2.6,0.0,0.5,952.0,2568.0,0.02,5m,2.8,0.2,2.0,312.0,,,,,,,,2376.0,0.015,5m,1.6,0.4,2.0,272.0,7656,0.01,5m,1.2,0.2,2.0,840,2960.0,0.02,3m,3.0,0.0,1.5,912.0,3936.0,0.02,5m,1.0,0.8,1.0,368.0,,,,,,,,,,,,,,,1176.0,0.02,3m,2.4000000000000004,0.2,1.5,824.0,2224.0,0.02,1m,3.0,0.8,0.5,232.0,0.2,11,COMPLETE
145,145,0.09413205085845691,2025-06-21 19:47:25.665351,2025-06-21 19:47:29.895663,0 days 00:00:04.230312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6496.0,0.01,3m,1.8,0.4,1.5,224.0,7704.0,0.01,3m,1.8,0.2,1.5,600.0,6232.0,0.01,5m,3.0,0.2,2.0,1016.0,2336.0,0.02,2m,3.0,0.2,2.0,200.0,,,,,,,,2128.0,0.015,4m,2.0,0.2,2.0,664.0,7792,0.01,5m,1.4,0.2,2.0,936,1648.0,0.02,3m,2.8,0.0,1.5,928.0,5592.0,0.02,4m,1.8,0.8,0.5,472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,8,COMPLETE
146,146,0.22197671416822284,2025-06-21 19:47:29.972576,2025-06-21 19:47:34.142382,0 days 00:00:04.169806,,,,,,,,,,,,,,,,,,,,,,4176.0,0.015,1m,2.6,0.2,2.0,336.0,,,,,,,,,,,,,,,,,,,,,,7656.0,0.01,3m,2.8,0.4,1.5,256.0,2480.0,0.01,5m,1.6,0.2,1.5,296.0,4936.0,0.01,5m,2.8,0.0,2.0,920.0,1336.0,0.015,2m,1.8,0.4,2.0,344.0,,,,,,,,1776.0,0.02,1m,1.6,0.2,2.0,984.0,8080,0.01,3m,1.2,0.2,2.0,792,2080.0,0.02,5m,3.0,0.6000000000000001,1.5,848.0,5872.0,0.02,5m,1.2,0.8,1.0,104.0,,,,,,,,,,,,,,,1200.0,0.02,3m,2.0,0.4,1.5,656.0,,,,,,,,0.2,10,COMPLETE
147,147,-4.631404160910481,2025-06-21 19:47:34.225096,2025-06-21 19:47:39.726980,0 days 00:00:05.501884,,,,,,,,,,,,,,,,,,,,,,4968.0,0.015,1m,3.0,0.4,0.5,216.0,5320.0,0.015,1m,1.6,0.8,1.5,648.0,4264.0,0.01,3m,1.4,0.6000000000000001,1.0,496.0,,,,,,,,7512.0,0.01,2m,2.0,0.6000000000000001,2.0,352.0,8192.0,0.01,1m,1.0,0.2,1.5,336.0,1792.0,0.01,5m,3.0,0.0,1.0,992.0,4752.0,0.02,1m,2.6,0.2,2.0,112.0,,,,,,,,2824.0,0.015,3m,1.4,0.0,2.0,88.0,7480,0.01,5m,1.0,0.2,2.0,896,1848.0,0.02,3m,2.8,0.0,1.5,872.0,5088.0,0.02,1m,1.6,1.0,0.5,64.0,,,,,,,,,,,,,,,1064.0,0.02,3m,1.8,0.4,1.5,728.0,1448.0,0.02,1m,2.6,0.6000000000000001,0.5,344.0,0.45,13,COMPLETE
148,148,-2.7162530424399023,2025-06-21 19:47:39.806222,2025-06-21 19:47:46.434536,0 days 00:00:06.628314,,,,,,,,,,,,,,,,,,,,,,7032.0,0.02,1m,2.6,0.6000000000000001,2.0,152.0,6528.0,0.01,1m,1.2,0.6000000000000001,1.0,496.0,7400.0,0.015,1m,2.0,0.8,2.0,632.0,,,,,,,,7968.0,0.01,3m,1.8,0.6000000000000001,1.5,120.0,7512.0,0.01,3m,1.4,0.2,1.5,408.0,5936.0,0.015,4m,2.8,0.2,2.0,880.0,4912.0,0.01,2m,2.8,0.2,2.0,256.0,8136.0,0.015,1m,1.8,0.8,1.5,800.0,3488.0,0.015,5m,1.8,0.4,2.0,304.0,7944,0.01,4m,1.6,0.0,2.0,816,3232.0,0.02,3m,2.8,0.0,1.5,1024.0,5320.0,0.02,5m,1.8,0.8,2.0,160.0,7104.0,0.015,4m,1.0,0.6000000000000001,1.5,336.0,5672.0,0.01,3m,1.4,0.0,1.0,72.0,3064.0,0.015,4m,2.6,0.6000000000000001,1.5,856.0,2576.0,0.02,1m,3.0,0.4,1.0,440.0,0.3,16,COMPLETE
149,149,-0.5604637247135723,2025-06-21 19:47:46.521556,2025-06-21 19:47:50.236821,0 days 00:00:03.715265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8176.0,0.01,3m,2.0,0.4,2.0,608.0,7968.0,0.01,3m,1.6,0.2,1.5,368.0,4352.0,0.01,1m,3.0,0.4,2.0,968.0,2160.0,0.02,4m,3.0,0.2,1.0,168.0,,,,,,,,2608.0,0.02,4m,1.2,0.0,2.0,216.0,7280,0.01,5m,1.4,0.2,2.0,744,1176.0,0.02,3m,3.0,0.2,1.5,992.0,2264.0,0.02,3m,1.4,0.8,1.0,288.0,,,,,,,,,,,,,,,2480.0,0.02,3m,2.2,1.0,0.5,784.0,,,,,,,,0.1,9,COMPLETE
