,number,value,datetime_start,datetime_complete,duration,params_AMD_FAST_beta_win,params_AMD_FAST_stop_loss,params_AMD_FAST_trade_freq,params_AMD_FAST_z_entry,params_AMD_FAST_z_exit,params_AMD_FAST_z_stop_scaler,params_AMD_FAST_z_win,params_AMD_ISRG_beta_win,params_AMD_ISRG_stop_loss,params_AMD_ISRG_trade_freq,params_AMD_ISRG_z_entry,params_AMD_ISRG_z_exit,params_AMD_ISRG_z_stop_scaler,params_AMD_ISRG_z_win,params_ANSS_DOCU_beta_win,params_ANSS_DOCU_stop_loss,params_ANSS_DOCU_trade_freq,params_ANSS_DOCU_z_entry,params_ANSS_DOCU_z_exit,params_ANSS_DOCU_z_stop_scaler,params_ANSS_DOCU_z_win,params_ANSS_OKTA_beta_win,params_ANSS_OKTA_stop_loss,params_ANSS_OKTA_trade_freq,params_ANSS_OKTA_z_entry,params_ANSS_OKTA_z_exit,params_ANSS_OKTA_z_stop_scaler,params_ANSS_OKTA_z_win,params_ASML_AVGO_beta_win,params_ASML_AVGO_stop_loss,params_ASML_AVGO_trade_freq,params_ASML_AVGO_z_entry,params_ASML_AVGO_z_exit,params_ASML_AVGO_z_stop_scaler,params_ASML_AVGO_z_win,params_ASML_INTU_beta_win,params_ASML_INTU_stop_loss,params_ASML_INTU_trade_freq,params_ASML_INTU_z_entry,params_ASML_INTU_z_exit,params_ASML_INTU_z_stop_scaler,params_ASML_INTU_z_win,params_ASML_TXN_beta_win,params_ASML_TXN_stop_loss,params_ASML_TXN_trade_freq,params_ASML_TXN_z_entry,params_ASML_TXN_z_exit,params_ASML_TXN_z_stop_scaler,params_ASML_TXN_z_win,params_ATVI_ILMN_beta_win,params_ATVI_ILMN_stop_loss,params_ATVI_ILMN_trade_freq,params_ATVI_ILMN_z_entry,params_ATVI_ILMN_z_exit,params_ATVI_ILMN_z_stop_scaler,params_ATVI_ILMN_z_win,params_ATVI_PYPL_beta_win,params_ATVI_PYPL_stop_loss,params_ATVI_PYPL_trade_freq,params_ATVI_PYPL_z_entry,params_ATVI_PYPL_z_exit,params_ATVI_PYPL_z_stop_scaler,params_ATVI_PYPL_z_win,params_AVGO_XEL_beta_win,params_AVGO_XEL_stop_loss,params_AVGO_XEL_trade_freq,params_AVGO_XEL_z_entry,params_AVGO_XEL_z_exit,params_AVGO_XEL_z_stop_scaler,params_AVGO_XEL_z_win,params_BIDU_ILMN_beta_win,params_BIDU_ILMN_stop_loss,params_BIDU_ILMN_trade_freq,params_BIDU_ILMN_z_entry,params_BIDU_ILMN_z_exit,params_BIDU_ILMN_z_stop_scaler,params_BIDU_ILMN_z_win,params_CHTR_MDLZ_beta_win,params_CHTR_MDLZ_stop_loss,params_CHTR_MDLZ_trade_freq,params_CHTR_MDLZ_z_entry,params_CHTR_MDLZ_z_exit,params_CHTR_MDLZ_z_stop_scaler,params_CHTR_MDLZ_z_win,params_CTSH_FAST_beta_win,params_CTSH_FAST_stop_loss,params_CTSH_FAST_trade_freq,params_CTSH_FAST_z_entry,params_CTSH_FAST_z_exit,params_CTSH_FAST_z_stop_scaler,params_CTSH_FAST_z_win,params_CTSH_TMUS_beta_win,params_CTSH_TMUS_stop_loss,params_CTSH_TMUS_trade_freq,params_CTSH_TMUS_z_entry,params_CTSH_TMUS_z_exit,params_CTSH_TMUS_z_stop_scaler,params_CTSH_TMUS_z_win,params_EBAY_NFLX_beta_win,params_EBAY_NFLX_stop_loss,params_EBAY_NFLX_trade_freq,params_EBAY_NFLX_z_entry,params_EBAY_NFLX_z_exit,params_EBAY_NFLX_z_stop_scaler,params_EBAY_NFLX_z_win,params_FAST_TMUS_beta_win,params_FAST_TMUS_stop_loss,params_FAST_TMUS_trade_freq,params_FAST_TMUS_z_entry,params_FAST_TMUS_z_exit,params_FAST_TMUS_z_stop_scaler,params_FAST_TMUS_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_ILMN_NFLX_beta_win,params_ILMN_NFLX_stop_loss,params_ILMN_NFLX_trade_freq,params_ILMN_NFLX_z_entry,params_ILMN_NFLX_z_exit,params_ILMN_NFLX_z_stop_scaler,params_ILMN_NFLX_z_win,params_ILMN_PYPL_beta_win,params_ILMN_PYPL_stop_loss,params_ILMN_PYPL_trade_freq,params_ILMN_PYPL_z_entry,params_ILMN_PYPL_z_exit,params_ILMN_PYPL_z_stop_scaler,params_ILMN_PYPL_z_win,params_ILMN_SWKS_beta_win,params_ILMN_SWKS_stop_loss,params_ILMN_SWKS_trade_freq,params_ILMN_SWKS_z_entry,params_ILMN_SWKS_z_exit,params_ILMN_SWKS_z_stop_scaler,params_ILMN_SWKS_z_win,params_KLAC_TXN_beta_win,params_KLAC_TXN_stop_loss,params_KLAC_TXN_trade_freq,params_KLAC_TXN_z_entry,params_KLAC_TXN_z_exit,params_KLAC_TXN_z_stop_scaler,params_KLAC_TXN_z_win,params_LRCX_MCHP_beta_win,params_LRCX_MCHP_stop_loss,params_LRCX_MCHP_trade_freq,params_LRCX_MCHP_z_entry,params_LRCX_MCHP_z_exit,params_LRCX_MCHP_z_stop_scaler,params_LRCX_MCHP_z_win,params_LRCX_TXN_beta_win,params_LRCX_TXN_stop_loss,params_LRCX_TXN_trade_freq,params_LRCX_TXN_z_entry,params_LRCX_TXN_z_exit,params_LRCX_TXN_z_stop_scaler,params_LRCX_TXN_z_win,params_MSFT_PCAR_beta_win,params_MSFT_PCAR_stop_loss,params_MSFT_PCAR_trade_freq,params_MSFT_PCAR_z_entry,params_MSFT_PCAR_z_exit,params_MSFT_PCAR_z_stop_scaler,params_MSFT_PCAR_z_win,params_MTCH_REGN_beta_win,params_MTCH_REGN_stop_loss,params_MTCH_REGN_trade_freq,params_MTCH_REGN_z_entry,params_MTCH_REGN_z_exit,params_MTCH_REGN_z_stop_scaler,params_MTCH_REGN_z_win,params_MU_TXN_beta_win,params_MU_TXN_stop_loss,params_MU_TXN_trade_freq,params_MU_TXN_z_entry,params_MU_TXN_z_exit,params_MU_TXN_z_stop_scaler,params_MU_TXN_z_win,params_MU_XEL_beta_win,params_MU_XEL_stop_loss,params_MU_XEL_trade_freq,params_MU_XEL_z_entry,params_MU_XEL_z_exit,params_MU_XEL_z_stop_scaler,params_MU_XEL_z_win,params_NXPI_TXN_beta_win,params_NXPI_TXN_stop_loss,params_NXPI_TXN_trade_freq,params_NXPI_TXN_z_entry,params_NXPI_TXN_z_exit,params_NXPI_TXN_z_stop_scaler,params_NXPI_TXN_z_win,params_REGN_SBUX_beta_win,params_REGN_SBUX_stop_loss,params_REGN_SBUX_trade_freq,params_REGN_SBUX_z_entry,params_REGN_SBUX_z_exit,params_REGN_SBUX_z_stop_scaler,params_REGN_SBUX_z_win,params_REGN_TEAM_beta_win,params_REGN_TEAM_stop_loss,params_REGN_TEAM_trade_freq,params_REGN_TEAM_z_entry,params_REGN_TEAM_z_exit,params_REGN_TEAM_z_stop_scaler,params_REGN_TEAM_z_win,params_buffer_capital,params_pairs_to_trade,state
60,60,0.9364514902728034,2025-06-22 16:22:47.145274,2025-06-22 16:23:07.177859,0 days 00:00:20.032585,2200.0,0.05,5m,1.6,0.6000000000000001,0.5,352.0,,,,,,,,3528,0.01,2m,1.8,0.0,2.0,128,,,,,,,,7960,0.035,5m,2.0,0.0,0.5,184,4104.0,0.025,2m,1.6,0.4,1.0,632.0,,,,,,,,3824,0.045000000000000005,1m,1.4,0.6000000000000001,0.5,744,3576,0.045000000000000005,1m,2.6,0.6000000000000001,1.5,248,,,,,,,,8120.0,0.045000000000000005,5m,2.2,0.4,1.5,928.0,1056,0.03,5m,1.0,0.8,1.0,880,6776.0,0.025,3m,2.4000000000000004,0.4,0.5,280.0,3072,0.015,4m,2.0,0.2,1.0,536,4392.0,0.045000000000000005,3m,2.6,0.4,0.5,320.0,,,,,,,,6432,0.015,1m,1.8,0.8,2.0,760,4064.0,0.015,2m,2.0,0.0,0.5,872.0,5128.0,0.025,2m,2.4000000000000004,0.4,0.5,240.0,8088,0.04,4m,1.8,0.4,1.0,768,2768,0.04,4m,2.0,0.8,1.5,648,4008,0.025,4m,2.0,0.6000000000000001,1.0,624,6288.0,0.035,3m,2.8,0.8,2.0,1016.0,4528.0,0.035,2m,1.2,0.8,0.5,560.0,,,,,,,,,,,,,,,,,,,,,,6200.0,0.04,4m,1.2,0.8,1.5,832.0,6360.0,0.025,2m,1.6,0.4,2.0,448.0,,,,,,,,0.25,21,COMPLETE
61,61,1.0153958122395879,2025-06-22 16:23:07.223418,2025-06-22 16:23:21.349808,0 days 00:00:14.126390,1736.0,0.045000000000000005,2m,1.0,0.4,0.5,128.0,,,,,,,,3952,0.015,2m,2.4000000000000004,0.4,1.5,264,,,,,,,,4200,0.04,4m,1.6,0.4,1.0,296,,,,,,,,,,,,,,,4680,0.05,5m,1.8,0.2,0.5,792,2176,0.04,1m,2.8,0.8,1.5,176,,,,,,,,5920.0,0.045000000000000005,5m,1.2,0.0,1.5,896.0,1816,0.02,2m,1.0,0.8,0.5,992,5176.0,0.035,3m,2.4000000000000004,0.8,0.5,224.0,1384,0.025,4m,2.2,0.6000000000000001,0.5,312,,,,,,,,,,,,,,,7648,0.01,3m,3.0,0.8,0.5,696,,,,,,,,,,,,,,,7440,0.015,4m,1.6,0.8,1.0,568,3336,0.025,3m,1.8,0.8,1.0,792,1544,0.025,3m,1.8,0.2,0.5,728,,,,,,,,5536.0,0.02,4m,1.8,0.6000000000000001,0.5,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5648.0,0.015,1m,1.8,1.0,1.5,616.0,,,,,,,,0.25,15,COMPLETE
62,62,0.9771598383100146,2025-06-22 16:23:21.409532,2025-06-22 16:23:37.265428,0 days 00:00:15.855896,3472.0,0.045000000000000005,2m,1.2,0.4,0.5,160.0,,,,,,,,5088,0.015,2m,2.4000000000000004,0.8,1.5,360,,,,,,,,3528,0.035,4m,1.6,0.4,1.0,360,,,,,,,,,,,,,,,5192,0.05,5m,1.8,0.2,0.5,672,1496,0.035,1m,2.8,0.6000000000000001,1.5,192,,,,,,,,6136.0,0.035,5m,1.0,0.0,1.5,984.0,1528,0.025,2m,1.0,0.8,0.5,952,5576.0,0.04,3m,2.2,0.8,0.5,152.0,1776,0.02,4m,2.4000000000000004,0.6000000000000001,0.5,272,,,,,,,,,,,,,,,8184,0.01,3m,2.8,0.8,0.5,816,,,,,,,,,,,,,,,6472,0.02,4m,1.4,0.8,1.0,584,3912,0.02,3m,1.6,0.8,1.0,848,7136,0.03,3m,1.8,0.2,0.5,368,1880.0,0.045000000000000005,3m,2.2,1.0,1.5,768.0,5168.0,0.015,1m,1.6,0.6000000000000001,0.5,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7392.0,0.015,1m,2.0,1.0,1.5,704.0,,,,,,,,0.25,16,COMPLETE
63,63,0.9689631284370904,2025-06-22 16:23:37.297616,2025-06-22 16:23:51.757706,0 days 00:00:14.460090,1840.0,0.05,4m,2.2,0.4,0.5,288.0,,,,,,,,2728,0.02,2m,2.6,0.2,1.5,288,,,,,,,,3992,0.04,1m,1.8,0.4,1.0,720,,,,,,,,,,,,,,,4360,0.05,5m,1.6,0.2,0.5,856,2288,0.04,1m,3.0,0.2,1.5,152,,,,,,,,6480.0,0.045000000000000005,5m,1.2,0.0,1.5,952.0,2144,0.02,2m,1.4,1.0,0.5,1000,6272.0,0.035,3m,2.4000000000000004,0.8,0.5,544.0,1392,0.02,4m,2.2,0.8,0.5,344,,,,,,,,,,,,,,,7240,0.01,3m,3.0,0.8,0.5,792,,,,,,,,,,,,,,,6944,0.01,4m,1.6,1.0,1.0,520,4320,0.03,3m,1.4,0.6000000000000001,1.0,736,7984,0.025,3m,1.6,0.2,0.5,416,3048.0,0.04,3m,1.6,0.6000000000000001,2.0,904.0,4808.0,0.02,4m,1.8,0.6000000000000001,0.5,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4552.0,0.015,3m,1.4,1.0,1.5,560.0,,,,,,,,0.3,16,COMPLETE
64,64,0.8921592553566391,2025-06-22 16:23:51.792946,2025-06-22 16:24:22.482201,0 days 00:00:30.689255,2360.0,0.045000000000000005,1m,1.4,0.2,0.5,232.0,8120.0,0.03,4m,3.0,0.2,0.5,584.0,2312,0.015,3m,2.2,0.2,1.5,208,6176.0,0.045000000000000005,3m,1.6,0.4,1.0,752.0,4856,0.035,2m,1.4,0.4,1.0,520,3152.0,0.015,4m,1.2,0.2,1.5,744.0,6080.0,0.04,3m,1.8,0.4,1.5,416.0,4872,0.045000000000000005,5m,2.0,0.0,0.5,728,2712,0.035,1m,2.8,0.8,1.5,336,1368.0,0.025,5m,3.0,0.6000000000000001,1.5,408.0,4888.0,0.04,1m,1.4,0.6000000000000001,1.5,1024.0,3048,0.02,4m,1.0,0.6000000000000001,0.5,904,5952.0,0.03,3m,2.6,1.0,0.5,192.0,2120,0.05,4m,1.6,0.4,0.5,168,6520.0,0.03,1m,1.2,0.8,1.5,888.0,2024.0,0.03,4m,2.0,0.0,2.0,184.0,7824,0.01,3m,3.0,1.0,0.5,888,3032.0,0.025,1m,1.6,0.2,1.0,776.0,7344.0,0.015,1m,1.8,0.6000000000000001,1.0,392.0,7960,0.015,4m,1.8,0.8,1.0,648,3672,0.015,3m,1.6,0.8,1.0,528,7616,0.02,3m,2.2,0.4,0.5,200,1512.0,0.035,2m,2.6,0.6000000000000001,1.0,808.0,5896.0,0.025,4m,1.4,0.8,0.5,144.0,1104.0,0.04,2m,2.4000000000000004,0.4,2.0,160.0,1400.0,0.035,2m,2.6,1.0,1.5,144.0,3176.0,0.025,4m,2.2,0.2,1.0,1000.0,2216.0,0.035,2m,1.8,0.4,0.5,368.0,6160.0,0.01,1m,2.8,1.0,1.5,480.0,1120.0,0.01,4m,1.6,0.4,1.0,408.0,0.15000000000000002,30,COMPLETE
65,65,0.9945404033792943,2025-06-22 16:24:22.539981,2025-06-22 16:24:36.371645,0 days 00:00:13.831664,2744.0,0.04,3m,1.8,0.6000000000000001,0.5,160.0,,,,,,,,2088,0.02,2m,2.0,0.4,1.5,328,,,,,,,,4568,0.045000000000000005,4m,1.6,0.6000000000000001,1.0,808,,,,,,,,,,,,,,,2968,0.05,5m,1.8,0.4,1.0,280,1936,0.03,2m,2.6,0.4,1.5,536,,,,,,,,,,,,,,,2632,0.015,5m,1.2,1.0,0.5,856,5688.0,0.04,3m,2.2,0.6000000000000001,1.0,240.0,5384,0.025,1m,2.0,0.6000000000000001,0.5,440,,,,,,,,,,,,,,,7576,0.015,2m,2.8,0.8,0.5,704,,,,,,,,,,,,,,,4920,0.045000000000000005,4m,2.0,1.0,1.0,712,3368,0.035,1m,1.8,1.0,1.0,896,5992,0.035,3m,2.0,0.4,0.5,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800.0,0.02,1m,1.8,1.0,1.5,624.0,,,,,,,,0.35000000000000003,13,COMPLETE
66,66,0.9751276932264282,2025-06-22 16:24:36.405859,2025-06-22 16:24:50.290662,0 days 00:00:13.884803,1232.0,0.045000000000000005,2m,2.0,0.4,1.0,128.0,,,,,,,,1776,0.015,1m,2.4000000000000004,0.0,1.5,480,,,,,,,,3760,0.02,1m,1.4,0.2,1.0,992,,,,,,,,,,,,,,,4064,0.05,1m,1.6,0.4,0.5,224,3224,0.04,1m,3.0,0.6000000000000001,2.0,280,,,,,,,,,,,,,,,1824,0.025,2m,2.2,0.8,0.5,944,4648.0,0.035,5m,2.8,0.8,1.5,400.0,5992,0.015,4m,1.0,0.6000000000000001,1.5,376,,,,,,,,,,,,,,,7984,0.04,4m,2.6,1.0,0.5,648,,,,,,,,,,,,,,,6720,0.02,2m,1.2,0.6000000000000001,1.0,456,5648,0.025,4m,2.2,0.8,1.5,632,3448,0.03,4m,1.8,1.0,0.5,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,12,COMPLETE
67,67,0.9468425516759049,2025-06-22 16:24:50.325478,2025-06-22 16:25:08.294423,0 days 00:00:17.968945,1488.0,0.05,4m,2.2,0.6000000000000001,0.5,936.0,,,,,,,,2968,0.025,2m,1.6,0.2,1.0,248,,,,,,,,3016,0.04,4m,1.8,0.2,1.0,936,,,,,,,,,,,,,,,5312,0.045000000000000005,5m,2.0,0.2,0.5,928,5480,0.035,3m,2.4000000000000004,0.8,1.5,248,,,,,,,,7472.0,0.05,5m,1.6,0.0,1.5,816.0,1336,0.02,1m,1.2,0.6000000000000001,0.5,976,4240.0,0.03,1m,1.0,0.6000000000000001,0.5,328.0,4120,0.02,5m,1.8,0.4,0.5,256,,,,,,,,,,,,,,,1304,0.01,3m,1.6,0.6000000000000001,1.0,168,4368.0,0.04,2m,2.0,0.4,0.5,976.0,6320.0,0.04,4m,1.4,0.8,1.5,888.0,3920,0.015,1m,2.0,0.0,1.0,624,2328,0.025,3m,2.0,0.8,1.0,776,6840,0.025,3m,1.6,0.6000000000000001,0.5,448,1176.0,0.045000000000000005,3m,2.4000000000000004,1.0,1.5,968.0,4384.0,0.03,1m,2.0,1.0,1.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5088.0,0.015,4m,1.4,0.8,2.0,424.0,,,,,,,,0.3,18,COMPLETE
68,68,0.9897384377836728,2025-06-22 16:25:08.341969,2025-06-22 16:25:21.479071,0 days 00:00:13.137102,2520.0,0.04,1m,1.0,0.6000000000000001,1.0,664.0,,,,,,,,1384,0.01,3m,2.2,0.4,1.5,168,,,,,,,,5096,0.035,1m,1.6,0.0,1.0,1024,,,,,,,,,,,,,,,2392,0.05,2m,1.8,0.0,1.0,176,4704,0.045000000000000005,5m,3.0,0.4,1.5,432,,,,,,,,6904.0,0.045000000000000005,4m,2.0,0.2,2.0,896.0,2912,0.03,5m,2.0,1.0,0.5,1000,5416.0,0.035,3m,2.4000000000000004,0.8,1.0,280.0,1928,0.015,4m,2.4000000000000004,0.2,0.5,408,,,,,,,,,,,,,,,7184,0.02,2m,3.0,0.8,1.5,840,,,,,,,,,,,,,,,7200,0.05,4m,1.6,0.2,1.0,152,5160,0.02,3m,1.6,0.0,1.5,584,7416,0.03,4m,2.4000000000000004,0.2,0.5,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104.0,0.01,2m,1.6,0.2,1.5,504.0,,,,,,,,0.25,14,COMPLETE
69,69,0.9952074438709424,2025-06-22 16:25:21.516240,2025-06-22 16:25:33.700296,0 days 00:00:12.184056,,,,,,,,,,,,,,,3368,0.03,2m,2.6,0.2,2.0,384,,,,,,,,7760,0.03,2m,3.0,1.0,1.0,432,,,,,,,,,,,,,,,4736,0.045000000000000005,1m,1.4,0.6000000000000001,0.5,776,2488,0.04,2m,1.2,0.0,1.5,216,,,,,,,,,,,,,,,3352,0.025,2m,1.0,0.8,1.0,920,3904.0,0.04,2m,2.8,1.0,0.5,472.0,7592,0.035,3m,1.4,0.6000000000000001,0.5,328,,,,,,,,,,,,,,,6896,0.015,1m,2.8,0.8,0.5,752,,,,,,,,,,,,,,,7544,0.025,5m,1.8,1.0,0.5,824,4680,0.035,4m,1.4,1.0,1.0,744,6496,0.02,3m,2.2,0.0,2.0,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,11,COMPLETE
70,70,0.9444428499884762,2025-06-22 16:25:33.734023,2025-06-22 16:25:53.299525,0 days 00:00:19.565502,1944.0,0.045000000000000005,2m,1.6,0.4,0.5,200.0,,,,,,,,7256,0.02,5m,2.4000000000000004,0.0,1.5,656,,,,,,,,3552,0.025,4m,1.8,0.4,1.5,760,5792.0,0.04,5m,2.2,1.0,0.5,520.0,,,,,,,,6296,0.035,4m,1.6,0.2,0.5,336,7680,0.03,2m,1.6,0.6000000000000001,1.0,160,,,,,,,,5208.0,0.04,5m,1.0,0.0,1.0,928.0,2288,0.02,4m,1.4,0.6000000000000001,0.5,832,6432.0,0.03,4m,3.0,0.6000000000000001,1.5,200.0,7224,0.01,2m,2.0,1.0,0.5,216,,,,,,,,,,,,,,,7504,0.025,5m,3.0,1.0,1.0,928,7176.0,0.035,1m,1.0,0.0,0.5,752.0,3840.0,0.015,3m,1.2,0.2,2.0,656.0,4368,0.04,4m,1.6,0.4,1.0,584,2888,0.03,1m,1.8,0.6000000000000001,1.0,688,7080,0.025,1m,2.0,0.2,1.0,576,2416.0,0.03,1m,2.0,0.8,2.0,672.0,6760.0,0.015,4m,1.8,0.4,0.5,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6784.0,0.015,1m,1.8,1.0,2.0,328.0,,,,,,,,0.15000000000000002,19,COMPLETE
71,71,1.0129677330318307,2025-06-22 16:25:53.352010,2025-06-22 16:26:07.217517,0 days 00:00:13.865507,2160.0,0.05,2m,1.4,0.4,0.5,232.0,,,,,,,,4408,0.015,2m,2.2,0.0,1.5,232,,,,,,,,5000,0.045000000000000005,4m,1.4,1.0,1.0,536,,,,,,,,,,,,,,,7256,0.045000000000000005,5m,1.8,0.2,0.5,328,2824,0.035,1m,2.8,0.6000000000000001,1.5,200,,,,,,,,7664.0,0.045000000000000005,2m,1.4,0.2,1.0,848.0,1968,0.02,2m,1.8,0.8,0.5,888,6152.0,0.035,3m,2.2,0.8,0.5,488.0,2288,0.02,4m,2.2,0.6000000000000001,0.5,552,,,,,,,,,,,,,,,7760,0.015,3m,3.0,0.8,0.5,584,,,,,,,,,,,,,,,6856,0.025,4m,1.8,0.8,1.0,688,4208,0.025,3m,1.6,0.6000000000000001,1.0,736,7424,0.03,3m,1.4,0.4,0.5,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600.0,0.01,1m,2.2,0.8,1.0,344.0,,,,,,,,0.2,14,COMPLETE
72,72,1.0497852113839095,2025-06-22 16:26:07.258139,2025-06-22 16:26:21.886260,0 days 00:00:14.628121,1648.0,0.05,2m,1.2,0.4,0.5,208.0,,,,,,,,2480,0.015,2m,2.2,0.0,1.5,272,,,,,,,,4264,0.05,4m,1.4,1.0,1.0,360,,,,,,,,,,,,,,,6584,0.05,5m,1.8,0.2,0.5,304,2024,0.035,1m,2.8,0.6000000000000001,1.5,128,,,,,,,,7440.0,0.05,2m,1.4,0.2,1.0,864.0,2152,0.015,2m,2.0,0.8,0.5,264,6032.0,0.035,3m,2.2,0.8,0.5,456.0,2200,0.025,4m,2.2,0.6000000000000001,0.5,520,,,,,,,,,,,,,,,8040,0.015,3m,2.8,0.8,0.5,608,,,,,,,,,,,,,,,7008,0.025,4m,2.0,0.6000000000000001,1.0,680,4376,0.025,3m,1.6,0.8,1.0,696,7912,0.03,3m,1.8,0.4,0.5,432,,,,,,,,5528.0,0.02,3m,2.2,0.8,1.0,496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6376.0,0.01,1m,2.2,1.0,0.5,184.0,,,,,,,,0.2,15,COMPLETE
73,73,1.0186312225800125,2025-06-22 16:26:21.920459,2025-06-22 16:26:36.513779,0 days 00:00:14.593320,1656.0,0.05,2m,1.2,0.4,0.5,152.0,,,,,,,,1912,0.015,2m,2.0,0.0,1.5,272,,,,,,,,4280,0.05,4m,1.6,1.0,1.0,352,,,,,,,,,,,,,,,7712,0.05,5m,2.0,0.2,0.5,280,1624,0.035,1m,2.6,0.6000000000000001,1.5,160,,,,,,,,7856.0,0.05,2m,1.6,0.6000000000000001,1.0,792.0,1632,0.01,2m,2.0,0.8,0.5,208,7224.0,0.035,3m,2.0,0.8,0.5,512.0,1760,0.025,4m,2.6,0.6000000000000001,0.5,488,,,,,,,,,,,,,,,8080,0.01,3m,2.8,0.8,0.5,544,,,,,,,,,,,,,,,6336,0.03,4m,2.2,0.6000000000000001,1.0,656,5384,0.025,3m,1.6,0.8,1.0,816,7840,0.035,3m,1.8,0.4,0.5,400,,,,,,,,5400.0,0.02,3m,2.2,0.8,1.5,512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400.0,0.01,1m,2.0,1.0,0.5,288.0,,,,,,,,0.2,15,COMPLETE
74,74,1.0561623560488476,2025-06-22 16:26:36.549141,2025-06-22 16:26:51.117510,0 days 00:00:14.568369,2312.0,0.045000000000000005,2m,1.8,0.6000000000000001,0.5,208.0,,,,,,,,2368,0.02,4m,1.2,0.0,1.5,320,,,,,,,,3976,0.05,4m,1.2,0.8,1.0,472,,,,,,,,,,,,,,,7192,0.05,5m,1.6,0.0,0.5,224,2112,0.04,1m,2.8,0.2,1.5,128,,,,,,,,7280.0,0.05,2m,1.2,0.4,1.5,968.0,2496,0.015,2m,1.6,0.6000000000000001,0.5,960,6872.0,0.04,3m,1.8,0.8,0.5,432.0,2448,0.025,4m,2.2,0.8,2.0,680,,,,,,,,,,,,,,,3984,0.02,3m,2.6,0.6000000000000001,0.5,688,6136.0,0.01,2m,1.4,0.0,1.0,528.0,,,,,,,,7816,0.02,4m,2.0,0.6000000000000001,1.0,720,3848,0.04,3m,1.8,0.8,1.0,688,8096,0.03,3m,1.6,0.4,0.5,1024,5408.0,0.05,3m,1.8,0.6000000000000001,1.0,520.0,5672.0,0.025,3m,2.2,0.8,1.0,376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7440.0,0.015,5m,1.8,1.0,1.0,168.0,,,,,,,,0.25,17,COMPLETE
75,75,0.9687577472258676,2025-06-22 16:26:51.190133,2025-06-22 16:27:08.431481,0 days 00:00:17.241348,2320.0,0.05,1m,1.8,0.6000000000000001,1.5,272.0,,,,,,,,2504,0.025,4m,1.2,0.0,1.5,320,,,,,,,,4728,0.05,1m,1.2,0.8,1.0,344,,,,,,,,,,,,,,,7288,0.05,5m,1.6,0.0,0.5,224,1968,0.04,1m,3.0,0.2,1.5,128,,,,,,,,7272.0,0.05,2m,1.4,0.4,1.0,536.0,2616,0.015,2m,2.0,0.4,0.5,344,6888.0,0.04,2m,1.8,0.8,0.5,440.0,2552,0.02,4m,2.4000000000000004,0.8,2.0,712,,,,,,,,,,,,,,,4000,0.02,2m,2.6,0.4,0.5,680,6016.0,0.01,2m,1.4,0.0,1.0,520.0,,,,,,,,7920,0.02,4m,2.0,0.6000000000000001,1.0,760,4952,0.04,3m,2.4000000000000004,0.8,1.5,648,8152,0.035,4m,1.6,0.6000000000000001,0.5,992,6792.0,0.05,3m,1.8,0.6000000000000001,1.0,512.0,7520.0,0.025,3m,2.6,1.0,1.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7328.0,0.015,5m,1.6,1.0,0.5,192.0,,,,,,,,0.2,17,COMPLETE
