,number,value,datetime_start,datetime_complete,duration,params_ADP_PAYX_beta_win,params_ADP_PAYX_stop_loss,params_ADP_PAYX_trade_freq,params_ADP_PAYX_z_entry,params_ADP_PAYX_z_exit,params_ADP_PAYX_z_stop_scaler,params_ADP_PAYX_z_win,params_ADP_QCOM_beta_win,params_ADP_QCOM_stop_loss,params_ADP_QCOM_trade_freq,params_ADP_QCOM_z_entry,params_ADP_QCOM_z_exit,params_ADP_QCOM_z_stop_scaler,params_ADP_QCOM_z_win,params_AMD_CMCSA_beta_win,params_AMD_CMCSA_stop_loss,params_AMD_CMCSA_trade_freq,params_AMD_CMCSA_z_entry,params_AMD_CMCSA_z_exit,params_AMD_CMCSA_z_stop_scaler,params_AMD_CMCSA_z_win,params_ATVI_NFLX_beta_win,params_ATVI_NFLX_stop_loss,params_ATVI_NFLX_trade_freq,params_ATVI_NFLX_z_entry,params_ATVI_NFLX_z_exit,params_ATVI_NFLX_z_stop_scaler,params_ATVI_NFLX_z_win,params_AVGO_CTAS_beta_win,params_AVGO_CTAS_stop_loss,params_AVGO_CTAS_trade_freq,params_AVGO_CTAS_z_entry,params_AVGO_CTAS_z_exit,params_AVGO_CTAS_z_stop_scaler,params_AVGO_CTAS_z_win,params_BIDU_CTAS_beta_win,params_BIDU_CTAS_stop_loss,params_BIDU_CTAS_trade_freq,params_BIDU_CTAS_z_entry,params_BIDU_CTAS_z_exit,params_BIDU_CTAS_z_stop_scaler,params_BIDU_CTAS_z_win,params_CERN_INCY_beta_win,params_CERN_INCY_stop_loss,params_CERN_INCY_trade_freq,params_CERN_INCY_z_entry,params_CERN_INCY_z_exit,params_CERN_INCY_z_stop_scaler,params_CERN_INCY_z_win,params_CHKP_VRTX_beta_win,params_CHKP_VRTX_stop_loss,params_CHKP_VRTX_trade_freq,params_CHKP_VRTX_z_entry,params_CHKP_VRTX_z_exit,params_CHKP_VRTX_z_stop_scaler,params_CHKP_VRTX_z_win,params_CMCSA_FOXA_beta_win,params_CMCSA_FOXA_stop_loss,params_CMCSA_FOXA_trade_freq,params_CMCSA_FOXA_z_entry,params_CMCSA_FOXA_z_exit,params_CMCSA_FOXA_z_stop_scaler,params_CMCSA_FOXA_z_win,params_CMCSA_FOX_beta_win,params_CMCSA_FOX_stop_loss,params_CMCSA_FOX_trade_freq,params_CMCSA_FOX_z_entry,params_CMCSA_FOX_z_exit,params_CMCSA_FOX_z_stop_scaler,params_CMCSA_FOX_z_win,params_CMCSA_QCOM_beta_win,params_CMCSA_QCOM_stop_loss,params_CMCSA_QCOM_trade_freq,params_CMCSA_QCOM_z_entry,params_CMCSA_QCOM_z_exit,params_CMCSA_QCOM_z_stop_scaler,params_CMCSA_QCOM_z_win,params_CSCO_ROST_beta_win,params_CSCO_ROST_stop_loss,params_CSCO_ROST_trade_freq,params_CSCO_ROST_z_entry,params_CSCO_ROST_z_exit,params_CSCO_ROST_z_stop_scaler,params_CSCO_ROST_z_win,params_EBAY_KLAC_beta_win,params_EBAY_KLAC_stop_loss,params_EBAY_KLAC_trade_freq,params_EBAY_KLAC_z_entry,params_EBAY_KLAC_z_exit,params_EBAY_KLAC_z_stop_scaler,params_EBAY_KLAC_z_win,params_EBAY_MCHP_beta_win,params_EBAY_MCHP_stop_loss,params_EBAY_MCHP_trade_freq,params_EBAY_MCHP_z_entry,params_EBAY_MCHP_z_exit,params_EBAY_MCHP_z_stop_scaler,params_EBAY_MCHP_z_win,params_EBAY_MXIM_beta_win,params_EBAY_MXIM_stop_loss,params_EBAY_MXIM_trade_freq,params_EBAY_MXIM_z_entry,params_EBAY_MXIM_z_exit,params_EBAY_MXIM_z_stop_scaler,params_EBAY_MXIM_z_win,params_FISV_QCOM_beta_win,params_FISV_QCOM_stop_loss,params_FISV_QCOM_trade_freq,params_FISV_QCOM_z_entry,params_FISV_QCOM_z_exit,params_FISV_QCOM_z_stop_scaler,params_FISV_QCOM_z_win,params_FOX_MAR_beta_win,params_FOX_MAR_stop_loss,params_FOX_MAR_trade_freq,params_FOX_MAR_z_entry,params_FOX_MAR_z_exit,params_FOX_MAR_z_stop_scaler,params_FOX_MAR_z_win,params_GILD_PCAR_beta_win,params_GILD_PCAR_stop_loss,params_GILD_PCAR_trade_freq,params_GILD_PCAR_z_entry,params_GILD_PCAR_z_exit,params_GILD_PCAR_z_stop_scaler,params_GILD_PCAR_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_JD_MDLZ_beta_win,params_JD_MDLZ_stop_loss,params_JD_MDLZ_trade_freq,params_JD_MDLZ_z_entry,params_JD_MDLZ_z_exit,params_JD_MDLZ_z_stop_scaler,params_JD_MDLZ_z_win,params_JD_PAYX_beta_win,params_JD_PAYX_stop_loss,params_JD_PAYX_trade_freq,params_JD_PAYX_z_entry,params_JD_PAYX_z_exit,params_JD_PAYX_z_stop_scaler,params_JD_PAYX_z_win,params_KHC_MAR_beta_win,params_KHC_MAR_stop_loss,params_KHC_MAR_trade_freq,params_KHC_MAR_z_entry,params_KHC_MAR_z_exit,params_KHC_MAR_z_stop_scaler,params_KHC_MAR_z_win,params_KHC_ROST_beta_win,params_KHC_ROST_stop_loss,params_KHC_ROST_trade_freq,params_KHC_ROST_z_entry,params_KHC_ROST_z_exit,params_KHC_ROST_z_stop_scaler,params_KHC_ROST_z_win,params_KHC_SBUX_beta_win,params_KHC_SBUX_stop_loss,params_KHC_SBUX_trade_freq,params_KHC_SBUX_z_entry,params_KHC_SBUX_z_exit,params_KHC_SBUX_z_stop_scaler,params_KHC_SBUX_z_win,params_KLAC_MCHP_beta_win,params_KLAC_MCHP_stop_loss,params_KLAC_MCHP_trade_freq,params_KLAC_MCHP_z_entry,params_KLAC_MCHP_z_exit,params_KLAC_MCHP_z_stop_scaler,params_KLAC_MCHP_z_win,params_MAR_QCOM_beta_win,params_MAR_QCOM_stop_loss,params_MAR_QCOM_trade_freq,params_MAR_QCOM_z_entry,params_MAR_QCOM_z_exit,params_MAR_QCOM_z_stop_scaler,params_MAR_QCOM_z_win,params_MNST_ROST_beta_win,params_MNST_ROST_stop_loss,params_MNST_ROST_trade_freq,params_MNST_ROST_z_entry,params_MNST_ROST_z_exit,params_MNST_ROST_z_stop_scaler,params_MNST_ROST_z_win,params_NXPI_ROST_beta_win,params_NXPI_ROST_stop_loss,params_NXPI_ROST_trade_freq,params_NXPI_ROST_z_entry,params_NXPI_ROST_z_exit,params_NXPI_ROST_z_stop_scaler,params_NXPI_ROST_z_win,params_ORLY_ROST_beta_win,params_ORLY_ROST_stop_loss,params_ORLY_ROST_trade_freq,params_ORLY_ROST_z_entry,params_ORLY_ROST_z_exit,params_ORLY_ROST_z_stop_scaler,params_ORLY_ROST_z_win,params_PAYX_QCOM_beta_win,params_PAYX_QCOM_stop_loss,params_PAYX_QCOM_trade_freq,params_PAYX_QCOM_z_entry,params_PAYX_QCOM_z_exit,params_PAYX_QCOM_z_stop_scaler,params_PAYX_QCOM_z_win,params_buffer_capital,params_pairs_to_trade,state
72,72,0.9870672482445152,2025-06-22 16:29:40.491346,2025-06-22 16:29:59.797094,0 days 00:00:19.305748,2848.0,0.035,5m,2.2,0.4,1.0,648.0,,,,,,,,7904.0,0.035,2m,2.2,0.8,1.0,1024.0,,,,,,,,,,,,,,,5896.0,0.03,1m,2.2,0.2,1.0,408.0,7640,0.04,5m,2.6,0.2,0.5,472,5064.0,0.035,2m,2.6,0.0,2.0,968.0,,,,,,,,,,,,,,,2104,0.01,3m,2.0,0.2,2.0,848,,,,,,,,,,,,,,,4544,0.05,3m,1.2,0.0,1.5,576,,,,,,,,3936,0.025,2m,2.2,1.0,1.5,432,5712.0,0.035,5m,2.4000000000000004,0.8,1.0,296.0,,,,,,,,3352,0.035,4m,1.2,1.0,0.5,704,3880,0.05,1m,3.0,0.0,1.5,808,6272.0,0.025,3m,1.8,0.8,0.5,464.0,4448,0.045000000000000005,2m,1.8,0.2,1.5,400,2752,0.01,2m,1.8,0.4,0.5,936,5792.0,0.035,2m,1.6,0.4,0.5,928.0,4776.0,0.01,5m,1.8,0.8,2.0,944.0,7032,0.015,2m,3.0,0.8,1.0,776,7808,0.03,4m,1.6,0.0,1.0,808,,,,,,,,7840.0,0.045000000000000005,2m,2.0,0.2,1.5,368.0,,,,,,,,0.25,19,COMPLETE
73,73,0.9946054069350448,2025-06-22 16:29:59.837661,2025-06-22 16:30:19.845165,0 days 00:00:20.007504,2168.0,0.04,5m,2.0,0.6000000000000001,1.0,696.0,,,,,,,,7400.0,0.03,2m,2.6,0.6000000000000001,1.0,952.0,,,,,,,,,,,,,,,4200.0,0.025,1m,2.0,0.4,1.0,488.0,7000,0.045000000000000005,5m,2.8,0.2,1.5,624,4616.0,0.04,2m,1.0,0.0,2.0,472.0,,,,,,,,,,,,,,,1144,0.015,3m,2.2,0.2,2.0,1024,,,,,,,,,,,,,,,5264,0.05,3m,1.4,0.0,1.5,864,,,,,,,,4192,0.03,2m,2.0,0.8,1.5,200,5344.0,0.025,5m,2.6,0.6000000000000001,1.0,344.0,4432.0,0.015,3m,2.0,0.4,1.0,352.0,3960,0.03,4m,1.4,1.0,0.5,608,4512,0.05,1m,2.8,0.0,1.5,760,7488.0,0.02,3m,1.6,1.0,0.5,368.0,3688,0.035,2m,1.6,0.4,1.5,352,3064,0.02,2m,1.6,0.4,0.5,968,4976.0,0.03,2m,1.4,0.6000000000000001,0.5,880.0,4536.0,0.01,5m,1.6,0.8,2.0,1008.0,4128,0.01,2m,2.8,0.8,1.0,552,7264,0.035,4m,1.8,0.0,1.0,696,,,,,,,,6176.0,0.01,5m,2.4000000000000004,0.0,0.5,144.0,,,,,,,,0.35000000000000003,20,COMPLETE
74,74,0.9727110962326894,2025-06-22 16:30:19.901925,2025-06-22 16:30:34.607067,0 days 00:00:14.705142,3640.0,0.035,5m,2.4000000000000004,0.4,1.0,616.0,,,,,,,,8016.0,0.01,2m,2.0,1.0,1.0,896.0,,,,,,,,,,,,,,,,,,,,,,2464,0.035,5m,2.4000000000000004,0.0,0.5,592,5680.0,0.045000000000000005,2m,2.4000000000000004,0.2,2.0,392.0,,,,,,,,,,,,,,,2472,0.01,5m,1.8,0.2,2.0,904,,,,,,,,,,,,,,,4104,0.045000000000000005,1m,1.0,0.0,1.5,680,,,,,,,,4760,0.02,2m,2.2,1.0,1.5,312,4696.0,0.03,5m,2.0,1.0,1.0,216.0,,,,,,,,6320,0.04,4m,1.6,1.0,0.5,504,3408,0.045000000000000005,5m,2.4000000000000004,0.2,1.5,928,,,,,,,,3992,0.04,2m,1.8,0.2,1.5,232,2504,0.015,5m,1.8,0.2,0.5,872,5600.0,0.04,2m,1.8,0.6000000000000001,0.5,992.0,4136.0,0.015,5m,2.0,0.8,2.0,936.0,5792,0.01,2m,1.2,0.8,1.0,464,6032,0.04,3m,1.4,0.0,0.5,624,,,,,,,,,,,,,,,,,,,,,,0.25,16,COMPLETE
75,75,1.032838798256504,2025-06-22 16:30:34.667849,2025-06-22 16:30:53.917319,0 days 00:00:19.249470,3144.0,0.04,5m,2.0,0.2,1.5,888.0,,,,,,,,7024.0,0.04,3m,2.8,0.8,0.5,1000.0,,,,,,,,,,,,,,,5200.0,0.035,1m,1.8,0.2,1.0,336.0,6792,0.04,4m,2.6,0.4,0.5,688,4176.0,0.04,2m,3.0,0.0,2.0,544.0,,,,,,,,,,,,,,,3200,0.015,3m,1.8,0.4,2.0,792,,,,,,,,,,,,,,,1048,0.045000000000000005,3m,1.8,1.0,1.5,824,,,,,,,,4392,0.025,5m,2.4000000000000004,1.0,1.5,336,6632.0,0.025,1m,2.4000000000000004,0.8,1.0,400.0,,,,,,,,3208,0.035,4m,1.4,0.8,0.5,728,4024,0.05,1m,3.0,0.0,1.5,888,,,,,,,,4904,0.05,1m,2.0,0.2,0.5,432,3728,0.015,2m,1.4,0.4,0.5,992,7096.0,0.035,3m,1.8,0.6000000000000001,1.5,952.0,3424.0,0.015,5m,1.8,0.6000000000000001,2.0,544.0,7400,0.015,1m,3.0,0.4,1.0,592,7096,0.035,4m,1.0,0.2,1.0,736,,,,,,,,,,,,,,,,,,,,,,0.2,17,COMPLETE
76,76,0.974917431994115,2025-06-22 16:30:54.010498,2025-06-22 16:31:11.777784,0 days 00:00:17.767286,3192.0,0.04,5m,1.8,0.2,1.5,896.0,,,,,,,,6952.0,0.05,3m,2.8,0.6000000000000001,0.5,1008.0,,,,,,,,,,,,,,,6424.0,0.035,4m,1.8,0.0,1.0,448.0,5992,0.035,4m,2.8,0.4,0.5,688,3120.0,0.045000000000000005,4m,3.0,1.0,2.0,696.0,,,,,,,,,,,,,,,3208,0.015,3m,1.6,0.4,2.0,760,,,,,,,,,,,,,,,1304,0.04,3m,1.8,1.0,1.5,912,,,,,,,,4088,0.025,5m,2.6,0.8,1.5,336,6680.0,0.02,1m,2.6,0.6000000000000001,1.0,488.0,,,,,,,,3216,0.04,4m,1.6,0.8,0.5,400,1096,0.05,1m,3.0,0.0,1.5,888,,,,,,,,5040,0.05,1m,2.2,0.0,0.5,328,3896,0.01,2m,1.2,0.4,0.5,1000,7280.0,0.035,3m,3.0,0.4,1.5,960.0,1712.0,0.015,5m,1.8,0.4,2.0,560.0,7992,0.015,1m,2.8,0.4,1.0,600,6552,0.04,4m,1.0,0.2,1.0,896,,,,,,,,,,,,,,,,,,,,,,0.1,17,COMPLETE
77,77,0.974417515684877,2025-06-22 16:31:11.829636,2025-06-22 16:31:26.410320,0 days 00:00:14.580684,2608.0,0.045000000000000005,2m,1.6,0.0,1.5,976.0,,,,,,,,4200.0,0.04,3m,3.0,0.4,0.5,936.0,,,,,,,,,,,,,,,,,,,,,,7200,0.04,4m,2.0,0.6000000000000001,0.5,784,,,,,,,,,,,,,,,,,,,,,,3944,0.02,2m,2.0,0.4,1.5,728,,,,,,,,,,,,,,,1048,0.045000000000000005,5m,2.0,1.0,1.5,832,,,,,,,,4400,0.03,5m,2.4000000000000004,0.4,1.0,976,,,,,,,,,,,,,,,1064,0.035,1m,1.2,0.8,1.0,752,5448,0.045000000000000005,2m,2.0,0.8,2.0,864,,,,,,,,6288,0.05,1m,2.0,0.2,0.5,552,4400,0.015,3m,1.4,0.2,1.0,912,,,,,,,,3392.0,0.02,3m,1.4,0.6000000000000001,2.0,608.0,7616,0.02,1m,3.0,0.2,1.0,680,3608,0.045000000000000005,2m,1.0,0.2,1.0,488,,,,,,,,,,,,,,,,,,,,,,0.3,13,COMPLETE
78,78,1.0281703771379715,2025-06-22 16:31:26.487069,2025-06-22 16:31:40.856962,0 days 00:00:14.369893,3944.0,0.04,5m,2.0,0.2,2.0,856.0,,,,,,,,4624.0,0.045000000000000005,3m,1.0,1.0,0.5,576.0,,,,,,,,,,,,,,,,,,,,,,6648,0.04,4m,2.6,0.4,0.5,968,3448.0,0.04,5m,3.0,0.0,2.0,568.0,,,,,,,,,,,,,,,3800,0.035,3m,2.4000000000000004,0.6000000000000001,2.0,792,,,,,,,,,,,,,,,1720,0.045000000000000005,3m,1.8,0.8,2.0,800,,,,,,,,3616,0.015,5m,2.6,1.0,1.5,248,,,,,,,,,,,,,,,2936,0.025,4m,1.8,0.6000000000000001,0.5,640,2528,0.04,3m,3.0,0.6000000000000001,1.5,968,,,,,,,,5592,0.05,1m,2.4000000000000004,0.4,0.5,520,4144,0.02,2m,1.0,0.6000000000000001,0.5,200,7096.0,0.03,3m,1.8,0.2,1.5,936.0,2456.0,0.02,2m,2.0,0.6000000000000001,2.0,520.0,7400,0.035,1m,2.6,0.0,1.5,216,7160,0.035,4m,1.2,0.4,1.5,680,,,,,,,,,,,,,,,,,,,,,,0.2,15,COMPLETE
79,79,1.0013514414583373,2025-06-22 16:31:40.926029,2025-06-22 16:31:55.238232,0 days 00:00:14.312203,4056.0,0.04,5m,2.0,0.2,2.0,872.0,,,,,,,,5792.0,0.045000000000000005,3m,1.0,1.0,0.5,536.0,,,,,,,,,,,,,,,,,,,,,,7376,0.045000000000000005,4m,2.6,0.4,0.5,992,3488.0,0.04,5m,3.0,0.0,2.0,552.0,,,,,,,,,,,,,,,3432,0.035,4m,2.8,0.6000000000000001,2.0,704,,,,,,,,,,,,,,,1736,0.045000000000000005,3m,2.8,0.8,2.0,960,,,,,,,,3432,0.035,5m,2.6,1.0,1.5,256,,,,,,,,,,,,,,,2616,0.025,3m,1.8,0.6000000000000001,1.5,728,3016,0.035,3m,3.0,0.0,1.0,976,,,,,,,,5464,0.045000000000000005,1m,2.6,0.6000000000000001,0.5,520,4168,0.025,2m,1.0,0.6000000000000001,0.5,176,6520.0,0.03,3m,1.8,0.2,1.5,1024.0,1848.0,0.02,2m,2.0,0.6000000000000001,2.0,504.0,7344,0.035,1m,2.4000000000000004,0.0,2.0,264,7104,0.03,4m,1.2,0.4,1.5,680,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,15,COMPLETE
80,80,0.9972585736880538,2025-06-22 16:31:55.299183,2025-06-22 16:32:09.186864,0 days 00:00:13.887681,4512.0,0.04,5m,2.0,0.0,2.0,912.0,,,,,,,,4712.0,0.045000000000000005,3m,1.2,1.0,0.5,584.0,,,,,,,,,,,,,,,,,,,,,,6760,0.04,4m,2.2,0.4,2.0,968,,,,,,,,,,,,,,,,,,,,,,4568,0.03,3m,2.4000000000000004,0.6000000000000001,2.0,584,,,,,,,,,,,,,,,1848,0.04,3m,1.8,0.8,2.0,752,,,,,,,,3680,0.015,5m,2.8,1.0,1.5,176,,,,,,,,,,,,,,,2056,0.02,4m,1.8,0.6000000000000001,0.5,632,2352,0.04,3m,3.0,0.6000000000000001,1.5,592,,,,,,,,5200,0.05,1m,2.4000000000000004,0.4,0.5,616,3280,0.02,2m,1.2,0.6000000000000001,0.5,232,7040.0,0.035,3m,1.8,0.2,1.5,920.0,2008.0,0.015,2m,2.0,0.6000000000000001,2.0,568.0,8008,0.045000000000000005,1m,2.0,0.0,1.5,224,6752,0.035,4m,1.0,0.4,2.0,560,,,,,,,,,,,,,,,,,,,,,,0.2,14,COMPLETE
81,81,0.9885351748774889,2025-06-22 16:32:09.226239,2025-06-22 16:32:25.461263,0 days 00:00:16.235024,2912.0,0.045000000000000005,5m,1.8,0.2,2.0,784.0,,,,,,,,2160.0,0.04,3m,1.2,1.0,0.5,472.0,,,,,,,,,,,,,,,,,,,,,,6392,0.04,4m,2.6,0.4,0.5,832,4256.0,0.045000000000000005,5m,3.0,0.0,2.0,624.0,,,,,,,,,,,,,,,3768,0.035,3m,2.2,0.6000000000000001,2.0,808,,,,,,,,,,,,,,,1496,0.045000000000000005,3m,2.0,1.0,2.0,808,,,,,,,,2944,0.01,5m,2.4000000000000004,1.0,1.5,208,4136.0,0.025,1m,2.2,0.8,1.5,408.0,,,,,,,,2960,0.025,4m,1.4,0.8,0.5,368,1736,0.03,3m,2.2,0.6000000000000001,1.5,936,,,,,,,,4840,0.05,1m,2.4000000000000004,0.4,0.5,504,3640,0.025,2m,1.0,0.6000000000000001,0.5,208,6992.0,0.03,3m,2.0,0.0,1.5,968.0,2472.0,0.025,2m,1.8,0.6000000000000001,2.0,536.0,7432,0.035,1m,2.6,0.4,1.5,128,7344,0.035,4m,1.2,0.2,1.5,744,,,,,,,,,,,,,,,,,,,,,,0.25,16,COMPLETE
82,82,0.9156113415298933,2025-06-22 16:32:25.513606,2025-06-22 16:32:43.562103,0 days 00:00:18.048497,3904.0,0.04,5m,2.0,0.0,1.5,832.0,,,,,,,,5408.0,0.045000000000000005,3m,1.0,0.8,0.5,648.0,,,,,,,,,,,,,,,7736.0,0.02,1m,1.6,0.4,1.5,248.0,5080,0.04,4m,2.8,0.4,0.5,872,3936.0,0.035,5m,2.8,0.0,2.0,504.0,,,,,,,,,,,,,,,3544,0.04,3m,2.4000000000000004,0.6000000000000001,2.0,848,,,,,,,,,,,,,,,2048,0.045000000000000005,3m,1.8,0.6000000000000001,2.0,792,,,,,,,,2496,0.015,5m,2.6,1.0,1.5,376,6144.0,0.02,1m,2.8,1.0,0.5,176.0,,,,,,,,3792,0.03,4m,1.6,0.8,0.5,472,2056,0.04,3m,3.0,0.4,1.5,1008,,,,,,,,5736,0.05,1m,2.2,0.4,0.5,472,4632,0.02,2m,1.0,0.4,0.5,248,7848.0,0.04,3m,2.0,0.2,1.5,832.0,2240.0,0.02,2m,2.2,0.4,2.0,456.0,7104,0.03,1m,2.8,0.0,1.5,192,6968,0.035,4m,1.2,0.4,1.5,672,,,,,,,,,,,,,,,,,,,,,,0.2,17,COMPLETE
83,83,0.985009189571526,2025-06-22 16:32:43.645737,2025-06-22 16:33:04.219037,0 days 00:00:20.573300,3208.0,0.045000000000000005,3m,2.2,0.2,2.0,952.0,,,,,,,,3488.0,0.05,3m,2.8,1.0,0.5,864.0,,,,,,,,,,,,,,,5208.0,0.035,1m,1.8,0.2,2.0,328.0,3992,0.035,4m,2.4000000000000004,0.6000000000000001,0.5,1016,2880.0,0.035,5m,3.0,0.0,2.0,832.0,,,,,,,,,,,,,,,4104,0.035,3m,2.6,0.8,2.0,784,,,,,,,,,,,,,,,1248,0.045000000000000005,1m,1.6,0.8,1.0,872,,,,,,,,3864,0.02,5m,2.8,1.0,1.5,264,6520.0,0.015,1m,3.0,0.8,2.0,256.0,,,,,,,,2808,0.035,4m,1.6,0.4,0.5,664,2512,0.035,1m,3.0,0.6000000000000001,1.5,960,1760.0,0.035,5m,1.0,0.0,1.5,224.0,6032,0.05,1m,2.0,0.2,0.5,424,4024,0.015,5m,1.2,0.8,0.5,344,7480.0,0.035,3m,1.6,0.8,1.5,944.0,2952.0,0.03,4m,1.8,0.6000000000000001,2.0,664.0,7680,0.01,1m,2.6,0.2,1.5,720,7704,0.04,2m,1.0,0.2,1.0,856,,,,,,,,,,,,,,,,,,,,,,0.2,18,COMPLETE
84,84,0.9543236891570952,2025-06-22 16:33:04.253561,2025-06-22 16:33:18.784267,0 days 00:00:14.530706,3472.0,0.035,5m,2.0,0.2,1.5,1024.0,,,,,,,,4512.0,0.04,3m,1.0,0.8,0.5,560.0,,,,,,,,,,,,,,,,,,,,,,5264,0.045000000000000005,2m,1.8,0.4,0.5,960,,,,,,,,,,,,,,,,,,,,,,2768,0.03,5m,1.8,0.4,1.0,928,,,,,,,,,,,,,,,1496,0.05,3m,2.0,1.0,1.0,832,,,,,,,,7248,0.015,1m,2.4000000000000004,0.0,1.5,136,,,,,,,,,,,,,,,4408,0.03,4m,2.0,0.2,0.5,696,4368,0.04,5m,1.8,0.6000000000000001,1.5,888,,,,,,,,7920,0.045000000000000005,3m,1.6,0.4,0.5,368,3784,0.02,1m,1.4,0.6000000000000001,0.5,280,6168.0,0.045000000000000005,3m,1.8,0.2,2.0,912.0,3776.0,0.02,5m,1.6,0.6000000000000001,2.0,592.0,4640,0.04,3m,3.0,0.2,2.0,320,6240,0.03,1m,1.2,0.6000000000000001,1.5,824,,,,,,,,,,,,,,,,,,,,,,0.05,14,COMPLETE
85,85,1.0013174490378114,2025-06-22 16:33:18.826789,2025-06-22 16:33:45.603600,0 days 00:00:26.776811,3800.0,0.04,5m,1.0,0.6000000000000001,1.5,856.0,3736.0,0.015,2m,2.4000000000000004,0.6000000000000001,1.0,800.0,7696.0,0.04,5m,1.4,0.0,2.0,720.0,,,,,,,,6656.0,0.01,5m,1.0,0.2,2.0,504.0,5504.0,0.025,4m,2.6,0.6000000000000001,1.0,208.0,5824,0.03,1m,2.6,0.4,0.5,544,3536.0,0.04,3m,2.8,0.0,2.0,584.0,1888.0,0.015,2m,1.6,0.0,2.0,904.0,1784.0,0.025,3m,1.6,0.6000000000000001,0.5,280.0,3088,0.025,3m,2.0,0.4,2.0,888,,,,,,,,3480.0,0.015,3m,2.8,0.6000000000000001,1.0,728.0,2864,0.04,5m,1.8,0.6000000000000001,1.5,912,6856.0,0.02,3m,2.2,0.0,2.0,544.0,4640,0.02,3m,2.6,0.8,1.5,696,6824.0,0.025,3m,2.0,0.4,1.0,336.0,6632.0,0.05,1m,1.0,0.0,2.0,912.0,5120,0.035,2m,1.4,0.6000000000000001,0.5,544,3600,0.045000000000000005,3m,2.8,0.8,1.5,912,3912.0,0.045000000000000005,2m,2.8,0.6000000000000001,2.0,776.0,7472,0.05,1m,2.6,0.2,0.5,440,2824,0.01,2m,1.0,0.2,0.5,824,6912.0,0.025,1m,1.6,0.4,1.5,800.0,1376.0,0.025,2m,2.0,0.4,1.5,480.0,7216,0.03,5m,2.8,0.4,1.0,216,6480,0.035,4m,1.0,0.8,2.0,776,,,,,,,,4168.0,0.02,4m,1.0,0.4,1.0,632.0,3952.0,0.02,4m,1.2,0.8,1.0,976.0,0.15000000000000002,27,COMPLETE
86,86,1.017035143435419,2025-06-22 16:33:45.657342,2025-06-22 16:33:57.294771,0 days 00:00:11.637429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6128,0.04,4m,1.0,0.2,0.5,896,,,,,,,,,,,,,,,,,,,,,,3256,0.015,3m,2.2,0.6000000000000001,1.5,672,,,,,,,,,,,,,,,2376,0.05,4m,1.6,0.8,2.0,760,,,,,,,,3280,0.015,5m,1.8,1.0,2.0,592,,,,,,,,,,,,,,,4224,0.035,1m,1.4,0.8,0.5,800,4104,0.025,1m,1.4,0.6000000000000001,1.5,840,,,,,,,,4672,0.045000000000000005,5m,2.4000000000000004,0.6000000000000001,0.5,400,3512,0.015,4m,1.2,0.4,0.5,200,,,,,,,,,,,,,,,6960,0.01,1m,3.0,0.6000000000000001,1.5,856,8040,0.04,2m,1.2,0.2,1.5,872,,,,,,,,,,,,,,,,,,,,,,0.25,10,COMPLETE
87,87,0.9938213495544962,2025-06-22 16:33:57.321518,2025-06-22 16:34:28.683419,0 days 00:00:31.361901,4768.0,0.04,4m,2.2,0.2,2.0,808.0,,,,,,,,1632.0,0.035,1m,2.6,0.4,0.5,640.0,,,,,,,,,,,,,,,,,,,,,,6488,0.04,4m,1.0,0.2,0.5,920,7960.0,0.04,2m,2.2,0.2,2.0,752.0,,,,,,,,,,,,,,,3280,0.04,3m,2.2,0.6000000000000001,2.0,656,,,,,,,,,,,,,,,2328,0.05,4m,1.6,0.8,2.0,760,,,,,,,,3344,0.01,5m,2.2,1.0,1.5,440,5928.0,0.02,1m,2.4000000000000004,0.6000000000000001,1.0,208.0,,,,,,,,4208,0.015,1m,1.6,0.8,0.5,792,4128,0.025,1m,1.2,0.6000000000000001,1.5,824,,,,,,,,4640,0.045000000000000005,5m,2.4000000000000004,0.6000000000000001,0.5,488,3384,0.015,4m,1.2,0.4,0.5,304,6448.0,0.04,4m,2.6,1.0,1.5,1000.0,2704.0,0.015,5m,2.2,0.8,1.0,640.0,6952,0.015,1m,3.0,0.6000000000000001,1.5,856,7944,0.045000000000000005,4m,1.2,0.2,1.0,720,,,,,,,,,,,,,,,,,,,,,,0.25,16,COMPLETE
