,number,value,datetime_start,datetime_complete,duration,params_AAPL_CDW_beta_win,params_AAPL_CDW_stop_loss,params_AAPL_CDW_trade_freq,params_AAPL_CDW_z_entry,params_AAPL_CDW_z_exit,params_AAPL_CDW_z_stop_scaler,params_AAPL_CDW_z_win,params_ADP_PDD_beta_win,params_ADP_PDD_stop_loss,params_ADP_PDD_trade_freq,params_ADP_PDD_z_entry,params_ADP_PDD_z_exit,params_ADP_PDD_z_stop_scaler,params_ADP_PDD_z_win,params_ADSK_QCOM_beta_win,params_ADSK_QCOM_stop_loss,params_ADSK_QCOM_trade_freq,params_ADSK_QCOM_z_entry,params_ADSK_QCOM_z_exit,params_ADSK_QCOM_z_stop_scaler,params_ADSK_QCOM_z_win,params_ALGN_EA_beta_win,params_ALGN_EA_stop_loss,params_ALGN_EA_trade_freq,params_ALGN_EA_z_entry,params_ALGN_EA_z_exit,params_ALGN_EA_z_stop_scaler,params_ALGN_EA_z_win,params_ALGN_QCOM_beta_win,params_ALGN_QCOM_stop_loss,params_ALGN_QCOM_trade_freq,params_ALGN_QCOM_z_entry,params_ALGN_QCOM_z_exit,params_ALGN_QCOM_z_stop_scaler,params_ALGN_QCOM_z_win,params_AMD_QCOM_beta_win,params_AMD_QCOM_stop_loss,params_AMD_QCOM_trade_freq,params_AMD_QCOM_z_entry,params_AMD_QCOM_z_exit,params_AMD_QCOM_z_stop_scaler,params_AMD_QCOM_z_win,params_AVGO_QCOM_beta_win,params_AVGO_QCOM_stop_loss,params_AVGO_QCOM_trade_freq,params_AVGO_QCOM_z_entry,params_AVGO_QCOM_z_exit,params_AVGO_QCOM_z_stop_scaler,params_AVGO_QCOM_z_win,params_BIDU_CSCO_beta_win,params_BIDU_CSCO_stop_loss,params_BIDU_CSCO_trade_freq,params_BIDU_CSCO_z_entry,params_BIDU_CSCO_z_exit,params_BIDU_CSCO_z_stop_scaler,params_BIDU_CSCO_z_win,params_CMCSA_WDAY_beta_win,params_CMCSA_WDAY_stop_loss,params_CMCSA_WDAY_trade_freq,params_CMCSA_WDAY_z_entry,params_CMCSA_WDAY_z_exit,params_CMCSA_WDAY_z_stop_scaler,params_CMCSA_WDAY_z_win,params_DLTR_VRTX_beta_win,params_DLTR_VRTX_stop_loss,params_DLTR_VRTX_trade_freq,params_DLTR_VRTX_z_entry,params_DLTR_VRTX_z_exit,params_DLTR_VRTX_z_stop_scaler,params_DLTR_VRTX_z_win,params_DOCU_ILMN_beta_win,params_DOCU_ILMN_stop_loss,params_DOCU_ILMN_trade_freq,params_DOCU_ILMN_z_entry,params_DOCU_ILMN_z_exit,params_DOCU_ILMN_z_stop_scaler,params_DOCU_ILMN_z_win,params_DOCU_TEAM_beta_win,params_DOCU_TEAM_stop_loss,params_DOCU_TEAM_trade_freq,params_DOCU_TEAM_z_entry,params_DOCU_TEAM_z_exit,params_DOCU_TEAM_z_stop_scaler,params_DOCU_TEAM_z_win,params_FB_PCAR_beta_win,params_FB_PCAR_stop_loss,params_FB_PCAR_trade_freq,params_FB_PCAR_z_entry,params_FB_PCAR_z_exit,params_FB_PCAR_z_stop_scaler,params_FB_PCAR_z_win,params_FISV_VRTX_beta_win,params_FISV_VRTX_stop_loss,params_FISV_VRTX_trade_freq,params_FISV_VRTX_z_entry,params_FISV_VRTX_z_exit,params_FISV_VRTX_z_stop_scaler,params_FISV_VRTX_z_win,params_FOXA_QCOM_beta_win,params_FOXA_QCOM_stop_loss,params_FOXA_QCOM_trade_freq,params_FOXA_QCOM_z_entry,params_FOXA_QCOM_z_exit,params_FOXA_QCOM_z_stop_scaler,params_FOXA_QCOM_z_win,params_FOX_QCOM_beta_win,params_FOX_QCOM_stop_loss,params_FOX_QCOM_trade_freq,params_FOX_QCOM_z_entry,params_FOX_QCOM_z_exit,params_FOX_QCOM_z_stop_scaler,params_FOX_QCOM_z_win,params_GILD_MU_beta_win,params_GILD_MU_stop_loss,params_GILD_MU_trade_freq,params_GILD_MU_z_entry,params_GILD_MU_z_exit,params_GILD_MU_z_stop_scaler,params_GILD_MU_z_win,params_GOOGL_PCAR_beta_win,params_GOOGL_PCAR_stop_loss,params_GOOGL_PCAR_trade_freq,params_GOOGL_PCAR_z_entry,params_GOOGL_PCAR_z_exit,params_GOOGL_PCAR_z_stop_scaler,params_GOOGL_PCAR_z_win,params_GOOG_PCAR_beta_win,params_GOOG_PCAR_stop_loss,params_GOOG_PCAR_trade_freq,params_GOOG_PCAR_z_entry,params_GOOG_PCAR_z_exit,params_GOOG_PCAR_z_stop_scaler,params_GOOG_PCAR_z_win,params_ILMN_MTCH_beta_win,params_ILMN_MTCH_stop_loss,params_ILMN_MTCH_trade_freq,params_ILMN_MTCH_z_entry,params_ILMN_MTCH_z_exit,params_ILMN_MTCH_z_stop_scaler,params_ILMN_MTCH_z_win,params_ILMN_TEAM_beta_win,params_ILMN_TEAM_stop_loss,params_ILMN_TEAM_trade_freq,params_ILMN_TEAM_z_entry,params_ILMN_TEAM_z_exit,params_ILMN_TEAM_z_stop_scaler,params_ILMN_TEAM_z_win,params_ILMN_VRTX_beta_win,params_ILMN_VRTX_stop_loss,params_ILMN_VRTX_trade_freq,params_ILMN_VRTX_z_entry,params_ILMN_VRTX_z_exit,params_ILMN_VRTX_z_stop_scaler,params_ILMN_VRTX_z_win,params_INTU_VRTX_beta_win,params_INTU_VRTX_stop_loss,params_INTU_VRTX_trade_freq,params_INTU_VRTX_z_entry,params_INTU_VRTX_z_exit,params_INTU_VRTX_z_stop_scaler,params_INTU_VRTX_z_win,params_NVDA_VRTX_beta_win,params_NVDA_VRTX_stop_loss,params_NVDA_VRTX_trade_freq,params_NVDA_VRTX_z_entry,params_NVDA_VRTX_z_exit,params_NVDA_VRTX_z_stop_scaler,params_NVDA_VRTX_z_win,params_PCAR_CDW_beta_win,params_PCAR_CDW_stop_loss,params_PCAR_CDW_trade_freq,params_PCAR_CDW_z_entry,params_PCAR_CDW_z_exit,params_PCAR_CDW_z_stop_scaler,params_PCAR_CDW_z_win,params_PCAR_PAYX_beta_win,params_PCAR_PAYX_stop_loss,params_PCAR_PAYX_trade_freq,params_PCAR_PAYX_z_entry,params_PCAR_PAYX_z_exit,params_PCAR_PAYX_z_stop_scaler,params_PCAR_PAYX_z_win,params_PCAR_VRTX_beta_win,params_PCAR_VRTX_stop_loss,params_PCAR_VRTX_trade_freq,params_PCAR_VRTX_z_entry,params_PCAR_VRTX_z_exit,params_PCAR_VRTX_z_stop_scaler,params_PCAR_VRTX_z_win,params_PYPL_QCOM_beta_win,params_PYPL_QCOM_stop_loss,params_PYPL_QCOM_trade_freq,params_PYPL_QCOM_z_entry,params_PYPL_QCOM_z_exit,params_PYPL_QCOM_z_stop_scaler,params_PYPL_QCOM_z_win,params_REGN_CTAS_beta_win,params_REGN_CTAS_stop_loss,params_REGN_CTAS_trade_freq,params_REGN_CTAS_z_entry,params_REGN_CTAS_z_exit,params_REGN_CTAS_z_stop_scaler,params_REGN_CTAS_z_win,params_TEAM_VRTX_beta_win,params_TEAM_VRTX_stop_loss,params_TEAM_VRTX_trade_freq,params_TEAM_VRTX_z_entry,params_TEAM_VRTX_z_exit,params_TEAM_VRTX_z_stop_scaler,params_TEAM_VRTX_z_win,params_buffer_capital,params_pairs_to_trade,state
79,79,0.9890598065496281,2025-06-22 16:33:55.617243,2025-06-22 16:34:35.004308,0 days 00:00:39.387065,6608.0,0.02,1m,2.6,0.0,0.5,320.0,2312,0.01,4m,2.6,0.8,1.0,424,7360,0.05,1m,2.2,0.8,2.0,992,5360.0,0.045000000000000005,2m,1.0,0.8,1.5,384.0,6360.0,0.015,5m,3.0,0.4,0.5,496.0,7600,0.015,5m,2.8,0.6000000000000001,0.5,168,4248.0,0.04,4m,1.8,1.0,1.0,768.0,4504,0.025,1m,2.4000000000000004,1.0,2.0,320,2712.0,0.025,3m,3.0,0.4,0.5,696.0,,,,,,,,1576.0,0.025,1m,1.8,0.8,1.0,504.0,,,,,,,,5424.0,0.015,4m,1.6,0.0,0.5,432.0,5384,0.05,3m,2.2,0.0,2.0,616,8144.0,0.03,2m,3.0,0.4,0.5,224.0,4496,0.01,3m,2.0,0.4,2.0,584,7072.0,0.03,1m,1.4,0.2,1.5,712.0,6936,0.015,3m,1.4,0.6000000000000001,1.0,584,6616,0.04,4m,2.6,0.6000000000000001,1.5,1008,,,,,,,,,,,,,,,,,,,,,,8184.0,0.04,3m,2.8,1.0,2.0,536.0,,,,,,,,3752.0,0.03,2m,3.0,1.0,1.5,512.0,2664.0,0.05,4m,1.2,1.0,1.5,888.0,7888.0,0.025,4m,1.8,1.0,0.5,768.0,1760,0.04,5m,1.0,0.6000000000000001,1.5,392,3128,0.04,5m,1.4,0.0,2.0,632,2736.0,0.045000000000000005,4m,3.0,0.4,1.0,936.0,0.15000000000000002,24,COMPLETE
80,80,0.9718686395617162,2025-06-22 16:34:35.154897,2025-06-22 16:34:58.625154,0 days 00:00:23.470257,8184.0,0.035,1m,2.2,0.2,0.5,320.0,2704,0.01,4m,2.4000000000000004,0.8,1.0,384,6712,0.04,1m,2.2,0.6000000000000001,2.0,952,4496.0,0.045000000000000005,2m,1.2,1.0,1.5,248.0,7656.0,0.015,5m,2.8,0.4,0.5,528.0,6976,0.01,5m,2.6,0.8,0.5,128,5288.0,0.035,4m,2.2,0.8,1.0,800.0,2360,0.03,1m,2.6,1.0,1.0,384,1904.0,0.025,4m,1.2,0.6000000000000001,1.0,984.0,,,,,,,,1784.0,0.025,2m,1.4,0.8,1.0,552.0,,,,,,,,5144.0,0.01,4m,1.8,0.0,0.5,480.0,4472,0.05,3m,2.0,0.4,1.5,504,6576.0,0.03,2m,3.0,0.4,0.5,344.0,4296,0.015,3m,2.0,0.4,2.0,496,5704.0,0.025,1m,1.6,0.2,1.5,776.0,7952,0.015,3m,1.2,0.6000000000000001,1.0,648,5512,0.02,4m,3.0,0.6000000000000001,1.0,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4136.0,0.025,2m,2.8,1.0,1.5,384.0,3016.0,0.045000000000000005,4m,1.0,1.0,1.5,1000.0,6488.0,0.035,4m,2.0,0.8,0.5,856.0,2336,0.05,5m,1.2,0.6000000000000001,1.5,688,2040,0.045000000000000005,5m,1.2,0.2,2.0,744,3832.0,0.045000000000000005,4m,2.8,0.4,1.0,840.0,0.25,23,COMPLETE
81,81,1.017138607424752,2025-06-22 16:34:58.716205,2025-06-22 16:35:18.312120,0 days 00:00:19.595915,,,,,,,,1984,0.01,4m,2.6,0.8,1.0,560,5968,0.045000000000000005,1m,2.6,0.8,2.0,920,5760.0,0.045000000000000005,2m,1.0,0.8,1.5,184.0,6944.0,0.015,5m,3.0,0.4,0.5,576.0,7816,0.01,5m,2.4000000000000004,0.8,0.5,168,4696.0,0.035,4m,1.8,1.0,1.0,880.0,3920,0.025,1m,2.8,1.0,1.0,464,,,,,,,,,,,,,,,1152.0,0.02,1m,1.8,0.8,1.0,328.0,,,,,,,,4840.0,0.015,4m,1.6,0.0,0.5,584.0,4896,0.045000000000000005,3m,2.6,0.2,1.5,592,7448.0,0.025,2m,3.0,0.4,0.5,192.0,3584,0.015,3m,1.8,0.4,2.0,528,6392.0,0.03,1m,1.4,0.2,1.5,848.0,7712,0.01,3m,1.2,0.6000000000000001,1.0,712,6880,0.045000000000000005,4m,2.6,0.6000000000000001,1.5,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4752.0,0.02,2m,3.0,0.8,1.5,448.0,2320.0,0.04,4m,1.2,1.0,1.5,944.0,7320.0,0.03,4m,1.6,1.0,0.5,792.0,3208,0.03,4m,1.2,0.6000000000000001,1.5,352,2960,0.04,5m,1.6,0.2,2.0,792,2072.0,0.05,4m,2.8,0.4,1.0,872.0,0.2,21,COMPLETE
82,82,1.019970054379067,2025-06-22 16:35:18.400141,2025-06-22 16:35:37.847376,0 days 00:00:19.447235,,,,,,,,2056,0.01,4m,2.6,0.8,1.0,552,6096,0.045000000000000005,1m,2.6,0.8,2.0,1024,5896.0,0.05,2m,1.0,0.8,1.5,192.0,6864.0,0.015,5m,3.0,0.4,0.5,576.0,7824,0.01,5m,2.4000000000000004,0.8,0.5,160,5072.0,0.035,4m,1.8,1.0,1.0,872.0,4232,0.025,1m,2.6,1.0,1.0,432,,,,,,,,,,,,,,,1112.0,0.02,1m,1.8,0.6000000000000001,1.0,376.0,,,,,,,,4776.0,0.015,4m,1.6,0.0,0.5,640.0,4864,0.045000000000000005,3m,2.6,0.2,1.5,576,7952.0,0.025,2m,3.0,0.4,0.5,192.0,3928,0.015,3m,1.8,0.4,2.0,616,6376.0,0.03,1m,1.4,0.2,1.5,840.0,7680,0.01,3m,1.2,0.6000000000000001,1.0,704,6384,0.04,4m,2.6,0.6000000000000001,1.5,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0,0.02,2m,3.0,1.0,1.5,432.0,2824.0,0.04,4m,1.2,1.0,1.5,944.0,7536.0,0.03,4m,1.6,1.0,0.5,808.0,3192,0.035,4m,1.2,0.6000000000000001,1.5,336,2256,0.04,5m,1.6,0.2,2.0,784,2176.0,0.05,4m,2.8,0.4,1.0,904.0,0.2,21,COMPLETE
83,83,0.9581193293333635,2025-06-22 16:35:37.899223,2025-06-22 16:35:59.293827,0 days 00:00:21.394604,7416.0,0.02,1m,2.6,0.2,1.0,512.0,2152,0.01,4m,2.6,0.8,1.0,520,6200,0.045000000000000005,1m,2.4000000000000004,0.8,2.0,920,6200.0,0.05,2m,1.0,0.8,1.5,176.0,6840.0,0.015,5m,3.0,0.4,0.5,560.0,7840,0.01,5m,2.4000000000000004,0.8,0.5,168,4976.0,0.04,4m,1.8,1.0,1.0,888.0,4928,0.025,1m,2.8,1.0,1.0,432,,,,,,,,,,,,,,,1184.0,0.02,1m,1.8,0.6000000000000001,1.0,376.0,,,,,,,,4784.0,0.015,4m,1.8,0.0,0.5,648.0,4872,0.045000000000000005,3m,2.6,1.0,1.5,584,7776.0,0.025,2m,3.0,0.4,0.5,248.0,3904,0.015,3m,1.6,0.4,2.0,608,6448.0,0.03,1m,1.4,0.2,1.5,840.0,7688,0.01,3m,1.0,0.6000000000000001,1.0,712,6856,0.04,4m,2.6,0.6000000000000001,1.5,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4904.0,0.02,2m,3.0,1.0,1.5,344.0,2920.0,0.04,4m,1.2,1.0,1.5,936.0,7360.0,0.03,4m,1.6,1.0,0.5,800.0,3176,0.03,4m,1.2,0.6000000000000001,1.5,368,2272,0.04,5m,1.6,0.2,2.0,792,2464.0,0.05,4m,2.8,0.4,1.0,920.0,0.2,22,COMPLETE
84,84,1.0162583983600055,2025-06-22 16:35:59.339495,2025-06-22 16:36:19.015225,0 days 00:00:19.675730,,,,,,,,1952,0.01,4m,2.4000000000000004,0.8,1.0,584,6000,0.045000000000000005,1m,2.6,0.8,2.0,1024,5912.0,0.05,2m,1.2,0.8,1.5,224.0,7232.0,0.01,5m,3.0,0.4,0.5,576.0,8072,0.01,5m,2.4000000000000004,0.8,0.5,216,4640.0,0.035,4m,2.0,0.8,1.0,976.0,4208,0.025,1m,3.0,1.0,1.0,248,,,,,,,,,,,,,,,1032.0,0.02,1m,1.8,0.8,1.0,400.0,,,,,,,,5064.0,0.01,4m,1.6,0.0,0.5,560.0,5168,0.045000000000000005,3m,2.4000000000000004,0.4,1.5,432,7384.0,0.025,2m,3.0,0.4,0.5,200.0,3552,0.015,3m,1.8,0.4,2.0,528,6304.0,0.03,1m,1.4,0.0,1.5,872.0,7312,0.01,3m,1.2,0.8,1.0,600,6424,0.045000000000000005,4m,2.8,0.6000000000000001,1.5,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4696.0,0.025,2m,3.0,1.0,1.5,472.0,2352.0,0.04,4m,1.4,1.0,1.5,904.0,6960.0,0.03,4m,1.8,1.0,0.5,744.0,2864,0.03,4m,1.4,0.6000000000000001,1.5,320,3512,0.04,5m,1.6,0.2,2.0,768,2152.0,0.05,4m,2.8,0.4,1.0,968.0,0.2,21,COMPLETE
85,85,1.0237344400218629,2025-06-22 16:36:19.052551,2025-06-22 16:36:38.830305,0 days 00:00:19.777754,,,,,,,,2584,0.01,4m,2.6,0.8,1.0,568,5904,0.05,1m,2.6,0.8,2.0,1024,6008.0,0.05,2m,1.2,0.8,1.5,248.0,7280.0,0.015,5m,3.0,0.2,0.5,592.0,8016,0.015,4m,2.4000000000000004,0.4,0.5,224,4592.0,0.03,4m,2.0,1.0,1.0,960.0,4240,0.03,1m,3.0,1.0,1.0,168,,,,,,,,,,,,,,,1040.0,0.02,1m,1.8,0.6000000000000001,1.0,320.0,,,,,,,,4544.0,0.01,4m,1.8,0.2,0.5,568.0,5184,0.045000000000000005,3m,2.4000000000000004,0.4,1.5,384,7400.0,0.02,2m,3.0,0.4,0.5,216.0,3624,0.01,3m,1.6,0.2,2.0,624,6184.0,0.025,1m,1.6,0.0,1.5,880.0,8184,0.01,3m,1.2,0.8,1.0,808,6232,0.045000000000000005,4m,2.6,0.6000000000000001,1.5,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5304.0,0.02,2m,2.8,1.0,1.5,432.0,2368.0,0.04,4m,1.4,1.0,1.5,896.0,8152.0,0.035,4m,1.6,1.0,0.5,896.0,2904,0.03,4m,1.0,0.6000000000000001,1.5,280,2632,0.04,5m,1.6,0.2,2.0,768,2216.0,0.05,4m,2.8,0.4,1.0,952.0,0.15000000000000002,21,COMPLETE
86,86,0.9864283049679847,2025-06-22 16:36:38.889892,2025-06-22 16:36:59.302256,0 days 00:00:20.412364,,,,,,,,2536,0.015,1m,2.6,0.8,1.0,576,5848,0.05,1m,2.6,0.8,2.0,984,5824.0,0.05,2m,1.4,0.8,1.5,248.0,7136.0,0.015,5m,3.0,0.2,0.5,592.0,8184,0.01,4m,2.4000000000000004,0.4,0.5,216,4552.0,0.03,4m,2.4000000000000004,1.0,1.0,976.0,4184,0.03,1m,3.0,1.0,1.5,216,,,,,,,,,,,,,,,1064.0,0.02,1m,1.8,0.6000000000000001,1.0,328.0,,,,,,,,4592.0,0.01,5m,2.2,0.2,0.5,552.0,5176,0.045000000000000005,3m,2.4000000000000004,0.4,1.5,368,7416.0,0.02,2m,3.0,0.4,0.5,208.0,3528,0.01,3m,1.6,0.0,2.0,568,6216.0,0.025,1m,1.6,0.0,1.5,888.0,7568,0.01,3m,1.0,1.0,1.0,808,7176,0.045000000000000005,4m,2.8,0.6000000000000001,1.0,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5360.0,0.02,2m,2.8,1.0,1.5,416.0,2328.0,0.04,4m,1.4,1.0,1.5,896.0,7720.0,0.04,4m,1.6,1.0,0.5,832.0,3400,0.03,4m,1.0,0.6000000000000001,1.5,256,3512,0.04,5m,1.4,0.2,2.0,864,2192.0,0.045000000000000005,4m,2.8,0.4,1.0,960.0,0.15000000000000002,21,COMPLETE
87,87,1.0358098933138018,2025-06-22 16:36:59.353853,2025-06-22 16:37:21.657961,0 days 00:00:22.304108,5288.0,0.04,5m,3.0,0.4,1.0,568.0,1600,0.01,4m,2.4000000000000004,0.8,1.0,560,6024,0.05,1m,2.8,0.6000000000000001,2.0,1024,6216.0,0.05,2m,1.2,0.8,2.0,160.0,7432.0,0.015,5m,3.0,0.2,1.0,584.0,7752,0.015,4m,2.4000000000000004,0.4,0.5,192,4704.0,0.03,4m,2.0,0.8,1.0,928.0,4304,0.03,1m,2.8,1.0,1.0,136,3512.0,0.02,2m,2.8,0.4,0.5,504.0,,,,,,,,1360.0,0.025,3m,1.8,0.4,1.0,232.0,,,,,,,,4976.0,0.01,1m,2.0,0.2,0.5,592.0,4232,0.045000000000000005,3m,2.6,0.4,1.5,408,6800.0,0.02,2m,3.0,0.2,0.5,168.0,3632,0.01,3m,1.6,0.2,2.0,664,5432.0,0.025,1m,1.2,0.0,2.0,928.0,7352,0.01,5m,1.2,0.8,1.0,688,6320,0.045000000000000005,4m,2.4000000000000004,0.6000000000000001,1.5,976,,,,,,,,,,,,,,,3704.0,0.045000000000000005,4m,2.4000000000000004,0.4,1.0,664.0,5976.0,0.045000000000000005,4m,1.2,0.0,1.0,352.0,,,,,,,,4448.0,0.025,2m,3.0,1.0,1.5,304.0,2520.0,0.04,4m,1.0,1.0,1.5,832.0,7408.0,0.035,4m,1.6,1.0,0.5,904.0,2984,0.035,4m,1.0,0.4,1.5,328,3888,0.04,5m,1.6,0.2,2.0,776,1992.0,0.05,4m,2.6,0.4,1.0,992.0,0.15000000000000002,25,COMPLETE
88,88,1.0191738287281766,2025-06-22 16:37:21.725110,2025-06-22 16:37:40.699078,0 days 00:00:18.973968,,,,,,,,1616,0.01,5m,2.4000000000000004,0.8,1.0,568,5656,0.05,1m,2.8,0.6000000000000001,2.0,1024,6072.0,0.05,2m,1.4,0.8,2.0,168.0,7416.0,0.01,5m,3.0,0.0,1.0,584.0,7680,0.015,4m,2.4000000000000004,0.4,0.5,200,4672.0,0.03,4m,2.2,0.8,1.0,984.0,4288,0.03,1m,2.8,1.0,1.0,128,,,,,,,,,,,,,,,1392.0,0.025,3m,1.8,0.4,1.0,232.0,,,,,,,,4952.0,0.01,1m,2.0,0.2,0.5,584.0,4864,0.045000000000000005,3m,2.4000000000000004,0.4,1.5,408,7456.0,0.02,2m,3.0,0.4,0.5,128.0,3560,0.01,3m,1.6,0.2,2.0,680,5464.0,0.025,1m,1.2,0.0,2.0,912.0,7336,0.01,5m,1.2,0.8,1.0,768,6264,0.05,4m,2.4000000000000004,0.6000000000000001,1.5,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4064.0,0.025,2m,3.0,1.0,1.5,248.0,2552.0,0.04,4m,1.0,1.0,1.5,864.0,8184.0,0.035,4m,1.4,1.0,0.5,1024.0,2880,0.03,4m,1.0,0.4,1.5,320,3040,0.04,5m,1.6,0.2,2.0,768,1968.0,0.05,4m,2.6,0.4,1.0,1008.0,0.1,21,COMPLETE
89,89,0.9973541677172326,2025-06-22 16:37:40.742889,2025-06-22 16:38:09.911292,0 days 00:00:29.168403,,,,,,,,2272,0.01,5m,2.4000000000000004,0.8,1.0,568,6024,0.05,1m,3.0,0.6000000000000001,2.0,1024,6064.0,0.05,2m,1.4,0.8,2.0,176.0,7864.0,0.01,5m,3.0,0.2,1.0,592.0,7744,0.015,4m,2.8,0.4,0.5,192,3928.0,0.03,4m,2.2,1.0,1.0,960.0,4264,0.035,1m,3.0,1.0,1.5,136,,,,,,,,,,,,,,,1384.0,0.025,3m,1.8,0.4,1.0,232.0,,,,,,,,4944.0,0.01,1m,2.0,0.2,0.5,584.0,4848,0.045000000000000005,3m,2.4000000000000004,0.4,1.5,384,7584.0,0.02,2m,2.8,0.4,0.5,128.0,3040,0.01,3m,1.4,0.2,2.0,736,5528.0,0.025,1m,1.2,0.0,2.0,864.0,7240,0.01,5m,1.2,0.8,1.0,696,6336,0.05,4m,2.4000000000000004,0.6000000000000001,1.5,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4392.0,0.025,2m,3.0,1.0,1.5,144.0,2512.0,0.04,5m,1.0,1.0,1.5,848.0,8168.0,0.035,4m,1.4,1.0,0.5,1000.0,2904,0.03,4m,1.0,0.4,1.5,424,3920,0.04,5m,1.4,0.2,2.0,768,1512.0,0.05,4m,2.6,0.4,1.0,976.0,0.1,21,COMPLETE
90,90,0.9592133406900183,2025-06-22 16:38:10.106099,2025-06-22 16:38:41.845425,0 days 00:00:31.739326,6160.0,0.04,5m,3.0,0.4,1.0,568.0,1264,0.01,5m,2.2,0.8,1.0,648,5616,0.05,1m,2.8,0.6000000000000001,2.0,1024,6672.0,0.05,2m,1.2,0.6000000000000001,2.0,264.0,7344.0,0.015,5m,3.0,0.0,1.0,536.0,8056,0.015,4m,2.6,0.4,0.5,248,4728.0,0.03,4m,2.0,0.8,1.0,928.0,4376,0.035,1m,2.8,1.0,1.0,200,3432.0,0.015,2m,2.8,0.8,1.0,928.0,,,,,,,,2136.0,0.03,3m,1.8,0.4,0.5,264.0,,,,,,,,5640.0,0.01,1m,2.2,0.4,0.5,520.0,3984,0.045000000000000005,3m,2.4000000000000004,0.4,1.5,320,6712.0,0.015,2m,3.0,0.2,0.5,160.0,3952,0.01,3m,1.6,0.2,1.5,664,4896.0,0.02,1m,1.2,0.0,2.0,888.0,8152,0.01,5m,1.0,0.8,1.0,656,6112,0.05,4m,2.4000000000000004,0.6000000000000001,1.5,968,,,,,,,,,,,,,,,3504.0,0.045000000000000005,4m,2.6,0.2,0.5,696.0,6000.0,0.045000000000000005,4m,1.0,0.0,1.5,208.0,,,,,,,,3888.0,0.025,2m,3.0,1.0,1.5,240.0,2312.0,0.04,4m,1.0,1.0,1.5,912.0,7432.0,0.04,4m,1.6,1.0,0.5,904.0,3384,0.03,4m,1.2,0.4,1.5,272,3728,0.04,5m,1.6,0.2,2.0,912,1976.0,0.05,4m,2.8,0.4,1.0,1008.0,0.15000000000000002,25,COMPLETE
91,91,0.9455190783443318,2025-06-22 16:38:41.924340,2025-06-22 16:39:00.520974,0 days 00:00:18.596634,,,,,,,,1680,0.01,5m,2.4000000000000004,0.8,1.0,560,6528,0.05,1m,2.8,0.6000000000000001,2.0,976,6352.0,0.05,2m,1.2,0.8,2.0,152.0,7496.0,0.01,5m,3.0,0.0,1.0,576.0,7656,0.01,4m,2.4000000000000004,0.4,0.5,224,4376.0,0.035,4m,2.2,0.8,1.0,1008.0,3920,0.03,1m,2.8,1.0,1.0,128,,,,,,,,,,,,,,,1424.0,0.02,3m,1.6,0.4,1.0,280.0,,,,,,,,4760.0,0.01,1m,2.0,0.2,0.5,592.0,4248,0.045000000000000005,3m,2.6,0.4,1.5,432,7440.0,0.02,2m,3.0,0.4,0.5,160.0,3584,0.01,3m,1.6,0.2,2.0,712,5992.0,0.025,1m,1.0,0.0,2.0,840.0,7400,0.01,5m,1.2,0.8,1.0,768,6848,0.045000000000000005,4m,2.6,0.6000000000000001,1.5,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2624.0,0.04,4m,1.0,1.0,1.5,864.0,8112.0,0.035,4m,1.4,1.0,0.5,992.0,3616,0.03,4m,1.0,0.4,1.5,320,2824,0.04,5m,1.6,0.2,2.0,824,2168.0,0.05,4m,2.8,0.4,1.0,984.0,0.05,20,COMPLETE
